,artist_name,artist_unique_id,edition_number,year,artist_nationality,artist_nationality_other,artist_gender,artist_race,artist_ethnicity,book,space_ratio_per_page_total,moma_count,moma_count_to_date,whitney_count,whitney_count_to_date
1634,Richard Hamilton,340,12,2005,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3800748107,0,6,0,0
1635,Richard Hamilton,340,13,2009,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3296195275,0,6,0,0
1636,Richard Hamilton,340,14,2013,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5233538286,1,7,0,0
1637,Richard Hamilton,340,15,2016,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5151693212,0,7,0,0
1638,Richard Hamilton,340,16,2020,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5556885125,0,7,0,0
1639,Robert Delaunay,343,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2816752498,0,6,0,0
1640,Robert Delaunay,343,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6517756291,0,7,0,0
1641,Robert Delaunay,343,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4083264909,0,7,0,0
1642,Robert Delaunay,343,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3726133789,0,8,0,0
1643,Robert Delaunay,343,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4795894781,0,8,0,0
1644,Robert Delaunay,343,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5738364002,0,8,0,0
1645,Robert Delaunay,343,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5298692931,0,8,0,0
1646,Robert Frank,345,9,1991,Swiss,Other,Male,White,Not Hispanic or Latinx,gardner,0.7014884706,0,3,0,1
1647,Robert Frank,345,16,2020,Swiss,Other,Male,White,Not Hispanic or Latinx,gardner,0.463856161,0,4,0,10
1648,Robert Mapplethorpe,347,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.738061116,0,0,1,9
1649,Robert Mapplethorpe,347,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.7554043606,0,0,0,9
1650,Robert Mapplethorpe,347,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.7305473736,0,0,0,10
1651,Robert Rauschenberg,348,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5068613139,1,7,1,7
1652,Robert Rauschenberg,348,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.6072098496,0,9,0,7
1653,Rosa Bonheur,350,7,1980,French,French,Female,White,Not Hispanic or Latinx,gardner,0.4226006192,0,0,0,0
1654,Rosa Bonheur,350,8,1986,French,French,Female,White,Not Hispanic or Latinx,gardner,0.792240148,0,0,0,0
1655,Rosa Bonheur,350,9,1991,French,French,Female,White,Not Hispanic or Latinx,gardner,0.772379157,0,0,0,0
1656,Rosa Bonheur,350,10,1996,French,French,Female,White,Not Hispanic or Latinx,gardner,0.4954810545,0,0,0,0
1657,Rosa Bonheur,350,11,2001,French,French,Female,White,Not Hispanic or Latinx,gardner,0.8239600598,0,0,0,0
1658,Rosa Bonheur,350,12,2005,French,French,Female,White,Not Hispanic or Latinx,gardner,0.5196606149,0,0,0,0
1659,Rosa Bonheur,350,13,2009,French,French,Female,White,Not Hispanic or Latinx,gardner,0.4729323656,0,0,0,0
1660,Rosa Bonheur,350,14,2013,French,French,Female,White,Not Hispanic or Latinx,gardner,0.4972955481,0,0,0,0
1661,Rosa Bonheur,350,15,2016,French,French,Female,White,Not Hispanic or Latinx,gardner,0.5218803154,0,0,0,0
1662,Rosa Bonheur,350,16,2020,French,French,Female,White,Not Hispanic or Latinx,gardner,0.5100177958,0,0,0,0
1663,Roy Lichtenstein,351,5,1970,American,American,Male,White,Not Hispanic or Latinx,gardner,0.1967807225,0,0,1,5
1664,Roy Lichtenstein,351,6,1975,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2588398675,0,0,0,7
1665,Roy Lichtenstein,351,7,1980,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2186884323,0,1,0,8
1666,Roy Lichtenstein,351,8,1986,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5765596937,0,1,0,8
1667,Roy Lichtenstein,351,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.1752157157,1,5,0,9
1668,Roy Lichtenstein,351,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5428969675,0,6,0,9
1669,Roy Lichtenstein,351,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2286895964,0,6,0,12
1670,Roy Lichtenstein,351,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.452252169,0,6,1,14
1671,Roy Lichtenstein,351,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4700661088,0,7,1,17
1672,Roy Lichtenstein,351,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5512911706,0,7,0,18
1673,Roy Lichtenstein,351,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.455127025,0,7,0,19
1674,Salvador Dalí,352,3,1948,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.4494801023,0,4,0,0
1675,Salvador Dalí,352,4,1959,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.7926205225,0,4,0,0
1676,Salvador Dalí,352,5,1970,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.5354724539,0,5,0,0
1677,Salvador Dalí,352,6,1975,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.3726952249,0,5,0,0
1678,Salvador Dalí,352,7,1980,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.3058682803,0,5,0,0
1679,Salvador Dalí,352,8,1986,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.5995616209,0,5,0,0
1680,Salvador Dalí,352,9,1991,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.4974935887,0,5,0,0
1681,Salvador Dalí,352,10,1996,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.4643429624,0,5,0,0
1682,Salvador Dalí,352,11,2001,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.5026015847,0,6,0,0
1683,Salvador Dalí,352,12,2005,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.3749961986,0,6,0,0
1684,Salvador Dalí,352,13,2009,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.3968378716,0,8,0,0
1685,Salvador Dalí,352,14,2013,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.4315565623,0,8,0,0
1686,Salvador Dalí,352,15,2016,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.399876295,0,8,0,0
1687,Salvador Dalí,352,16,2020,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.3707658321,0,8,0,0
1688,Sam Gilliam,353,9,1991,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.3787185726,0,1,0,1
1689,Samuel Finley Breese Morse,354,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2964296899,0,0,0,0
1690,Samuel Finley Breese Morse,354,3,1948,American,American,Male,White,Not Hispanic or Latinx,gardner,0.1927159889,0,0,0,0
1691,Samuel Finley Breese Morse,354,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2338809588,0,0,0,0
1692,Sandro Chia,355,11,2001,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.285338923,0,2,0,0
1693,Shahzia Sikander,357,14,2013,Pakistani-American,Other,Female,White,Not Hispanic or Latinx,gardner,0.3705022113,0,0,0,2
1694,Shahzia Sikander,357,15,2016,Pakistani-American,Other,Female,White,Not Hispanic or Latinx,gardner,0.3407453224,0,0,0,2
1695,Shahzia Sikander,357,16,2020,Pakistani-American,Other,Female,White,Not Hispanic or Latinx,gardner,0.3796023564,0,0,0,2
1696,Sherrie Levine,358,11,2001,American,American,Female,White,Not Hispanic or Latinx,gardner,0.2308101086,0,0,0,2
1697,Shirin Neshat,359,14,2013,Iranian,Other,Female,White,Not Hispanic or Latinx,gardner,0.2622624936,0,0,1,6
1698,Shirin Neshat,359,15,2016,Iranian,Other,Female,White,Not Hispanic or Latinx,gardner,0.5164063708,0,0,0,6
1699,Shirin Neshat,359,16,2020,Iranian,Other,Female,White,Not Hispanic or Latinx,gardner,0.4918691703,0,0,0,7
1700,Shohaku,360,4,1959,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.3696471856,0,0,0,0
1701,Sir Joshua Reynolds,362,4,1959,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5125504982,0,0,0,0
1702,Sir Joshua Reynolds,362,8,1986,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3653327804,0,0,0,0
1703,Sir Joshua Reynolds,362,9,1991,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3433576642,0,0,0,0
1704,Sir Joshua Reynolds,362,10,1996,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3015927151,0,0,0,0
1705,Sir Joshua Reynolds,362,11,2001,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2573954889,0,0,0,0
1706,Sir Joshua Reynolds,362,12,2005,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2513608856,0,0,0,0
1707,Sir Joshua Reynolds,362,13,2009,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3697471222,0,0,0,0
1708,Sir Joshua Reynolds,362,14,2013,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3629667298,0,0,0,0
1709,Sir Joshua Reynolds,362,15,2016,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3290706665,0,0,0,0
1710,Sir Joshua Reynolds,362,16,2020,British,British,Male,White,Not Hispanic or Latinx,gardner,0.358109352,0,0,0,0
1711,Song Su-Nam,363,12,2005,Korean,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.4330048961,0,0,0,0
1712,Song Su-Nam,363,13,2009,Korean,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2661149893,0,0,0,0
1713,Stephanie Barron,364,12,2005,N/A,Other,Female,N/A,Not Hispanic or Latinx,gardner,0.4461727945,0,0,0,0
1714,Stuart Davis,365,3,1948,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3900048996,0,4,1,14
1715,Stuart Davis,365,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5133315378,0,6,1,20
1716,Stuart Davis,365,6,1975,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5155859417,0,6,0,22
1717,Stuart Davis,365,7,1980,American,American,Male,White,Not Hispanic or Latinx,gardner,0.397023642,1,8,0,22
1718,Stuart Davis,365,8,1986,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4054357592,0,8,0,22
1719,Stuart Davis,365,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4510948905,0,8,0,22
1720,Stuart Davis,365,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4189829815,0,8,0,22
1721,Stuart Davis,365,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2377479924,0,8,0,22
1722,Stuart Davis,365,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2117507527,0,8,0,22
1723,Stuart Davis,365,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3396514262,0,8,0,24
1724,Stuart Davis,365,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3453839397,0,8,0,25
1725,Stuart Davis,365,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3371578785,0,8,1,27
1726,Stuart Davis,365,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2672741777,0,8,0,27
1727,Susan Rothenberg,366,11,2001,American,American,Female,White,Not Hispanic or Latinx,gardner,0.5917132802,0,2,0,3
1728,Susan Rothenberg,366,12,2005,American,American,Female,White,Not Hispanic or Latinx,gardner,0.2274123407,0,2,0,4
1729,Susan Rothenberg,366,13,2009,American,American,Female,White,Not Hispanic or Latinx,gardner,0.2966575748,0,2,0,4
1730,Suzuki Harunobu,367,3,1948,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.3883172737,0,0,0,0
1731,Suzuki Harunobu,367,4,1959,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.3608941557,0,0,0,0
1732,Suzuki Harunobu,367,5,1970,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.280388687,0,0,0,0
1733,Suzuki Harunobu,367,6,1975,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2146138233,0,0,0,0
1734,Suzuki Harunobu,367,7,1980,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2096291866,0,0,0,0
1735,Suzuki Harunobu,367,8,1986,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2184325109,0,0,0,0
1736,Suzuki Harunobu,367,9,1991,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.1515977291,0,0,0,0
1737,Suzuki Harunobu,367,10,1996,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2558405239,0,0,0,0
1738,Suzuki Harunobu,367,11,2001,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.8518688002,0,0,0,0
1739,Suzuki Harunobu,367,12,2005,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.3302010157,0,0,0,0
1740,Suzuki Harunobu,367,13,2009,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.6503937251,0,0,0,0
1741,Suzuki Harunobu,367,14,2013,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.8465319834,0,0,0,0
1742,Suzuki Harunobu,367,15,2016,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.6048554198,0,0,0,0
1743,Suzuki Harunobu,367,16,2020,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.8744016937,0,0,0,0
1744,Sylvia Plimack Mangold,368,9,1991,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3531224655,0,1,0,0
1745,Sylvia Plimack Mangold,368,10,1996,American,American,Female,White,Not Hispanic or Latinx,gardner,0.2335697964,0,1,0,0
1746,Takahashi Yuichi,370,11,2001,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2617205952,0,0,0,0
1747,Takahashi Yuichi,370,12,2005,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2511328042,0,0,0,0
1748,Takahashi Yuichi,370,13,2009,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2651287504,0,0,0,0
1749,Takahashi Yuichi,370,14,2013,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2651287504,0,0,0,0
1750,Takahashi Yuichi,370,15,2016,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2979588681,0,0,0,0
1751,Takahashi Yuichi,370,16,2020,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2918661021,0,0,0,0
1752,Théodore Chassériau,371,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3233886856,0,0,0,0
1753,Théodore Chassériau,371,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3379639229,0,0,0,0
1754,Théodore Géricault,372,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.480797199,0,0,0,0
1755,Théodore Géricault,372,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,1.306361199,0,0,0,0
1756,Théodore Géricault,372,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,1.324132037,0,0,0,0
1757,Théodore Géricault,372,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,1.052701942,0,0,0,0
1758,Théodore Géricault,372,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,2.705085324,0,0,0,0
1759,Théodore Géricault,372,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,1.743098303,0,0,0,0
1760,Théodore Géricault,372,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,1.014767573,0,0,0,0
1761,Théodore Géricault,372,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,1.725678305,0,0,0,0
1762,Théodore Géricault,372,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.9094060761,0,0,0,0
1763,Théodore Géricault,372,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8714807452,0,0,0,0
1764,Théodore Géricault,372,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8519717072,0,0,0,0
1765,Théodore Géricault,372,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,1.147904747,0,0,0,0
1766,Théodore Géricault,372,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,1.010017796,0,0,0,0
1767,Thomas Benton,373,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3184309427,0,1,0,0
1768,Thomas Cole,374,7,1980,American,American,Male,White,Not Hispanic or Latinx,gardner,0.463622291,0,0,0,0
1769,Thomas Cole,374,8,1986,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5367337065,0,0,0,0
1770,Thomas Cole,374,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.8772858921,0,0,0,0
1771,Thomas Cole,374,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4896149517,0,0,0,0
1772,Thomas Cole,374,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.7580120647,0,0,0,0
1773,Thomas Cole,374,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4690569595,0,0,0,0
1774,Thomas Cole,374,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4494783721,0,0,0,0
1775,Thomas Cole,374,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3519485923,0,0,0,0
1776,Thomas Cole,374,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5085820319,0,0,0,0
1777,Thomas Cole,374,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5329528719,0,0,0,0
1778,Thomas Couture,375,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5101887272,0,0,0,0
1779,Thomas Couture,375,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5118683901,0,0,0,0
1780,Thomas Couture,375,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4353187447,0,0,0,0
1781,Thomas Couture,375,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7860771304,0,0,0,0
1782,Thomas Doughty,376,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3960225493,0,0,0,0
1783,Thomas Eakins,377,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4600297526,1,2,0,0
1784,Thomas Eakins,377,3,1948,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3523599543,0,2,0,0
1785,Thomas Eakins,377,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3312415836,0,3,0,0
1786,Thomas Eakins,377,7,1980,American,American,Male,White,Not Hispanic or Latinx,gardner,0.7410638897,0,3,0,0
1787,Thomas Eakins,377,8,1986,American,American,Male,White,Not Hispanic or Latinx,gardner,0.894289569,0,3,0,0
1788,Thomas Eakins,377,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.9152623419,0,3,0,0
1789,Thomas Eakins,377,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4720166434,0,3,0,0
1790,Thomas Eakins,377,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,1.376253239,0,3,0,0
1791,Thomas Eakins,377,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4222242496,0,3,0,0
1792,Thomas Eakins,377,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4130645832,0,3,0,0
1793,Thomas Eakins,377,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5006703342,0,3,0,0
1794,Thomas Eakins,377,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5796969228,0,3,0,0
1795,Thomas Eakins,377,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5764911635,0,3,0,0
1796,Thomas Gainsborough,378,1,1926,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5490962372,0,0,0,0
1797,Thomas Gainsborough,378,2,1936,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2935131538,0,0,0,0
1798,Thomas Gainsborough,378,3,1948,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2569546519,0,0,0,0
1799,Thomas Gainsborough,378,4,1959,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3048478319,0,0,0,0
1800,Thomas Gainsborough,378,5,1970,British,British,Male,White,Not Hispanic or Latinx,gardner,1.127234579,0,0,0,0
1801,Thomas Gainsborough,378,6,1975,British,British,Male,White,Not Hispanic or Latinx,gardner,1.080984938,0,0,0,0
1802,Thomas Gainsborough,378,7,1980,British,British,Male,White,Not Hispanic or Latinx,gardner,0.9279482128,0,0,0,0
1803,Thomas Gainsborough,378,8,1986,British,British,Male,White,Not Hispanic or Latinx,gardner,0.9367613518,0,0,0,0
1804,Thomas Gainsborough,378,9,1991,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2935279805,0,0,0,0
1805,Thomas Gainsborough,378,10,1996,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3231983902,0,0,0,0
1806,Thomas Gainsborough,378,11,2001,British,British,Male,White,Not Hispanic or Latinx,gardner,0.9754764246,0,0,0,0
1807,Thomas Gainsborough,378,12,2005,British,British,Male,White,Not Hispanic or Latinx,gardner,0.358026944,0,0,0,0
1808,Thomas Gainsborough,378,13,2009,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2980907032,0,0,0,0
1809,Thomas Gainsborough,378,14,2013,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3000477709,0,0,0,0
1810,Thomas Gainsborough,378,15,2016,British,British,Male,White,Not Hispanic or Latinx,gardner,0.376001237,0,0,0,0
1811,Thomas Gainsborough,378,16,2020,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2975576829,0,0,0,0
1812,Thomas Hart Benton,379,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5099787435,0,0,0,8
1813,Thomas Hart Benton,379,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4987075388,0,0,0,9
1814,Thomas Hart Benton,379,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3216063366,0,0,0,11
1815,Thomas Hart Benton,379,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4365956266,0,0,1,14
1816,Thomas Hart Benton,379,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4717798052,0,0,1,15
1817,Thomas Hart Benton,379,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3276264114,0,0,0,16
1818,Timothy O'Sullivan,380,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5818051987,0,0,0,0
1819,Timothy O'Sullivan,380,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3977739257,0,0,0,0
1820,Timothy O'Sullivan,380,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3659100365,0,0,0,0
1821,Timothy O'Sullivan,380,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4773704406,0,0,0,0
1822,Timothy O'Sullivan,380,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.537869182,0,0,0,0
1823,Timothy O'Sullivan,380,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.522766323,0,0,0,0
1824,Tom Thomson,381,3,1948,Canadian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4807011813,0,0,0,0
1825,Tonita Peña (Quah Ah),382,2,1936,American,American,Male,American Indian or Alaska Native,Not Hispanic or Latinx,gardner,0.3310366427,0,0,0,0
1826,Tonita Peña (Quah Ah),382,3,1948,American,American,Male,American Indian or Alaska Native,Not Hispanic or Latinx,gardner,0.3891338668,0,0,0,0
1827,Torii Kiyonaga,383,13,2009,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2046907987,0,0,0,0
1828,Torii Kiyonaga,383,14,2013,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2344320651,0,0,0,0
1829,Torii Kiyonaga,383,15,2016,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2301840111,0,0,0,0
1830,Torii Kiyonaga,383,16,2020,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2065537555,0,0,0,0
1831,Toshusai Sharaku,384,3,1948,Japanese,Other,Male,White,Not Hispanic or Latinx,gardner,0.3445478796,0,0,0,0
1832,Trigo Piula,385,11,2001,Congolese,Other,Male,Black or African American,Not Hispanic or Latinx,gardner,0.5433691545,0,0,0,0
1833,Trigo Piula,385,12,2005,Congolese,Other,Male,Black or African American,Not Hispanic or Latinx,gardner,0.4899948302,0,0,0,0
1834,Trigo Piula,385,13,2009,Congolese,Other,Male,Black or African American,Not Hispanic or Latinx,gardner,0.3588830845,0,0,0,0
1835,Trigo Piula,385,15,2016,Congolese,Other,Male,Black or African American,Not Hispanic or Latinx,gardner,0.3801608165,0,0,0,0
1836,Trigo Piula,385,16,2020,Congolese,Other,Male,Black or African American,Not Hispanic or Latinx,gardner,0.3153074374,0,0,0,0
1837,Victor Vasarely,388,9,1991,Hungarian-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.5841596269,0,0,0,0
1838,Victor Vasarely,388,10,1996,Hungarian-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.3084137649,0,0,0,0
1839,Vincent Van Gogh,390,2,1936,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.5797839023,1,2,0,0
1840,Vincent Van Gogh,390,3,1948,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.5781479667,1,7,0,0
1841,Vincent Van Gogh,390,4,1959,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.7884190682,0,8,0,0
1842,Vincent Van Gogh,390,5,1970,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,1.166590724,0,9,0,0
1843,Vincent Van Gogh,390,6,1975,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.9222518961,0,9,0,0
1844,Vincent Van Gogh,390,7,1980,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.9731564875,0,9,0,0
1845,Vincent Van Gogh,390,8,1986,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,1.015757827,0,9,0,0
1846,Vincent Van Gogh,390,9,1991,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.9760908354,0,9,0,0
1847,Vincent Van Gogh,390,10,1996,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,1.087940384,0,10,0,0
1848,Vincent Van Gogh,390,11,2001,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.9236537553,1,11,0,0
1849,Vincent Van Gogh,390,12,2005,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.8832375392,0,11,0,0
1850,Vincent Van Gogh,390,13,2009,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.9857149462,1,12,0,0
1851,Vincent Van Gogh,390,14,2013,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,1.022282835,0,12,0,0
1852,Vincent Van Gogh,390,15,2016,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,1.270341735,0,12,0,0
1853,Vincent Van Gogh,390,16,2020,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,1.101696735,0,12,0,0
1854,Walker Evans,392,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2215694379,0,12,0,0
