,artist_name,artist_unique_id,edition_number,year,artist_nationality,artist_nationality_other,artist_gender,artist_race,artist_ethnicity,book,space_ratio_per_page_total,moma_count,moma_count_to_date,whitney_count,whitney_count_to_date
571,Franz Kline,127,8,1986,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2002902758,0,1,0,9
572,Franz Kline,127,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2098296837,0,1,0,9
573,Franz Kline,127,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2259813785,0,1,0,9
574,Franz Marc,128,10,1996,German,German,Male,White,Not Hispanic or Latinx,gardner,0.3433545923,0,2,0,0
575,Franz Marc,128,11,2001,German,German,Male,White,Not Hispanic or Latinx,gardner,0.7879199817,0,2,0,0
576,Franz Marc,128,12,2005,German,German,Male,White,Not Hispanic or Latinx,gardner,0.3871149226,0,2,0,0
577,Franz Marc,128,13,2009,German,German,Male,White,Not Hispanic or Latinx,gardner,0.4360100473,0,2,0,0
578,Franz Marc,128,14,2013,German,German,Male,White,Not Hispanic or Latinx,gardner,0.4231735318,0,2,0,0
579,Franz Marc,128,15,2016,German,German,Male,White,Not Hispanic or Latinx,gardner,0.3862068966,0,2,0,0
580,Franz Marc,128,16,2020,German,German,Male,White,Not Hispanic or Latinx,gardner,0.3537217722,0,2,0,0
581,Frederic Edwin Church,129,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2975023618,0,0,0,0
582,Frederic Edwin Church,129,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3415898793,0,0,0,0
583,Frederic Edwin Church,129,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.376065215,0,0,0,0
584,Frederic Edwin Church,129,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3758494753,0,0,0,0
585,Frederic Edwin Church,129,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4575537343,0,0,0,0
586,Frederic Edwin Church,129,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.36324865,0,0,0,0
587,Frida Kahlo,130,9,1991,Mexican,Other,Female,White,Hispanic or Latinx,gardner,0.2520681265,0,0,0,0
588,Frida Kahlo,130,10,1996,Mexican,Other,Female,White,Hispanic or Latinx,gardner,0.2793560929,0,0,0,0
589,Frida Kahlo,130,11,2001,Mexican,Other,Female,White,Hispanic or Latinx,gardner,0.7454525925,0,0,0,0
590,Frida Kahlo,130,12,2005,Mexican,Other,Female,White,Hispanic or Latinx,gardner,0.4869385397,0,0,0,0
591,Frida Kahlo,130,13,2009,Mexican,Other,Female,White,Hispanic or Latinx,gardner,0.4381212149,0,0,0,0
592,Frida Kahlo,130,14,2013,Mexican,Other,Female,White,Hispanic or Latinx,gardner,0.5506449078,0,0,0,0
593,Frida Kahlo,130,15,2016,Mexican,Other,Female,White,Hispanic or Latinx,gardner,0.6555280656,0,0,0,0
594,Frida Kahlo,130,16,2020,Mexican,Other,Female,White,Hispanic or Latinx,gardner,0.5433541973,0,0,0,0
595,Friedrich von Martens,132,9,1991,Swiss,Other,Male,White,Not Hispanic or Latinx,gardner,0.3099270073,0,0,0,0
596,George Bellows,134,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3587926715,0,2,0,0
597,George Bellows,134,3,1948,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4526920355,1,5,0,0
598,George Caleb Bingham,135,7,1980,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4105685336,0,4,0,0
599,George French Angas,136,11,2001,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4828767123,0,0,0,0
600,George Grosz,137,5,1970,German,German,Male,White,Not Hispanic or Latinx,gardner,0.2900740709,0,3,0,17
601,George Grosz,137,6,1975,German,German,Male,White,Not Hispanic or Latinx,gardner,0.3356479009,0,3,0,17
602,George Grosz,137,7,1980,German,German,Male,White,Not Hispanic or Latinx,gardner,0.315613566,0,3,0,17
603,George Grosz,137,8,1986,German,German,Male,White,Not Hispanic or Latinx,gardner,0.5505500674,0,3,0,17
604,George Grosz,137,11,2001,German,German,Male,White,Not Hispanic or Latinx,gardner,0.6050609628,0,6,0,17
605,George Grosz,137,12,2005,German,German,Male,White,Not Hispanic or Latinx,gardner,0.3623756956,0,6,0,17
606,George Grosz,137,13,2009,German,German,Male,White,Not Hispanic or Latinx,gardner,0.3181545005,0,6,0,18
607,George Grosz,137,14,2013,German,German,Male,White,Not Hispanic or Latinx,gardner,0.5143698088,0,6,0,19
608,George Grosz,137,15,2016,German,German,Male,White,Not Hispanic or Latinx,gardner,0.4842740065,0,6,0,19
609,George Grosz,137,16,2020,German,German,Male,White,Not Hispanic or Latinx,gardner,0.4945999018,0,6,0,20
610,George Inness,138,1,1926,American,American,Male,White,Not Hispanic or Latinx,gardner,1.33929275,0,0,0,0
611,George Inness,138,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3843955528,0,0,0,0
612,George Inness,138,3,1948,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3684740596,0,0,0,0
613,George Inness,138,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4057904659,0,0,0,0
614,George N. Barnard,139,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.418798815,0,2,0,0
615,George Stubbs,141,9,1991,British,British,Male,White,Not Hispanic or Latinx,gardner,0.9471455901,0,0,0,0
616,George Stubbs,141,10,1996,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6433614133,0,0,0,0
617,Georges Braque,142,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5087799623,0,15,0,0
618,Georges Braque,142,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5689368331,1,22,0,0
619,Georges Braque,142,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5778869779,0,25,0,0
620,Georges Braque,142,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4831832254,1,29,0,0
621,Georges Braque,142,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8450923349,0,31,0,0
622,Georges Braque,142,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,1.1934213,0,34,0,0
623,Georges Braque,142,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,1.292094403,0,37,0,0
624,Georges Braque,142,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,1.187709017,0,40,0,0
625,Georges Braque,142,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8738405863,1,43,0,0
626,Georges Braque,142,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,1.140970521,0,44,0,0
627,Georges Braque,142,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,1.099055368,0,44,0,0
628,Georges Braque,142,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,1.106695531,0,44,0,0
629,Georges Braque,142,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,1.061610211,0,44,0,0
630,Georges Rouault,143,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3424723943,0,4,0,0
631,Georges Rouault,143,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7428286831,0,5,0,0
632,Georges Rouault,143,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4486700139,1,7,0,0
633,Georges Rouault,143,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.619458908,0,7,0,0
634,Georges Rouault,143,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,1.631189997,0,7,0,0
635,Georges Rouault,143,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6904212042,0,7,0,0
636,Georges Rouault,143,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3170423928,0,7,0,0
637,Georges Rouault,143,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6631142716,0,7,0,0
638,Georges Seurat,144,2,1936,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6886157219,0,1,0,0
639,Georges Seurat,144,3,1948,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6196581197,1,2,0,0
640,Georges Seurat,144,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6685160248,0,4,0,0
641,Georges Seurat,144,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,1.049136899,0,4,0,0
642,Georges Seurat,144,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,1.253925863,0,4,0,0
643,Georges Seurat,144,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.9214396285,0,4,0,0
644,Georges Seurat,144,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,2.158177135,0,4,0,0
645,Georges Seurat,144,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,1.599745986,0,4,0,0
646,Georges Seurat,144,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6315439446,0,4,0,0
647,Georges Seurat,144,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,1.606500244,0,4,0,0
648,Georges Seurat,144,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5316576955,0,4,0,0
649,Georges Seurat,144,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6554944293,0,5,0,0
650,Georges Seurat,144,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,1.001895428,0,5,0,0
651,Georges Seurat,144,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8631359208,0,5,0,0
652,Georges Seurat,144,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,0.817884757,0,5,0,0
653,Georgia O'Keeffe,145,2,1936,American,American,Female,White,Not Hispanic or Latinx,gardner,0.1931960539,0,0,0,2
654,Georgia O'Keeffe,145,3,1948,American,American,Female,White,Not Hispanic or Latinx,gardner,0.4119984757,0,1,0,6
655,Georgia O'Keeffe,145,7,1980,American,American,Female,White,Not Hispanic or Latinx,gardner,0.5997044751,1,2,0,20
656,Georgia O'Keeffe,145,8,1986,American,American,Female,White,Not Hispanic or Latinx,gardner,0.824282722,0,2,0,20
657,Georgia O'Keeffe,145,9,1991,American,American,Female,White,Not Hispanic or Latinx,gardner,0.5746930852,0,2,0,20
658,Georgia O'Keeffe,145,10,1996,American,American,Female,White,Not Hispanic or Latinx,gardner,0.6522969885,0,2,0,20
659,Georgia O'Keeffe,145,11,2001,American,American,Female,White,Not Hispanic or Latinx,gardner,0.6433421645,0,2,0,20
660,Georgia O'Keeffe,145,12,2005,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3720159353,0,2,0,20
661,Georgia O'Keeffe,145,13,2009,American,American,Female,White,Not Hispanic or Latinx,gardner,0.50446119,0,2,0,22
662,Georgia O'Keeffe,145,14,2013,American,American,Female,White,Not Hispanic or Latinx,gardner,0.5160649068,0,2,0,24
663,Georgia O'Keeffe,145,15,2016,American,American,Female,White,Not Hispanic or Latinx,gardner,0.5122777176,0,2,1,26
664,Georgia O'Keeffe,145,16,2020,American,American,Female,White,Not Hispanic or Latinx,gardner,0.4834468581,0,2,0,28
665,Gertrude Käsebier,146,9,1991,American,American,Female,White,Not Hispanic or Latinx,gardner,0.6304653442,0,1,0,0
666,Gertrude Käsebier,146,10,1996,American,American,Female,White,Not Hispanic or Latinx,gardner,0.4092629856,0,1,0,0
667,Gertrude Käsebier,146,11,2001,American,American,Female,White,Not Hispanic or Latinx,gardner,0.7249738867,0,1,0,0
668,Gertrude Käsebier,146,12,2005,American,American,Female,White,Not Hispanic or Latinx,gardner,0.4059848554,0,1,0,0
669,Gertrude Käsebier,146,13,2009,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3783458925,0,1,0,0
670,Gertrude Käsebier,146,14,2013,American,American,Female,White,Not Hispanic or Latinx,gardner,0.372582559,0,1,0,0
671,Gertrude Käsebier,146,15,2016,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3727230555,0,1,0,0
672,Gertrude Käsebier,146,16,2020,American,American,Female,White,Not Hispanic or Latinx,gardner,0.1857817869,0,1,0,0
673,Giacomo Balla,147,10,1996,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.1857030797,0,20,0,0
674,Giacomo Balla,147,11,2001,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.1784659896,0,20,0,0
675,Giacomo Balla,147,12,2005,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.1423227808,0,20,0,0
676,Giacomo Balla,147,13,2009,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.1602638189,0,20,0,0
677,Giacomo Balla,147,14,2013,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3809655895,1,22,0,0
678,Giacomo Balla,147,15,2016,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.2776557909,0,22,0,0
679,Giacomo Balla,147,16,2020,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.298708272,0,22,0,0
680,Gilbert Prousch,148,9,1991,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3445579886,0,0,0,0
681,George Passmore,140,9,1991,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3445579886,0,2,0,0
682,Gilbert Prousch,148,10,1996,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3038777668,0,0,0,0
683,George Passmore,140,10,1996,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3038777668,0,2,0,0
684,Gilbert Stuart,149,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.303906984,0,0,0,0
685,Gilbert Stuart,149,3,1948,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2087756546,0,0,0,0
686,Gilbert Stuart,149,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2522488554,0,0,0,0
687,Gino Severini,150,10,1996,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4371781317,0,1,0,0
688,Gino Severini,150,11,2001,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.2688651393,0,1,0,0
689,Gino Severini,150,12,2005,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.2932366268,0,1,0,0
690,Gino Severini,150,13,2009,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3138551153,0,1,0,0
691,Gino Severini,150,14,2013,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3100180297,0,1,0,0
692,Gino Severini,150,15,2016,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3063244163,0,1,0,0
693,Gino Severini,150,16,2020,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3048600884,0,1,0,0
694,Giorgio de Chirico,151,4,1959,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4332345812,0,11,0,0
695,Giorgio de Chirico,151,5,1970,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4464389789,0,13,0,0
696,Giorgio de Chirico,151,6,1975,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4615105224,1,17,0,0
697,Giorgio de Chirico,151,7,1980,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4012454264,0,18,0,0
698,Giorgio de Chirico,151,8,1986,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,1.142217887,0,20,0,0
699,Giorgio de Chirico,151,9,1991,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.7765818762,0,21,0,0
700,Giorgio de Chirico,151,10,1996,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4970669486,0,22,0,0
701,Giorgio de Chirico,151,11,2001,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.7296677121,0,24,0,0
702,Giorgio de Chirico,151,12,2005,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3794209774,0,25,0,0
703,Giorgio de Chirico,151,13,2009,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3382182978,0,25,0,0
704,Giorgio de Chirico,151,14,2013,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3525495816,0,25,0,0
705,Giorgio de Chirico,151,15,2016,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.6091696304,0,25,0,0
706,Giorgio de Chirico,151,16,2020,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.560705081,0,25,0,0
707,Giovanni Battista Piranesi,152,4,1959,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.2396444923,0,0,0,0
708,Giovanni Battista Piranesi,152,7,1980,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4155994934,0,0,0,0
709,Giovanni Battista Piranesi,152,8,1986,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4289861082,0,0,0,0
710,Giovanni Battista Piranesi,152,9,1991,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4981021898,0,0,0,0
711,Giovanni Battista Piranesi,152,10,1996,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.5627024999,0,0,0,0
712,Giovanni Battista Piranesi,152,11,2001,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.320840222,0,0,0,0
713,Giovanni Battista Piranesi,152,12,2005,Italian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3196940668,0,0,0,0
714,Grant Wood,154,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4405339806,0,0,1,4
715,Grant Wood,154,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5678965796,0,0,0,7
716,Grant Wood,154,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3871339159,0,0,0,7
717,Grant Wood,154,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3058419244,0,0,0,8
718,Grant Wood,154,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4127409736,0,0,0,9
719,Grant Wood,154,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4156072304,0,0,0,10
720,Grant Wood,154,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5978351631,0,0,0,10
721,Grant Wood,154,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5001687531,0,0,0,11
722,Guerrilla Girls,155,11,2001,American,American,Female,N/A,Not Hispanic or Latinx,gardner,0.3048978507,0,1,0,0
723,Guerrilla Girls,155,12,2005,American,American,Female,N/A,Not Hispanic or Latinx,gardner,0.3473071192,0,1,0,0
724,Guerrilla Girls,155,13,2009,American,American,Female,N/A,Not Hispanic or Latinx,gardner,0.20350423,0,1,0,0
725,Gunta Stölzl,156,11,2001,German,German,Female,White,Not Hispanic or Latinx,gardner,0.6903932452,0,0,0,0
726,Gunta Stölzl,156,12,2005,German,German,Female,White,Not Hispanic or Latinx,gardner,0.313870389,0,0,0,0
727,Gustav Klimt,157,6,1975,Austrian,Other,Male,White,Not Hispanic or Latinx,gardner,0.675440658,0,0,0,0
728,Gustav Klimt,157,7,1980,Austrian,Other,Male,White,Not Hispanic or Latinx,gardner,0.661835069,0,1,0,0
729,Gustav Klimt,157,8,1986,Austrian,Other,Male,White,Not Hispanic or Latinx,gardner,0.8032820912,1,2,0,0
730,Gustav Klimt,157,9,1991,Austrian,Other,Male,White,Not Hispanic or Latinx,gardner,0.5529619519,0,2,0,0
731,Gustav Klimt,157,10,1996,Austrian,Other,Male,White,Not Hispanic or Latinx,gardner,0.551891136,0,2,0,0
732,Gustav Klimt,157,11,2001,Austrian,Other,Male,White,Not Hispanic or Latinx,gardner,0.6001050472,0,2,0,0
733,Gustav Klimt,157,12,2005,Austrian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3563543472,0,2,0,0
734,Gustav Klimt,157,13,2009,Austrian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4123249041,0,2,0,0
735,Gustav Klimt,157,14,2013,Austrian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3427026027,0,2,0,0
736,Gustav Klimt,157,15,2016,Austrian,Other,Male,White,Not Hispanic or Latinx,gardner,0.5010669553,1,3,0,0
737,Gustav Klimt,157,16,2020,Austrian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4063113648,0,3,0,0
738,Gustave Caillebotte,158,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4685720132,0,0,0,0
739,Gustave Caillebotte,158,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3881376949,0,0,0,0
740,Gustave Caillebotte,158,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.357525165,0,0,0,0
741,Gustave Caillebotte,158,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3585748848,0,0,0,0
742,Gustave Caillebotte,158,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4066848504,0,0,0,0
743,Gustave Caillebotte,158,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4920828823,0,0,0,0
744,Gustave Caillebotte,158,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5864475945,0,0,0,0
745,Gustave Courbet,159,2,1936,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4727137488,0,0,0,0
746,Gustave Courbet,159,3,1948,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3533126463,0,0,0,0
747,Gustave Courbet,159,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6970105036,0,1,0,0
748,Gustave Courbet,159,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,1.196579385,0,1,0,0
749,Gustave Courbet,159,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,1.20175195,0,1,0,0
750,Gustave Courbet,159,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.857761047,0,1,0,0
751,Gustave Courbet,159,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,1.959935087,0,1,0,0
752,Gustave Courbet,159,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,1.608145457,0,1,0,0
753,Gustave Courbet,159,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,1.210429385,0,1,0,0
754,Gustave Courbet,159,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,1.857184913,0,1,0,0
755,Gustave Courbet,159,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.700787641,0,1,0,0
756,Gustave Courbet,159,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,1.118025057,0,1,0,0
757,Gustave Courbet,159,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,1.223907047,0,1,0,0
758,Gustave Courbet,159,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,1.240621618,0,1,0,0
759,Gustave Courbet,159,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,1.390709377,0,1,0,0
760,Gustave Le Gray,160,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3160097324,0,0,0,0
761,Gustave Moreau,161,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5203349282,0,1,0,0
762,Gustave Moreau,161,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7800252343,0,1,0,0
763,Gustave Moreau,161,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,0.725125078,0,1,0,0
764,Gustave Moreau,161,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4744722213,0,1,0,0
765,Gustave Moreau,161,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6315135662,0,1,0,0
766,Gustave Moreau,161,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.352020801,0,1,0,0
767,Gustave Moreau,161,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3812121492,0,1,0,0
768,Gustave Moreau,161,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4494167322,0,1,0,0
769,Gustave Moreau,161,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,0.415401268,0,1,0,0
770,Gustave Moreau,161,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3896661757,0,1,0,0
771,Hannah Höch,162,9,1991,German,German,Female,White,Not Hispanic or Latinx,gardner,0.4469099757,0,0,0,0
772,Hannah Höch,162,11,2001,German,German,Female,White,Not Hispanic or Latinx,gardner,0.9195648323,0,2,0,0
773,Hannah Höch,162,12,2005,German,German,Female,White,Not Hispanic or Latinx,gardner,0.4083264909,0,2,0,0
774,Hannah Höch,162,13,2009,German,German,Female,White,Not Hispanic or Latinx,gardner,0.5766877783,0,2,0,0
775,Hannah Höch,162,14,2013,German,German,Female,White,Not Hispanic or Latinx,gardner,0.6443221919,0,2,0,0
776,Hannah Höch,162,15,2016,German,German,Female,White,Not Hispanic or Latinx,gardner,0.5066336787,0,2,0,0
777,Hannah Höch,162,16,2020,German,German,Female,White,Not Hispanic or Latinx,gardner,0.5012733186,0,2,0,0
778,Hannah Wilke,163,12,2005,American,American,Female,White,Not Hispanic or Latinx,gardner,0.2629778305,0,0,1,2
779,Hannah Wilke,163,13,2009,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3209745273,0,0,0,3
780,Hannah Wilke,163,14,2013,American,American,Female,White,Not Hispanic or Latinx,gardner,0.4880187385,0,0,0,3
781,Hans Hofmann,164,6,1975,German-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.7965388313,0,1,0,16
782,Hans Hofmann,164,7,1980,German-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.7157859555,0,1,0,16
783,Hans Hofmann,164,8,1986,German-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.6667876149,0,1,0,16
784,Hans Namuth,165,13,2009,German,German,Male,White,Not Hispanic or Latinx,gardner,0.365447737,0,1,0,0
785,Hans Namuth,165,14,2013,German,German,Male,White,Not Hispanic or Latinx,gardner,0.414174102,0,1,0,0
786,Hans Namuth,165,15,2016,German,German,Male,White,Not Hispanic or Latinx,gardner,0.4076542446,0,1,0,0
787,Hans Namuth,165,16,2020,German,German,Male,White,Not Hispanic or Latinx,gardner,0.3777614138,0,1,0,0
788,Hans von Marées,166,7,1980,German,German,Male,White,Not Hispanic or Latinx,gardner,0.3670841542,0,0,0,0
789,Helen Frankenthaler,167,9,1991,American,American,Female,White,Not Hispanic or Latinx,gardner,0.6556538068,0,9,0,9
790,Helen Frankenthaler,167,10,1996,American,American,Female,White,Not Hispanic or Latinx,gardner,0.4436751816,0,9,0,9
791,Helen Frankenthaler,167,11,2001,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3472833562,0,10,0,9
792,Helen Frankenthaler,167,12,2005,American,American,Female,White,Not Hispanic or Latinx,gardner,0.1733418484,0,10,0,10
793,Helen Frankenthaler,167,13,2009,American,American,Female,White,Not Hispanic or Latinx,gardner,0.2078036152,0,10,0,11
794,Helen Frankenthaler,167,14,2013,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3510856333,0,10,0,11
795,Helen Frankenthaler,167,15,2016,American,American,Female,White,Not Hispanic or Latinx,gardner,0.4096799134,0,10,1,13
796,Helen Frankenthaler,167,16,2020,American,American,Female,White,Not Hispanic or Latinx,gardner,0.4180320324,0,10,0,14
797,Helen Oji,168,15,2016,American,American,Female,Asian,Not Hispanic or Latinx,gardner,0.2467140869,0,0,0,0
798,Helen Oji,168,16,2020,American,American,Female,Asian,Not Hispanic or Latinx,gardner,0.2716464163,0,0,0,0
799,Henri Cartier-Bresson,169,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3952329653,0,3,0,0
800,Henri Cartier-Bresson,169,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,0.9802039023,0,6,0,0
801,Henri de Toulouse-Lautrec,170,2,1936,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5722674601,0,2,0,0
802,Henri de Toulouse-Lautrec,170,3,1948,French,French,Male,White,Not Hispanic or Latinx,gardner,0.625238173,0,3,0,0
