artist_name,edition_number,year,artist_nationality,artist_nationality_other,artist_gender,artist_race,artist_ethnicity,book,space_ratio_per_page_total,artist_unique_id
Henri de Toulouse-Lautrec,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3710207379,170
Henri de Toulouse-Lautrec,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7877586919,170
Henri de Toulouse-Lautrec,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7035573123,170
Henri de Toulouse-Lautrec,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6565402477,170
Henri de Toulouse-Lautrec,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6777247909,170
Henri de Toulouse-Lautrec,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5058069749,170
Henri de Toulouse-Lautrec,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.545308823,170
Henri de Toulouse-Lautrec,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4131731223,170
Henri de Toulouse-Lautrec,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3456345224,170
Henri de Toulouse-Lautrec,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3689612131,170
Henri de Toulouse-Lautrec,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4719769467,170
Henri de Toulouse-Lautrec,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,0.732859131,170
Henri de Toulouse-Lautrec,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8166421208,170
Henri Matisse,2,1936,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4109771375,172
Henri Matisse,3,1948,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6172899995,172
Henri Matisse,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8340425531,172
Henri Matisse,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,1.0726191864,172
Henri Matisse,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,1.1080440124000002,172
Henri Matisse,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.9145968196,172
Henri Matisse,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7069251503,172
Henri Matisse,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5896836983,172
Henri Matisse,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8401828041,172
Henri Matisse,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8713834435000001,172
Henri Matisse,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8790256363,172
Henri Matisse,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7359961783,172
Henri Matisse,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,0.9469588399,172
Henri Matisse,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,0.9995670327000001,172
Henri Matisse,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8618065783,172
Henri Rousseau,2,1936,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3603585969,173
Henri Rousseau,3,1948,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4639746312,173
Henri Rousseau,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5670616752,173
Henri Rousseau,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3933283176,173
Henri Rousseau,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3917743831,173
Henri Rousseau,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3250070363,173
Henri Rousseau,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3293247633,173
Henri Rousseau,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4233901054,173
Henri Rousseau,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5324511442,173
Henri Rousseau,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3060935286,173
Henri Rousseau,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3699479974,173
Henri Rousseau,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2617539642,173
Henri Rousseau,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4559659748,173
Henri Rousseau,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4527910932,173
Henri Rousseau,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3628344379,173
Henry Fuseli,7,1980,Swiss,Other,Male,White,Not Hispanic or Latinx,gardner,0.2824725584,174
Henry Fuseli,8,1986,Swiss,Other,Male,White,Not Hispanic or Latinx,gardner,0.1851199115,174
Henry Fuseli,9,1991,Swiss,Other,Male,White,Not Hispanic or Latinx,gardner,0.3006650446,174
Henry Fuseli,10,1996,Swiss,Other,Male,White,Not Hispanic or Latinx,gardner,0.3640735309,174
Henry Fuseli,11,2001,Swiss,Other,Male,White,Not Hispanic or Latinx,gardner,0.4041686349,174
Henry Fuseli,12,2005,Swiss,Other,Male,White,Not Hispanic or Latinx,gardner,0.3949609221,174
Henry Fuseli,13,2009,Swiss,Other,Male,White,Not Hispanic or Latinx,gardner,0.461082089,174
Henry Fuseli,14,2013,Swiss,Other,Male,White,Not Hispanic or Latinx,gardner,0.310649839,174
Henry Fuseli,15,2016,Swiss,Other,Male,White,Not Hispanic or Latinx,gardner,0.2970001546,174
Henry Fuseli,16,2020,Swiss,Other,Male,White,Not Hispanic or Latinx,gardner,0.281986377,174
Henry Ossawa Tanner,9,1991,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.36243309,175
Henry Ossawa Tanner,10,1996,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.4169878244,175
Henry Ossawa Tanner,11,2001,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.3676045111,175
Henry Ossawa Tanner,12,2005,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.3532524405,175
Henry Ossawa Tanner,13,2009,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.3674818547,175
Henry Ossawa Tanner,14,2013,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.3656788868,175
Henry Ossawa Tanner,15,2016,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.293319932,175
Henry Ossawa Tanner,16,2020,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.3344225577,175
Henry Peach Robinson,9,1991,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5510300080999999,176
Herbert Bayer,3,1948,Austrian-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.3066851761,177
Hippolyte Jouvin,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3133819951,178
Hippolyte Jouvin,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2879847208,178
Hippolyte Jouvin,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2404641001,178
Hippolyte Jouvin,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2393790104,178
Paul Delaroche,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5205825176,319
Hokusai,4,1959,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.26576892,179
Hokusai,6,1975,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.4865078517,179
Honoré Daumier,1,1926,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4230693459,180
Honoré Daumier,2,1936,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5954431569,180
Honoré Daumier,3,1948,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6599978224,180
Honoré Daumier,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5413412335,180
Honoré Daumier,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,1.092922464,180
Honoré Daumier,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,1.1362674928,180
Honoré Daumier,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6336370673,180
Honoré Daumier,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6583039602,180
Honoré Daumier,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6731549068,180
Honoré Daumier,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.798011664,180
Honoré Daumier,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7087269721,180
Honoré Daumier,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,1.0849679166000001,180
Honoré Daumier,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,1.561925015,180
Honoré Daumier,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,1.1851201208,180
Honoré Daumier,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,0.84068347,180
Honoré Daumier,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7841341434,180
Huang Binhong,11,2001,Chinese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.1958845064,181
Ilya Repin,7,1980,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.5677244582,182
Ilya Repin,8,1986,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.5924044509,182
Ilya Repin,9,1991,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4566423358,182
Ilya Repin,10,1996,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.6780464513,182
Isaac Abrams,6,1975,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3793184489,183
Isaac Abrams,7,1980,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3103891078,183
Jackson Pollock,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.486587665,184
Jackson Pollock,5,1970,American,American,Male,White,Not Hispanic or Latinx,gardner,0.857951234,184
Jackson Pollock,6,1975,American,American,Male,White,Not Hispanic or Latinx,gardner,0.9312252964,184
Jackson Pollock,7,1980,American,American,Male,White,Not Hispanic or Latinx,gardner,0.6730931607,184
Jackson Pollock,8,1986,American,American,Male,White,Not Hispanic or Latinx,gardner,0.7045407423,184
Jackson Pollock,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5245742092,184
Jackson Pollock,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5488216637,184
Jackson Pollock,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4398618328,184
Jackson Pollock,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4681750449,184
Jackson Pollock,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4455642365,184
Jackson Pollock,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4037261338,184
Jackson Pollock,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5326735735,184
Jackson Pollock,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5404393716,184
Jacob Lawrence,9,1991,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.6249148418,185
Jacob Lawrence,10,1996,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.6690426657,185
Jacob Lawrence,11,2001,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.4969000945,185
Jacob Lawrence,12,2005,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.4865127878,185
Jacob Lawrence,13,2009,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.5058943183,185
Jacob Lawrence,14,2013,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.5087605751,185
Jacob Lawrence,15,2016,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.6280810268,185
Jacob Lawrence,16,2020,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.6840175503,185
Jacques-Louis David,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.778777269,187
Jacques-Louis David,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,1.390626159,187
Jacques-Louis David,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,1.2633052024,187
Jacques-Louis David,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,1.2467457078,187
Jacques-Louis David,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,1.4756894049,187
Jacques-Louis David,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,1.1297648013,187
Jacques-Louis David,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,2.9265031888,187
Jacques-Louis David,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,2.0529050543,187
Jacques-Louis David,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,1.6647507830000001,187
Jacques-Louis David,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,1.8129998613,187
Jacques-Louis David,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,1.6023608093,187
Jacques-Louis David,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,1.8416885726999999,187
Jacques-Louis David,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,1.4224349534,187
James Abbott McNeill Whistler,1,1926,American,American,Male,White,Not Hispanic or Latinx,gardner,1.5562943263,188
James Abbott McNeill Whistler,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.8614547447,188
James Abbott McNeill Whistler,3,1948,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4574554957,188
James Abbott McNeill Whistler,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4269323997,188
James Abbott McNeill Whistler,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5014111922,188
James Abbott McNeill Whistler,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5269943044,188
James Abbott McNeill Whistler,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.434872461,188
James Abbott McNeill Whistler,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4965483685,188
James Abbott McNeill Whistler,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.444269798,188
James Abbott McNeill Whistler,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.6122694281,188
James Abbott McNeill Whistler,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4922220504,188
James Abbott McNeill Whistler,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5155252823,188
James Ensor,5,1970,Belgian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3809725651,189
James Ensor,6,1975,Belgian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3766691593,189
James Ensor,7,1980,Belgian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3643048128,189
James Ensor,8,1986,Belgian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4131246112,189
James Ensor,9,1991,Belgian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3774209246,189
James Ensor,10,1996,Belgian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3089935541,189
James Ensor,14,2013,Belgian,Other,Male,White,Not Hispanic or Latinx,gardner,0.5108101028,189
James Ensor,15,2016,Belgian,Other,Male,White,Not Hispanic or Latinx,gardner,0.5081181382,189
James Ensor,16,2020,Belgian,Other,Male,White,Not Hispanic or Latinx,gardner,0.5118740795,189
James Rosenquist,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.602690583,190
James Rosenquist,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.6587199313,190
James Tissot,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6057029271,191
James Tissot,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6134840003,191
James Van Der Zee,9,1991,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.3964963504,192
Jasper Johns,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4385628248,193
Jasper Johns,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2484262385,193
Jasper Johns,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2235680274,193
Jasper Johns,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3609634321,193
Jasper Johns,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3491263337,193
Jasper Johns,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3602571183,193
Jean (Hans) Arp,9,1991,German-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.3390592052,194
Jean (Hans) Arp,11,2001,German-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.2885864431,194
Jean (Hans) Arp,12,2005,German-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.2871544567,194
Jean (Hans) Arp,13,2009,German-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.30872359110000003,194
Jean (Hans) Arp,14,2013,German-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.3934168554,194
Jean (Hans) Arp,15,2016,German-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.3052729241,194
Jean (Hans) Arp,16,2020,German-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.2885217231,194
Jean Auguste Dominique Ingres,1,1926,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3755417652,195
Jean Auguste Dominique Ingres,2,1936,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3266129032,195
Jean Auguste Dominique Ingres,3,1948,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2517012358,195
Jean Auguste Dominique Ingres,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2927821169,195
Jean Auguste Dominique Ingres,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,1.8580466043,195
Jean Auguste Dominique Ingres,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,1.4312787095,195
Jean Auguste Dominique Ingres,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,1.2280643117999999,195
Jean Auguste Dominique Ingres,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,1.3941702952,195
Jean Auguste Dominique Ingres,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,1.1348742904,195
Jean Auguste Dominique Ingres,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,1.9650762253,195
Jean Auguste Dominique Ingres,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,1.3162198867,195
Jean Auguste Dominique Ingres,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.9525894839,195
Jean Auguste Dominique Ingres,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8954740881000001,195
Jean Auguste Dominique Ingres,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8069437381,195
Jean Auguste Dominique Ingres,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8670480903,195
Jean Auguste Dominique Ingres,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,0.680565783,195
Jean Baptiste Camille Corot,2,1936,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5959520827,196
Jean Baptiste Camille Corot,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.500942634,196
Jean Baptiste Camille Corot,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4435778699,196
Jean Baptiste Camille Corot,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4582843713,196
Jean Baptiste Camille Corot,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3214185196,196
Jean Baptiste Camille Corot,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3476397816,196
Jean Baptiste Camille Corot,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3168045418,196
Jean Baptiste Camille Corot,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.417550561,196
Jean Baptiste Camille Corot,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2597277988,196
Jean Baptiste Greuze,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.498249394,197
Jean Baptiste Greuze,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5134525109,197
Jean Baptiste Greuze,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5171669693,197
Jean Baptiste Greuze,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.685301154,197
Jean Baptiste Greuze,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7044025157,197
Jean Baptiste Greuze,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5620924574,197
Jean Baptiste Greuze,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3338051226,197
Jean Baptiste Greuze,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3334612659,197
Jean Baptiste Greuze,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3629991181,197
Jean Baptiste Greuze,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3571417564,197
Jean Baptiste Greuze,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3692077728,197
Jean Baptiste Greuze,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,0.391649915,197
Jean Baptiste Greuze,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3556240795,197
Jean Dubuffet,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3557312253,198
Jean Dubuffet,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4530498878,198
Jean Dubuffet,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3590627639,198
Jean Dubuffet,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3529040619,198
Jean Dubuffet,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2577350024,198
Jean Dubuffet,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2437581729,198
Jean Dubuffet,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2664848289,198
Jean Dubuffet,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2540797929,198
Jean Dubuffet,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4594556982,198
Jean Dubuffet,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4756535346,198
Jean François Millet,1,1926,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4922675335,199
Jean François Millet,2,1936,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2347713749,199
Jean François Millet,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7953137625,199
Jean François Millet,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3424853501,199
Jean François Millet,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,0.353381049,199
Jean François Millet,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2921826625,199
Jean François Millet,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2995196627,199
Jean François Millet,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,0.275377129,199
Jean François Millet,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.350312063,199
Jean François Millet,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2703412848,199
Jean François Millet,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4060912934,199
Jean François Millet,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,0.471699567,199
Jean François Millet,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4011218467,199
Jean François Millet,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,0.43607546,199
Jean François Millet,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4848429062,199
Jean Honoré Fragonard,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8121311024,200
Jean Honoré Fragonard,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8248050422,200
Jean Honoré Fragonard,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.666619758,200
Jean Honoré Fragonard,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6713663695,200
Jean Honoré Fragonard,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2398053528,200
Jean Honoré Fragonard,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5003239999,200
Jean Honoré Fragonard,11,2001,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3124409542,200
Jean Honoré Fragonard,12,2005,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4744548855,200
Jean Honoré Fragonard,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,0.6348296426,200
Jean Honoré Fragonard,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5487494799,200
Jean Honoré Fragonard,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3119993815,200
Jean Honoré Fragonard,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,0.2461493618,200
Jean Louis Ernest Meissonier,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3941035744,201
Jean-Baptiste Chardin,4,1959,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5224346889,203
Jean-Baptiste Chardin,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.3552061662,203
Jean-Léon Gérôme,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5197681442,204
Jean-Léon Gérôme,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5274009187,204
Jean-Léon Gérôme,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5401245426,204
Jean-Léon Gérôme,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.576819407,204
Jean-Léon Gérôme,9,1991,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4287104623,204
Jean-Léon Gérôme,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.524879779,204
Jean-Michel Basquiat,14,2013,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.323887014,205
Jean-Michel Basquiat,15,2016,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.4335240452,205
Jean-Michel Basquiat,16,2020,American,American,Male,Black or African American,Not Hispanic or Latinx,gardner,0.3352816642,205
Jenny Saville,14,2013,British,British,Female,White,Not Hispanic or Latinx,gardner,0.2686422264,207
Jenny Saville,15,2016,British,British,Female,White,Not Hispanic or Latinx,gardner,0.2699860832,207
Jenny Saville,16,2020,British,British,Female,White,Not Hispanic or Latinx,gardner,0.2640832106,207
Joan Miró,3,1948,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.6897490337,209
Joan Miró,4,1959,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.4402639375,209
Joan Miró,5,1970,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.5742987634,209
Joan Miró,6,1975,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.7653028523,209
Joan Miró,7,1980,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.4872642837,209
Joan Miró,8,1986,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.4997581035,209
Joan Miró,9,1991,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.4917761557,209
Joan Miró,10,1996,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.7366563214,209
Joan Miró,11,2001,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.651349197,209
Joan Miró,12,2005,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.4177386492,209
Joan Miró,13,2009,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.4684326507,209
Joan Miró,14,2013,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.4094278273,209
Joan Miró,15,2016,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.3443018401,209
