artist_name,edition_number,year,artist_nationality,artist_nationality_other,artist_gender,artist_race,artist_ethnicity,book,space_ratio_per_page_total,artist_unique_id
Eugène Delacroix,5,1995,French,French,Male,White,Not Hispanic or Latinx,janson,0.9773373353,111
Eugène Delacroix,6,2001,French,French,Male,White,Not Hispanic or Latinx,janson,2.2260199253,111
Eugène Delacroix,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,1.7470927626,111
Eugène Delacroix,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,2.295398482,111
Fernand Léger,1,1963,French,French,Male,White,Not Hispanic or Latinx,janson,0.1647458312,115
Fernand Léger,1.1,1969,French,French,Male,White,Not Hispanic or Latinx,janson,0.1638042041,115
Fernand Léger,2,1977,French,French,Male,White,Not Hispanic or Latinx,janson,0.7871828261,115
Fernand Léger,3,1986,French,French,Male,White,Not Hispanic or Latinx,janson,0.7890295186,115
Fernand Léger,4,1991,French,French,Male,White,Not Hispanic or Latinx,janson,0.1535560792,115
Fernand Léger,5,1995,French,French,Male,White,Not Hispanic or Latinx,janson,0.1607162463,115
Fernand Léger,6,2001,French,French,Male,White,Not Hispanic or Latinx,janson,0.1683253378,115
Fernand Léger,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,0.4526984763,115
Fernand Léger,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,0.4211500349,115
Ford Madox Brown,1.1,1969,British,British,Male,White,Not Hispanic or Latinx,janson,0.2599915564,117
Ford Madox Brown,2,1977,British,British,Male,White,Not Hispanic or Latinx,janson,0.7904819997,117
Ford Madox Brown,3,1986,British,British,Male,White,Not Hispanic or Latinx,janson,0.8952191813,117
Ford Madox Brown,4,1991,British,British,Male,White,Not Hispanic or Latinx,janson,0.4190057355,117
Ford Madox Brown,5,1995,British,British,Male,White,Not Hispanic or Latinx,janson,0.3507721724,117
Ford Madox Brown,6,2001,British,British,Male,White,Not Hispanic or Latinx,janson,0.4182152452,117
Ford Madox Brown,7,2007,British,British,Male,White,Not Hispanic or Latinx,janson,0.3965962009,117
Francesco Clemente,3,1986,Italian,Other,Male,White,Not Hispanic or Latinx,janson,0.9997286277,119
Francesco Clemente,4,1991,Italian,Other,Male,White,Not Hispanic or Latinx,janson,0.4122036943,119
Francesco Clemente,5,1995,Italian,Other,Male,White,Not Hispanic or Latinx,janson,0.3859797882,119
Francesco Clemente,6,2001,Italian,Other,Male,White,Not Hispanic or Latinx,janson,0.3816843955,119
Francis Bacon,2,1977,British,British,Male,White,Not Hispanic or Latinx,janson,0.6657732368,120
Francis Bacon,3,1986,British,British,Male,White,Not Hispanic or Latinx,janson,0.6868723748,120
Francis Bacon,4,1991,British,British,Male,White,Not Hispanic or Latinx,janson,0.2996299131,120
Francis Bacon,5,1995,British,British,Male,White,Not Hispanic or Latinx,janson,0.287202866,120
Francis Bacon,6,2001,British,British,Male,White,Not Hispanic or Latinx,janson,0.281854401,120
Francis Bacon,7,2007,British,British,Male,White,Not Hispanic or Latinx,janson,0.4045184242,120
Francis Bacon,8,2011,British,British,Male,White,Not Hispanic or Latinx,janson,0.4505782205,120
Francisco Goya,1,1963,Spanish,Spanish,Male,White,Hispanic or Latinx,janson,1.5531125885000001,121
Francisco Goya,1.1,1969,Spanish,Spanish,Male,White,Hispanic or Latinx,janson,1.5442355633,121
Francisco Goya,2,1977,Spanish,Spanish,Male,White,Hispanic or Latinx,janson,1.5019487912,121
Francisco Goya,3,1986,Spanish,Spanish,Male,White,Hispanic or Latinx,janson,1.5106823684,121
Francisco Goya,4,1991,Spanish,Spanish,Male,White,Hispanic or Latinx,janson,1.2032810813,121
Francisco Goya,5,1995,Spanish,Spanish,Male,White,Hispanic or Latinx,janson,1.3602201572000001,121
Francisco Goya,6,2001,Spanish,Spanish,Male,White,Hispanic or Latinx,janson,1.6325510778,121
Francisco Goya,7,2007,Spanish,Spanish,Male,White,Hispanic or Latinx,janson,1.8476564956000001,121
Francisco Goya,8,2011,Spanish,Spanish,Male,White,Hispanic or Latinx,janson,1.4602919688,121
François Xavier Vispré,6,2001,French,French,Male,White,Not Hispanic or Latinx,janson,0.2670531084,123
Frank Stella,5,1995,American,American,Male,White,Not Hispanic or Latinx,janson,0.3044806775,125
Frank Stella,6,2001,American,American,Male,White,Not Hispanic or Latinx,janson,0.2897274289,125
Frank Stella,7,2007,American,American,Male,White,Not Hispanic or Latinx,janson,0.4352372494,125
Frank Stella,8,2011,American,American,Male,White,Not Hispanic or Latinx,janson,0.4885078821,125
Frank Stella,2,1977,American,American,Male,White,Not Hispanic or Latinx,janson,0.5159907544,125
Frank Stella,3,1986,American,American,Male,White,Not Hispanic or Latinx,janson,0.536325005,125
Frank Stella,4,1991,American,American,Male,White,Not Hispanic or Latinx,janson,0.3176553222,125
Frantisek Kupka,7,2007,Czech,Other,Male,White,Not Hispanic or Latinx,janson,0.8568935445,126
Franz Marc,5,1995,German,German,Male,White,Not Hispanic or Latinx,janson,0.4136894858,128
Franz Marc,6,2001,German,German,Male,White,Not Hispanic or Latinx,janson,0.3925491741,128
Franz Marc,7,2007,German,German,Male,White,Not Hispanic or Latinx,janson,0.3505179631,128
Franz Marc,8,2011,German,German,Male,White,Not Hispanic or Latinx,janson,0.5710702918,128
Frederic Edwin Church,8,2011,American,American,Male,White,Not Hispanic or Latinx,janson,0.7169033008,129
Frida Kahlo,5,1995,Mexican,Other,Female,White,Hispanic or Latinx,janson,0.3000797255,130
Frida Kahlo,6,2001,Mexican,Other,Female,White,Hispanic or Latinx,janson,0.2799648743,130
Frida Kahlo,7,2007,Mexican,Other,Female,White,Hispanic or Latinx,janson,0.516076263,130
Frida Kahlo,8,2011,Mexican,Other,Female,White,Hispanic or Latinx,janson,0.5656751245,130
Friedrich Overbeck,5,1995,German,German,Male,White,Not Hispanic or Latinx,janson,0.1779940577,131
Friedrich Overbeck,6,2001,German,German,Male,White,Not Hispanic or Latinx,janson,0.1719469306,131
Gavin Hamilton,7,2007,Scottish,Other,Male,White,Not Hispanic or Latinx,janson,0.4083986969,133
Gavin Hamilton,8,2011,Scottish,Other,Male,White,Not Hispanic or Latinx,janson,0.4453465431,133
George Bellows,3,1986,American,American,Male,White,Not Hispanic or Latinx,janson,0.2634578972,134
George Bellows,4,1991,American,American,Male,White,Not Hispanic or Latinx,janson,0.1904571525,134
George Bellows,5,1995,American,American,Male,White,Not Hispanic or Latinx,janson,0.1791350453,134
George Bellows,6,2001,American,American,Male,White,Not Hispanic or Latinx,janson,0.1686402589,134
George Bellows,7,2007,American,American,Male,White,Not Hispanic or Latinx,janson,0.2292594427,134
George Caleb Bingham,1,1963,American,American,Male,White,Not Hispanic or Latinx,janson,0.1564446846,135
George Caleb Bingham,1.1,1969,American,American,Male,White,Not Hispanic or Latinx,janson,0.1555505039,135
George Caleb Bingham,2,1977,American,American,Male,White,Not Hispanic or Latinx,janson,0.8122565456,135
George Caleb Bingham,3,1986,American,American,Male,White,Not Hispanic or Latinx,janson,0.8696798953,135
George Caleb Bingham,4,1991,American,American,Male,White,Not Hispanic or Latinx,janson,0.486345943,135
George Caleb Bingham,5,1995,American,American,Male,White,Not Hispanic or Latinx,janson,0.4753028135,135
George Caleb Bingham,6,2001,American,American,Male,White,Not Hispanic or Latinx,janson,0.4505576441,135
George Grosz,1,1963,German,German,Male,White,Not Hispanic or Latinx,janson,0.2282815296,137
George Grosz,1.1,1969,German,German,Male,White,Not Hispanic or Latinx,janson,0.2269767556,137
George Grosz,2,1977,German,German,Male,White,Not Hispanic or Latinx,janson,0.2187352111,137
George Grosz,3,1986,German,German,Male,White,Not Hispanic or Latinx,janson,0.2355663086,137
George Grosz,4,1991,German,German,Male,White,Not Hispanic or Latinx,janson,0.2669801156,137
George Grosz,5,1995,German,German,Male,White,Not Hispanic or Latinx,janson,0.2418893605,137
George Grosz,6,2001,German,German,Male,White,Not Hispanic or Latinx,janson,0.2689426351,137
George Grosz,7,2007,German,German,Male,White,Not Hispanic or Latinx,janson,0.3723444968,137
George Grosz,8,2011,German,German,Male,White,Not Hispanic or Latinx,janson,0.351012859,137
George Inness,5,1995,American,American,Male,White,Not Hispanic or Latinx,janson,0.2797049479,138
George Inness,6,2001,American,American,Male,White,Not Hispanic or Latinx,janson,0.268627714,138
George Inness,7,2007,American,American,Male,White,Not Hispanic or Latinx,janson,0.2088880112,138
George Stubbs,1,1963,British,British,Male,White,Not Hispanic or Latinx,janson,0.2145527103,141
George Stubbs,1.1,1969,British,British,Male,White,Not Hispanic or Latinx,janson,0.2133264053,141
George Stubbs,2,1977,British,British,Male,White,Not Hispanic or Latinx,janson,0.8300720831,141
George Stubbs,3,1986,British,British,Male,White,Not Hispanic or Latinx,janson,0.8441406094,141
George Stubbs,4,1991,British,British,Male,White,Not Hispanic or Latinx,janson,0.3584675692,141
George Stubbs,5,1995,British,British,Male,White,Not Hispanic or Latinx,janson,0.3344723502,141
George Stubbs,6,2001,British,British,Male,White,Not Hispanic or Latinx,janson,0.3174404873,141
George Stubbs,7,2007,British,British,Male,White,Not Hispanic or Latinx,janson,0.3870571973,141
George Stubbs,8,2011,British,British,Male,White,Not Hispanic or Latinx,janson,0.5924874714,141
Georges Braque,1,1963,French,French,Male,White,Not Hispanic or Latinx,janson,0.2614861157,142
Georges Braque,1.1,1969,French,French,Male,White,Not Hispanic or Latinx,janson,0.2599915564,142
Georges Braque,2,1977,French,French,Male,White,Not Hispanic or Latinx,janson,0.3081428162,142
Georges Braque,3,1986,French,French,Male,White,Not Hispanic or Latinx,janson,0.3575500033,142
Georges Braque,4,1991,French,French,Male,White,Not Hispanic or Latinx,janson,0.4115234902,142
Georges Braque,5,1995,French,French,Male,White,Not Hispanic or Latinx,janson,0.3952706868,142
Georges Braque,6,2001,French,French,Male,White,Not Hispanic or Latinx,janson,0.3810545533,142
Georges Braque,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,0.3647456295,142
Georges Braque,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,0.5535768704,142
Georges Rouault,1,1963,French,French,Male,White,Not Hispanic or Latinx,janson,1.0574383581,143
Georges Rouault,1.1,1969,French,French,Male,White,Not Hispanic or Latinx,janson,1.0513944259999999,143
Georges Rouault,2,1977,French,French,Male,White,Not Hispanic or Latinx,janson,1.0789947329,143
Georges Rouault,3,1986,French,French,Male,White,Not Hispanic or Latinx,janson,1.0262760434,143
Georges Rouault,4,1991,French,French,Male,White,Not Hispanic or Latinx,janson,0.3538761914,143
Georges Rouault,5,1995,French,French,Male,White,Not Hispanic or Latinx,janson,0.3245294588,143
Georges Rouault,6,2001,French,French,Male,White,Not Hispanic or Latinx,janson,0.3135039734,143
Georges Seurat,1,1963,French,French,Male,White,Not Hispanic or Latinx,janson,1.0082700287,144
Georges Seurat,1.1,1969,French,French,Male,White,Not Hispanic or Latinx,janson,1.0025071249,144
Georges Seurat,2,1977,French,French,Male,White,Not Hispanic or Latinx,janson,1.065962997,144
Georges Seurat,3,1986,French,French,Male,White,Not Hispanic or Latinx,janson,1.1976580939,144
Georges Seurat,4,1991,French,French,Male,White,Not Hispanic or Latinx,janson,0.937491323,144
Georges Seurat,5,1995,French,French,Male,White,Not Hispanic or Latinx,janson,1.3153956464,144
Georges Seurat,6,2001,French,French,Male,White,Not Hispanic or Latinx,janson,1.1156080619,144
Georges Seurat,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,1.0298890337,144
Georges Seurat,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,1.043065692,144
Georgia O'Keeffe,3,1986,American,American,Female,White,Not Hispanic or Latinx,janson,0.2352302654,145
Georgia O'Keeffe,4,1991,American,American,Female,White,Not Hispanic or Latinx,janson,0.2513354209,145
Georgia O'Keeffe,5,1995,American,American,Female,White,Not Hispanic or Latinx,janson,0.259167172,145
Georgia O'Keeffe,6,2001,American,American,Female,White,Not Hispanic or Latinx,janson,0.2635889761,145
Georgia O'Keeffe,7,2007,American,American,Female,White,Not Hispanic or Latinx,janson,0.3967578789,145
Georgia O'Keeffe,8,2011,American,American,Female,White,Not Hispanic or Latinx,janson,0.4100327203,145
Gertrude Käsebier,3,1986,American,American,Female,White,Not Hispanic or Latinx,janson,0.244639476,146
Gertrude Käsebier,4,1991,American,American,Female,White,Not Hispanic or Latinx,janson,0.2475942982,146
Gertrude Käsebier,5,1995,American,American,Female,White,Not Hispanic or Latinx,janson,0.2464533107,146
Gertrude Käsebier,6,2001,American,American,Female,White,Not Hispanic or Latinx,janson,0.2909871134,146
Gertrude Käsebier,7,2007,American,American,Female,White,Not Hispanic or Latinx,janson,0.3799433641,146
Gertrude Käsebier,8,2011,American,American,Female,White,Not Hispanic or Latinx,janson,0.459897146,146
Giorgio de Chirico,1,1963,Italian,Other,Male,White,Not Hispanic or Latinx,janson,0.2241309563,151
Giorgio de Chirico,1.1,1969,Italian,Other,Male,White,Not Hispanic or Latinx,janson,0.2228499055,151
Giorgio de Chirico,2,1977,Italian,Other,Male,White,Not Hispanic or Latinx,janson,0.7113018328,151
Giorgio de Chirico,3,1986,Italian,Other,Male,White,Not Hispanic or Latinx,janson,0.7224929579,151
Giorgio de Chirico,4,1991,Italian,Other,Male,White,Not Hispanic or Latinx,janson,0.2571171559,151
Giorgio de Chirico,5,1995,Italian,Other,Male,White,Not Hispanic or Latinx,janson,0.2909518251,151
Giorgio de Chirico,6,2001,Italian,Other,Male,White,Not Hispanic or Latinx,janson,0.2810670982,151
Giorgio de Chirico,7,2007,Italian,Other,Male,White,Not Hispanic or Latinx,janson,0.2991043504,151
Giorgio de Chirico,8,2011,Italian,Other,Male,White,Not Hispanic or Latinx,janson,0.3930297686,151
Giovanni Battista Piranesi,7,2007,Italian,Other,Male,White,Not Hispanic or Latinx,janson,0.4792136728,152
Giovanni Battista Piranesi,8,2011,Italian,Other,Male,White,Not Hispanic or Latinx,janson,0.7072573955,152
Grandville,2,1977,French,French,Male,White,Not Hispanic or Latinx,janson,0.1972905826,153
Grant Wood,7,2007,American,American,Male,White,Not Hispanic or Latinx,janson,0.4242431435,154
Grant Wood,8,2011,American,American,Male,White,Not Hispanic or Latinx,janson,0.5651846547,154
Gustav Klimt,3,1986,Austrian,Other,Male,White,Not Hispanic or Latinx,janson,0.244639476,157
Gustav Klimt,4,1991,Austrian,Other,Male,White,Not Hispanic or Latinx,janson,0.2380714406,157
Gustav Klimt,5,1995,Austrian,Other,Male,White,Not Hispanic or Latinx,janson,0.2281975099,157
Gustav Klimt,6,2001,Austrian,Other,Male,White,Not Hispanic or Latinx,janson,0.2380803655,157
Gustav Klimt,7,2007,Austrian,Other,Male,White,Not Hispanic or Latinx,janson,0.3990213713,157
Gustav Klimt,8,2011,Austrian,Other,Male,White,Not Hispanic or Latinx,janson,0.4146104381,157
Gustave Courbet,1,1963,French,French,Male,White,Not Hispanic or Latinx,janson,0.9067406211,159
Gustave Courbet,1.1,1969,French,French,Male,White,Not Hispanic or Latinx,janson,0.9015580223999999,159
Gustave Courbet,2,1977,French,French,Male,White,Not Hispanic or Latinx,janson,0.9468628293000001,159
Gustave Courbet,3,1986,French,French,Male,White,Not Hispanic or Latinx,janson,0.9247909860999999,159
Gustave Courbet,4,1991,French,French,Male,White,Not Hispanic or Latinx,janson,0.9704812226,159
Gustave Courbet,5,1995,French,French,Male,White,Not Hispanic or Latinx,janson,1.0981190173,159
Gustave Courbet,6,2001,French,French,Male,White,Not Hispanic or Latinx,janson,1.1381249219,159
Gustave Courbet,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,1.2526813552,159
Gustave Courbet,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,1.1967462170999998,159
Gustave Le Gray,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,0.4520517642,160
Gustave Le Gray,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,0.7357046417,160
Gustave Moreau,1.1,1969,French,French,Male,White,Not Hispanic or Latinx,janson,0.2882446071,161
Gustave Moreau,2,1977,French,French,Male,White,Not Hispanic or Latinx,janson,0.271521989,161
Gustave Moreau,3,1986,French,French,Male,White,Not Hispanic or Latinx,janson,0.2775717131,161
Gustave Moreau,4,1991,French,French,Male,White,Not Hispanic or Latinx,janson,0.3097479494,161
Gustave Moreau,5,1995,French,French,Male,White,Not Hispanic or Latinx,janson,0.2966567629,161
Gustave Moreau,6,2001,French,French,Male,White,Not Hispanic or Latinx,janson,0.2713045435,161
Gustave Moreau,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,0.3699193264,161
Gustave Moreau,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,0.3534652078,161
Hannah Höch,7,2007,German,German,Female,White,Not Hispanic or Latinx,janson,0.9125107859,162
Hannah Höch,8,2011,German,German,Female,White,Not Hispanic or Latinx,janson,0.9397400623,162
Helen Frankenthaler,3,1986,American,American,Female,White,Not Hispanic or Latinx,janson,0.183479607,167
Helen Frankenthaler,4,1991,American,American,Female,White,Not Hispanic or Latinx,janson,0.1761728661,167
Helen Frankenthaler,5,1995,American,American,Female,White,Not Hispanic or Latinx,janson,0.1644652054,167
Helen Frankenthaler,6,2001,American,American,Female,White,Not Hispanic or Latinx,janson,0.1676954955,167
Helen Frankenthaler,7,2007,American,American,Female,White,Not Hispanic or Latinx,janson,0.4811538091,167
Helen Frankenthaler,8,2011,American,American,Female,White,Not Hispanic or Latinx,janson,0.47215889,167
Henri Cartier-Bresson,3,1986,French,French,Male,White,Not Hispanic or Latinx,janson,0.4449212447,169
Henri Cartier-Bresson,4,1991,French,French,Male,White,Not Hispanic or Latinx,janson,0.4463839512,169
Henri Cartier-Bresson,5,1995,French,French,Male,White,Not Hispanic or Latinx,janson,0.3859797882,169
Henri Cartier-Bresson,6,2001,French,French,Male,White,Not Hispanic or Latinx,janson,0.5043461711,169
Henri Cartier-Bresson,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,0.343727486,169
Henri Cartier-Bresson,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,0.336625746,169
Henri de Toulouse-Lautrec,1,1963,French,French,Male,White,Not Hispanic or Latinx,janson,0.23323029,170
Henri de Toulouse-Lautrec,1.1,1969,French,French,Male,White,Not Hispanic or Latinx,janson,0.2318972308,170
Henri de Toulouse-Lautrec,2,1977,French,French,Male,White,Not Hispanic or Latinx,janson,0.8373302651,170
Henri de Toulouse-Lautrec,3,1986,French,French,Male,White,Not Hispanic or Latinx,janson,0.8360755717,170
Henri de Toulouse-Lautrec,4,1991,French,French,Male,White,Not Hispanic or Latinx,janson,0.6465340123,170
Henri de Toulouse-Lautrec,5,1995,French,French,Male,White,Not Hispanic or Latinx,janson,0.8296609467,170
Henri de Toulouse-Lautrec,6,2001,French,French,Male,White,Not Hispanic or Latinx,janson,1.0915165964,170
Henri de Toulouse-Lautrec,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,0.8213243785,170
Henri de Toulouse-Lautrec,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,0.6480740443,170
Henri Lartigue,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,0.4991347269,171
Henri Matisse,1,1963,French,French,Male,White,Not Hispanic or Latinx,janson,1.2240998385,172
Henri Matisse,1.1,1969,French,French,Male,White,Not Hispanic or Latinx,janson,1.2171033302,172
Henri Matisse,2,1977,French,French,Male,White,Not Hispanic or Latinx,janson,1.2649031664,172
Henri Matisse,3,1986,French,French,Male,White,Not Hispanic or Latinx,janson,1.3213220048,172
Henri Matisse,4,1991,French,French,Male,White,Not Hispanic or Latinx,janson,0.7980494792,172
Henri Matisse,5,1995,French,French,Male,White,Not Hispanic or Latinx,janson,1.3051267584,172
Henri Matisse,6,2001,French,French,Male,White,Not Hispanic or Latinx,janson,1.4350955366,172
Henri Matisse,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,1.2892205894,172
Henri Matisse,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,1.4691204245,172
Henri Rousseau,1,1963,French,French,Male,White,Not Hispanic or Latinx,janson,0.6570676754,173
Henri Rousseau,1.1,1969,French,French,Male,White,Not Hispanic or Latinx,janson,0.6533121162,173
Henri Rousseau,2,1977,French,French,Male,White,Not Hispanic or Latinx,janson,0.6215643103,173
Henri Rousseau,3,1986,French,French,Male,White,Not Hispanic or Latinx,janson,0.6351217164,173
Henri Rousseau,4,1991,French,French,Male,White,Not Hispanic or Latinx,janson,0.4326098178,173
Henri Rousseau,5,1995,French,French,Male,White,Not Hispanic or Latinx,janson,0.4198834182,173
Henri Rousseau,6,2001,French,French,Male,White,Not Hispanic or Latinx,janson,0.3388551234,173
Henri Rousseau,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,0.3660390537,173
Henri Rousseau,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,0.4054550025,173
Henry Fuseli,1,1963,Swiss,Other,Male,White,Not Hispanic or Latinx,janson,0.265636689,174
Henry Fuseli,1.1,1969,Swiss,Other,Male,White,Not Hispanic or Latinx,janson,0.2641184066,174
Henry Fuseli,2,1977,Swiss,Other,Male,White,Not Hispanic or Latinx,janson,0.3154009982,174
Henry Fuseli,3,1986,Swiss,Other,Male,White,Not Hispanic or Latinx,janson,0.3669592139,174
Henry Fuseli,4,1991,Swiss,Other,Male,White,Not Hispanic or Latinx,janson,0.3904371626,174
Henry Fuseli,5,1995,Swiss,Other,Male,White,Not Hispanic or Latinx,janson,0.3788078664,174
Henry Fuseli,6,2001,Swiss,Other,Male,White,Not Hispanic or Latinx,janson,0.3659383396,174
Henry Fuseli,7,2007,Swiss,Other,Male,White,Not Hispanic or Latinx,janson,1.1346563953,174
Henry Fuseli,8,2011,Swiss,Other,Male,White,Not Hispanic or Latinx,janson,1.0505862283,174
Henry Ossawa Tanner,3,1986,American,American,Male,Black or African American,Not Hispanic or Latinx,janson,0.2128833901,175
Henry Ossawa Tanner,4,1991,American,American,Male,Black or African American,Not Hispanic or Latinx,janson,0.2647694522,175
Henry Ossawa Tanner,5,1995,American,American,Male,Black or African American,Not Hispanic or Latinx,janson,0.2537882307,175
Henry Ossawa Tanner,6,2001,American,American,Male,Black or African American,Not Hispanic or Latinx,janson,0.2451660907,175
Henry Ossawa Tanner,7,2007,American,American,Male,Black or African American,Not Hispanic or Latinx,janson,0.2392834804,175
Henry Ossawa Tanner,8,2011,American,American,Male,Black or African American,Not Hispanic or Latinx,janson,0.2733551469,175
Henry Peach Robinson,3,1986,British,British,Male,White,Not Hispanic or Latinx,janson,0.1787750017,176
Henry Peach Robinson,4,1991,British,British,Male,White,Not Hispanic or Latinx,janson,0.1778733763,176
Henry Peach Robinson,5,1995,British,British,Male,White,Not Hispanic or Latinx,janson,0.1659321893,176
Henry Peach Robinson,6,2001,British,British,Male,White,Not Hispanic or Latinx,janson,0.138250371,176
Herbert Bayer,3,1986,Austrian-American,Other,Male,White,Not Hispanic or Latinx,janson,0.2466557354,177
Herbert Bayer,4,1991,Austrian-American,Other,Male,White,Not Hispanic or Latinx,janson,0.1987896529,177
Herbert Bayer,5,1995,Austrian-American,Other,Male,White,Not Hispanic or Latinx,janson,0.2226555704,177
Herbert Bayer,6,2001,Austrian-American,Other,Male,White,Not Hispanic or Latinx,janson,0.2239089152,177
Honoré Daumier,1,1963,French,French,Male,White,Not Hispanic or Latinx,janson,0.7450279012,180
Honoré Daumier,1.1,1969,French,French,Male,White,Not Hispanic or Latinx,janson,0.7407695934,180
Honoré Daumier,2,1977,French,French,Male,White,Not Hispanic or Latinx,janson,0.8797246462,180
Honoré Daumier,3,1986,French,French,Male,White,Not Hispanic or Latinx,janson,0.9523465315,180
Honoré Daumier,4,1991,French,French,Male,White,Not Hispanic or Latinx,janson,1.0243873987,180
Honoré Daumier,5,1995,French,French,Male,White,Not Hispanic or Latinx,janson,0.9595705292000001,180
Honoré Daumier,6,2001,French,French,Male,White,Not Hispanic or Latinx,janson,0.7942310606,180
Honoré Daumier,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,0.6654667602,180
Honoré Daumier,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,0.7023526979,180
Jackson Pollock,1,1963,American,American,Male,White,Not Hispanic or Latinx,janson,0.4578401587,184
Jackson Pollock,1.1,1969,American,American,Male,White,Not Hispanic or Latinx,janson,0.4552233113,184
Jackson Pollock,2,1977,American,American,Male,White,Not Hispanic or Latinx,janson,0.5331464572,184
Jackson Pollock,3,1986,American,American,Male,White,Not Hispanic or Latinx,janson,0.536325005,184
Jackson Pollock,4,1991,American,American,Male,White,Not Hispanic or Latinx,janson,0.5764729884,184
Jackson Pollock,5,1995,American,American,Male,White,Not Hispanic or Latinx,janson,0.5615288726,184
Jackson Pollock,6,2001,American,American,Male,White,Not Hispanic or Latinx,janson,0.5337912957,184
Jackson Pollock,7,2007,American,American,Male,White,Not Hispanic or Latinx,janson,0.6066159583,184
Jackson Pollock,8,2011,American,American,Male,White,Not Hispanic or Latinx,janson,0.6091634433,184
Jacob Lawrence,5,1995,American,American,Male,Black or African American,Not Hispanic or Latinx,janson,0.1890779368,185
Jacob Lawrence,6,2001,American,American,Male,Black or African American,Not Hispanic or Latinx,janson,0.1826542487,185
Jacob Lawrence,7,2007,American,American,Male,Black or African American,Not Hispanic or Latinx,janson,0.4526984763,185
Jacob Lawrence,8,2011,American,American,Male,Black or African American,Not Hispanic or Latinx,janson,0.5138488197,185
Jacob Riis,3,1986,Danish-American,Other,Male,White,Not Hispanic or Latinx,janson,0.2634578972,186
Jacob Riis,4,1991,Danish-American,Other,Male,White,Not Hispanic or Latinx,janson,0.26187858470000003,186
Jacob Riis,5,1995,Danish-American,Other,Male,White,Not Hispanic or Latinx,janson,0.2555812111,186
Jacob Riis,6,2001,Danish-American,Other,Male,White,Not Hispanic or Latinx,janson,0.2424892612,186
Jacob Riis,7,2007,Danish-American,Other,Male,White,Not Hispanic or Latinx,janson,0.373476243,186
Jacob Riis,8,2011,Danish-American,Other,Male,White,Not Hispanic or Latinx,janson,0.3779886959,186
Jacques-Louis David,1,1963,French,French,Male,White,Not Hispanic or Latinx,janson,0.8275604542,187
Jacques-Louis David,1.1,1969,French,French,Male,White,Not Hispanic or Latinx,janson,0.8228304204,187
Jacques-Louis David,2,1977,French,French,Male,White,Not Hispanic or Latinx,janson,0.821329273,187
Jacques-Louis David,3,1986,French,French,Male,White,Not Hispanic or Latinx,janson,0.817929237,187
Jacques-Louis David,4,1991,French,French,Male,White,Not Hispanic or Latinx,janson,1.2253877150999999,187
Jacques-Louis David,5,1995,French,French,Male,White,Not Hispanic or Latinx,janson,1.2156407349,187
Jacques-Louis David,6,2001,French,French,Male,White,Not Hispanic or Latinx,janson,1.2614165398,187
Jacques-Louis David,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,1.9078007215000001,187
Jacques-Louis David,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,1.8732675078,187
James Abbott McNeill Whistler,1,1963,American,American,Male,White,Not Hispanic or Latinx,janson,0.5440443726,188
James Abbott McNeill Whistler,1.1,1969,American,American,Male,White,Not Hispanic or Latinx,janson,0.5409348134,188
James Abbott McNeill Whistler,2,1977,American,American,Male,White,Not Hispanic or Latinx,janson,1.0854281214000001,188
James Abbott McNeill Whistler,3,1986,American,American,Male,White,Not Hispanic or Latinx,janson,1.1479236949,188
James Abbott McNeill Whistler,4,1991,American,American,Male,White,Not Hispanic or Latinx,janson,0.6237471744,188
James Abbott McNeill Whistler,5,1995,American,American,Male,White,Not Hispanic or Latinx,janson,0.9369137764,188
James Abbott McNeill Whistler,6,2001,American,American,Male,White,Not Hispanic or Latinx,janson,0.4967880642,188
James Abbott McNeill Whistler,7,2007,American,American,Male,White,Not Hispanic or Latinx,janson,1.3034482558,188
James Abbott McNeill Whistler,8,2011,American,American,Male,White,Not Hispanic or Latinx,janson,1.3270476837,188
