ArtistName,EditionNumber,NumberofWorldCatPublications,ArtistUniqueID ,ArtistNationality,ArtistGender,ArtistRace,ArtistEthnicity,TitleofWork,Year,WidthofActualWork(cm),HeightofWorkinJanson(cm),WidthofWorkinJanson(cm),LengthofText(cm),WidthofText(cm),AreaWorkinJanson(cm^2),AreaTextinJanson(cm^2),TotalSpace(cm^2),PageArea(cm^2),SpaceRatioPerPage,Book,,,,,,,,,,,WidthofActualWork(in),,HeightofWorkinJanson(in inches),WidthofWorkinJanson(in),LengthofText(in),WidthofText(in)
A. R. Penck,5,,1,German,Male,White,Not Hispanic or Latinx,The Demon of Curiosity,1995,280.035,8.5725,8.89,12.065,8.89,76.209525,107.25785,183.467375,618.45,0.2966567629,janson,,,,,,,,,,,110.25,,3.375,3.5,4.75,3.5
A. R. Penck,6,,1,German,Male,White,Not Hispanic or Latinx,The Demon of Curiosity,2001,280.035,8.5725,8.89,10.795,8.89,76.209525,95.96755,172.177075,640.2,0.2689426351,janson,,,,,,,,,,,110.25,,3.375,3.5,4.25,3.5
Aaron Siskind,3,,2,American,Male,White,Not Hispanic or Latinx,New York 2,1986,,11.1125,8.89,3.175,8.89,98.790125,28.22575,127.015875,599.96,0.2117072388,janson,,,,,,,,,,,,,4.375,3.5,1.25,3.5
Aaron Siskind,4,,2,American,Male,White,Not Hispanic or Latinx,New York 2,1991,,11.1125,8.89,3.175,8.89,98.790125,28.22575,127.015875,592.8,0.2142642966,janson,,,,,,,,,,,,,4.375,3.5,1.25,3.5
Aaron Siskind,5,,2,American,Male,White,Not Hispanic or Latinx,New York 2,1995,,10.795,8.89,3.175,8.89,95.96755,28.22575,124.1933,618.45,0.2008138087,janson,,,,,,,,,,,,,4.25,3.5,1.25,3.5
Aaron Siskind,6,,2,American,Male,White,Not Hispanic or Latinx,New York 2,2001,,10.795,8.89,3.175,8.89,95.96755,28.22575,124.1933,640.2,0.1939914089,janson,,,,,,,,,,,,,4.25,3.5,1.25,3.5
Adolph Gottlieb,5,,3,American,Male,White,Not Hispanic or Latinx,Descent into Darkness,1995,63.5,11.1125,8.5725,13.335,8.89,95.26190625,118.54815,213.8100563,618.45,0.3457192275,janson,,,,,,,,,,,25,,4.375,3.375,5.25,3.5
Adolph Gottlieb,6,,3,American,Male,White,Not Hispanic or Latinx,Descent into Darkness,2001,63.5,10.795,8.255,14.605,8.89,89.112725,129.83845,218.951175,640.2,0.3420043346,janson,,,,,,,,,,,25,,4.25,3.25,5.75,3.5
Adolphe William Bouguereau,7,,4,French,Male,White,Not Hispanic or Latinx,Nymphs and a Satyr,2007,180.0225,13.97,9.8425,18.415,8.89,137.499725,163.70935,301.209075,623.5,0.4830939455,janson,,,,,,,,,,,70.875,,5.5,3.875,7.25,3.5
Adolphe William Bouguereau,8,,4,French,Male,White,Not Hispanic or Latinx,Nymphs and a Satyr,2011,180.0225,13.0175,9.2075,10.795,8.89,119.8586313,95.96755,215.8261813,616.59,0.3500319195,janson,,,,,,,,,,,70.875,,5.125,3.625,4.25,3.5
Albert Bierstadt,7,,5,German-American,Male,White,Not Hispanic or Latinx,"The Rocky Mountains, Lander's Peak",2007,306.705,8.255,12.7,25.4,8.89,104.8385,225.806,330.6445,623.5,0.5303039294,janson,,,,,,,,,,,120.75,,3.25,5,10,3.5
Albert Pinkham Ryder,7,,6,American,Male,White,Not Hispanic or Latinx,Siegfried and the Rhine Maidens,2007,52.07,8.5725,8.89,10.16,8.89,76.209525,90.3224,166.531925,623.5,0.267092101,janson,,,,,,,,,,,20.5,,3.375,3.5,4,3.5
Albert Pinkham Ryder,8,,6,American,Male,White,Not Hispanic or Latinx,Siegfried and the Rhine Maidens,2011,52.07,8.5725,8.89,12.3825,8.89,76.209525,110.080425,186.28995,616.59,0.3021293728,janson,,,,,,,,,,,20.5,,3.375,3.5,4.875,3.5
Albert Renger-Patzsch,3,,7,German,Male,White,Not Hispanic or Latinx,Potter's Hands,1986,38.4175,6.35,8.255,2.54,8.89,52.41925,22.5806,74.99985,599.96,0.1250080839,janson,,,,,,,,,,,15.125,,2.5,3.25,1,3.5
Albert Renger-Patzsch,4,,7,German,Male,White,Not Hispanic or Latinx,Potter's Hands,1991,29.845,6.0325,8.255,2.54,8.89,49.7982875,22.5806,72.3788875,592.8,0.1220966388,janson,,,,,,,,,,,11.75,,2.375,3.25,1,3.5
Albert Renger-Patzsch,5,,7,German,Male,White,Not Hispanic or Latinx,Potter's Hands,1995,38.4175,6.0325,8.255,2.54,8.89,49.7982875,22.5806,72.3788875,618.45,0.1170327229,janson,,,,,,,,,,,15.125,,2.375,3.25,1,3.5
Albert Renger-Patzsch,6,,7,German,Male,White,Not Hispanic or Latinx,Potter's Hands,2001,38.4175,6.0325,8.255,2.54,8.89,49.7982875,22.5806,72.3788875,640.2,0.1130566815,janson,,,,,,,,,,,15.125,,2.375,3.25,1,3.5
Alexander Cozens,2,,8,British,Male,White,Not Hispanic or Latinx,"Landscape, from A New Method of Assisting the Invention in Drawing Original Compositions of Landscape",1977,26.035,7.62,10.16,17.145,8.255,77.4192,141.531975,218.951175,611.1,0.3582902553,janson,,,,,,,,,,,10.25,,3,4,6.75,3.25
Alexander Cozens,3,,8,British,Male,White,Not Hispanic or Latinx,"Landscape, from A New Method of Assisting the Invention in Drawing Original Compositions of Landscape",1986,26.035,6.6675,8.89,16.51,8.89,59.274075,146.7739,206.047975,599.96,0.3434361874,janson,,,,,,,,,,,10.25,,2.625,3.5,6.5,3.5
Alexander Cozens,4,,8,British,Male,White,Not Hispanic or Latinx,"Landscape, from A New Method of Assisting the Invention in Drawing Original Compositions of Landscape",1991,,6.6675,8.89,22.86,8.89,59.274075,203.2254,262.499475,592.8,0.4428128796,janson,,,,,,,,,,,,,2.625,3.5,9,3.5
Alexander Cozens,5,,8,British,Male,White,Not Hispanic or Latinx,"Landscape, from A New Method of Assisting the Invention in Drawing Original Compositions of Landscape",1995,,6.6675,8.89,14.605,8.89,59.274075,129.83845,189.112525,618.45,0.3057846633,janson,,,,,,,,,,,,,2.625,3.5,5.75,3.5
Alexander Cozens,6,,8,British,Male,White,Not Hispanic or Latinx,"Landscape, from A New Method of Assisting the Invention in Drawing Original Compositions of Landscape",2001,,6.6675,8.5725,14.605,8.89,57.15714375,129.83845,186.9955938,640.2,0.2920893373,janson,,,,,,,,,,,,,2.625,3.375,5.75,3.5
Alexander Gardner,3,,9,Scottish,Male,White,Not Hispanic or Latinx,"Home of a Rebel Sharpshooter, Gettysburg",1986,,9.2075,11.7475,5.715,8.89,108.1651063,50.80635,158.9714563,599.96,0.2649700918,janson,,,,,,,,,,,,,3.625,4.625,2.25,3.5
Alexander Gardner,4,,9,Scottish,Male,White,Not Hispanic or Latinx,"Home of a Rebel Sharpshooter, Gettysburg",1991,,8.89,11.7475,6.35,8.89,104.435275,56.4515,160.886775,592.8,0.2714014423,janson,,,,,,,,,,,,,3.5,4.625,2.5,3.5
Alexander Gardner,5,,9,Scottish,Male,White,Not Hispanic or Latinx,"Home of a Rebel Sharpshooter, Gettysburg",1995,,8.89,11.43,6.985,8.89,101.6127,62.09665,163.70935,618.45,0.2647091115,janson,,,,,,,,,,,,,3.5,4.5,2.75,3.5
Alexander Gardner,6,,9,Scottish,Male,White,Not Hispanic or Latinx,"Home of a Rebel Sharpshooter, Gettysburg",2001,,6.6675,8.89,6.35,8.89,59.274075,56.4515,115.725575,640.2,0.180764722,janson,,,,,,,,,,,,,2.625,3.5,2.5,3.5
Alexander Rodchenko,7,,10,Russian,Male,White,Not Hispanic or Latinx,"Advertisement: ""Books!""",2007,,6.985,9.525,6.35,8.89,66.532125,56.4515,122.983625,623.5,0.1972471933,janson,,,,,,,,,,,,,2.75,3.75,2.5,3.5
Alexander Rodchenko,8,,10,Russian,Male,White,Not Hispanic or Latinx,"Advertisement: ""Books!""",2011,,6.985,9.8425,6.35,8.89,68.7498625,56.4515,125.2013625,616.59,0.2030544811,janson,,,,,,,,,,,,,2.75,3.875,2.5,3.5
Alfred Stieglitz,3,,11,American,Male,White,Not Hispanic or Latinx,Equivalents,1986,,6.985,8.89,5.715,8.89,62.09665,50.80635,112.903,599.96,0.1881842123,janson,,,,,,,,,,,,,2.75,3.5,2.25,3.5
Alfred Stieglitz,3,,11,American,Male,White,Not Hispanic or Latinx,The Steerage,1986,,13.335,11.43,17.78,8.89,152.41905,158.0642,310.48325,599.96,0.5175065838,janson,,,,,,,,,,,,,5.25,4.5,7,3.5
Alfred Stieglitz,4,,11,American,Male,White,Not Hispanic or Latinx,Equivalents,1991,,6.985,8.89,7.62,8.89,62.09665,67.7418,129.83845,592.8,0.2190257254,janson,,,,,,,,,,,,,2.75,3.5,3,3.5
Alfred Stieglitz,4,,11,American,Male,White,Not Hispanic or Latinx,The Steerage,1991,,13.335,11.43,15.24,8.89,152.41905,135.4836,287.90265,592.8,0.4856657389,janson,,,,,,,,,,,,,5.25,4.5,6,3.5
Alfred Stieglitz,5,,11,American,Male,White,Not Hispanic or Latinx,Equivalents,1995,,6.985,8.5725,4.7625,8.89,59.8789125,42.338625,102.2175375,618.45,0.1652801965,janson,,,,,,,,,,,,,2.75,3.375,1.875,3.5
Alfred Stieglitz,5,,11,American,Male,White,Not Hispanic or Latinx,The Steerage,1995,,13.335,11.1125,18.415,8.89,148.1851875,163.70935,311.8945375,618.45,0.5043164969,janson,,,,,,,,,,,,,5.25,4.375,7.25,3.5
Alfred Stieglitz,6,,11,American,Male,White,Not Hispanic or Latinx,Equivalents,2001,,11.1125,13.97,3.81,8.89,155.241625,33.8709,189.112525,640.2,0.2953960091,janson,,,,,,,,,,,,,4.375,5.5,1.5,3.5
Alfred Stieglitz,6,,11,American,Male,White,Not Hispanic or Latinx,The Steerage,2001,9.2075,13.335,11.1125,18.415,8.89,148.1851875,163.70935,311.8945375,640.2,0.4871829702,janson,,,,,,,,,,,3.625,,5.25,4.375,7.25,3.5
Alfred Stieglitz,7,,11,American,Male,White,Not Hispanic or Latinx,Equivalents,2007,9.525,11.43,14.2875,7.9375,8.89,163.306125,70.564375,233.8705,623.5,0.3750930233,janson,,,,, ,,,,,,3.75,,4.5,5.625,3.125,3.5
Alfred Stieglitz,7,,11,American,Male,White,Not Hispanic or Latinx,The City of Ambition,2007,26.035,13.0175,9.525,12.065,8.89,123.9916875,107.25785,231.2495375,623.5,0.3708893945,janson,,,,,,,,,,,10.25,,5.125,3.75,4.75,3.5
Alfred Stieglitz,8,,11,American,Male,White,Not Hispanic or Latinx,The City of Ambition,2011,26.035,13.0175,9.525,10.795,8.89,123.9916875,95.96755,219.9592375,616.59,0.3567350062,janson,,,,,,,,,,,10.25,,5.125,3.75,4.25,3.5
Ando Hiroshige,7,,12,Japanese,Male,Asian,Not Hispanic or Latinx,"Plum Estate, Kameido, from the series, One Hundred Famous Views of Edo",2007,21.7424,11.43,7.62,12.7,8.89,87.0966,112.903,199.9996,623.5,0.3207692061,janson,,,,,,,,,,,8.56,,4.5,3,5,3.5
Ando Hiroshige,8,,12,Japanese,Male,Asian,Not Hispanic or Latinx,"Plum Estate, Kameido, from the series, One Hundred Famous Views of Edo",2011,21.717,12.7,8.5725,9.525,8.89,108.87075,84.67725,193.548,616.59,0.3139006471,janson,,,,,,,,,,,8.55,,5,3.375,3.75,3.5
André Derain,7,,13,French,Male,White,Not Hispanic or Latinx,Mountains at Collioure,2007,100.33,9.8425,12.065,9.525,8.89,118.7497625,84.67725,203.4270125,623.5,0.326266259,janson,,,,,,,,,,,39.5,,3.875,4.75,3.75,3.5
André Derain,8,,14,French,Male,White,Not Hispanic or Latinx,Mountains at Collioure,2011,100.33,10.4775,13.0175,9.525,8.89,136.3908563,84.67725,221.0681063,616.59,0.3585333954,janson,,,,,,,,,,,39.5,,4.125,5.125,3.75,3.5
André Kertész,3,,14,Hungarian ,Male,White,Not Hispanic or Latinx,Blind Musician,1986,33.655,9.2075,7.62,3.81,8.89,70.16115,33.8709,104.03205,599.96,0.1733983099,janson,,,,,,,,,,,13.25,,3.625,3,1.5,3.5
André Kertész,4,,14,Hungarian,Male,White,Not Hispanic or Latinx,Blind Musician,1991,33.655,9.2075,7.3025,3.81,8.89,67.23776875,33.8709,101.1086688,592.8,0.1705611821,janson,,,,,,,,,,,13.25,,3.625,2.875,1.5,3.5
André Kertész,5,,14,Hungarian,Male,White,Not Hispanic or Latinx,Blind Musician,1995,33.655,8.89,7.3025,3.175,8.89,64.919225,28.22575,93.144975,618.45,0.1506103565,janson,,,,,,,,,,,13.25,,3.5,2.875,1.25,3.5
André Kertész,6,,14,Hungarian,Male,White,Not Hispanic or Latinx,Blind Musician,2001,33.655,10.795,8.5725,3.81,8.89,92.5401375,33.8709,126.4110375,640.2,0.1974555412,janson,,,,,,,,,,,13.25,,4.25,3.375,1.5,3.5
André Masson,7,,14,French,Male,White,Not Hispanic or Latinx,Battle of Fishes,2007,73.025,8.255,16.1925,5.08,8.89,133.6690875,45.1612,178.8302875,623.5,0.2868168204,janson,,,,,,,,,,,28.75,,3.25,6.375,2,3.5
Andy Warhol,4,,15,American,Male,White,Not Hispanic or Latinx,Gold Marilyn Monroe,1991,139.7,15.24,10.16,10.16,8.89,154.8384,90.3224,245.1608,592.8,0.4135641026,janson,,,,,,,,,,,55,,6,4,4,3.5
Andy Warhol,5,,15,American,Male,White,Not Hispanic or Latinx,Gold Marilyn Monroe,1995,144.78,14.9225,10.16,9.525,8.89,151.6126,84.67725,236.28985,618.45,0.3820678309,janson,,,,,,,,,,,57,,5.875,4,3.75,3.5
Andy Warhol,6,,15,American,Male,White,Not Hispanic or Latinx,Gold Marilyn Monroe,2001,139.7,14.9225,10.16,8.89,8.89,151.6126,79.0321,230.6447,640.2,0.3602697595,janson,,,,,,,,,,,55,,5.875,4,3.5,3.5
Andy Warhol,7,,15,American,Male,White,Not Hispanic or Latinx,Gold Marilyn Monroe,2007,139.7,12.7,8.89,27.305,8.89,112.903,242.74145,355.64445,623.5,0.5704000802,janson,,,,,,,,,,,55,,5,3.5,10.75,3.5
Andy Warhol,8,,15,American,Male,White,Not Hispanic or Latinx,Campbell's Soup Cans,2011,325.12,10.16,16.51,19.05,8.89,167.7416,169.3545,337.0961,616.59,0.5467102937,janson,,,,,,,,,,,128,,4,6.5,7.5,3.5
Angelica Kauffmann,4,,16,Swiss,Female,White,Not Hispanic or Latinx,The Artist in the Character of Design Listening to the Inspiration of Poetry,1991,60.96,8.89,8.255,8.255,8.89,73.38695,73.38695,146.7739,592.8,0.2475942982,janson,,,,,,,,,,,24,,3.5,3.25,3.25,3.5
Angelica Kauffmann,5,,16,Swiss,Female,White,Not Hispanic or Latinx,The Artist in the Character of Design Listening to the Inspiration of Poetry,1995,60.96,8.89,8.89,7.9375,8.89,79.0321,70.564375,149.596475,618.45,0.2418893605,janson,,,,,,,,,,,24,,3.5,3.5,3.125,3.5
Angelica Kauffmann,6,,16,Swiss,Female,White,Not Hispanic or Latinx,The Artist in the Character of Design Listening to the Inspiration of Poetry,2001,60.96,8.89,8.89,7.62,8.89,79.0321,67.7418,146.7739,640.2,0.2292625742,janson,,,,,,,,,,,24,,3.5,3.5,3,3.5
Angelica Kauffmann,7,,16,Swiss,Female,White,Not Hispanic or Latinx,Cornelia Presenting Her Children as Her Treasures (Mother of the Gracchi),2007,127,11.43,14.2875,33.02,8.89,163.306125,293.5478,456.853925,623.5,0.7327248196,janson,,,,,,,,,,,50,,4.5,5.625,13,3.5
Angelica Kauffmann,8,,16,Swiss,Female,White,Not Hispanic or Latinx,Cornelia Presenting Her Children as Her Treasures (Mother of the Gracchi),2011,127,13.335,16.51,30.48,8.89,220.16085,270.9672,491.12805,616.59,0.796522892,janson,,,,,,,,,,,50,,5.25,6.5,12,3.5
Anne Louis Girodet Trioson,5,,17,French,Male,White,Not Hispanic or Latinx,The Funeral of Atala,1995,209.8675,11.7475,14.9225,13.97,8.89,175.3020688,124.1933,299.4953688,618.45,0.4842677157,janson,,,,,,,,,,,82.625,,4.625,5.875,5.5,3.5
Anne Louis Girodet Trioson,6,,17,French,Male,White,Not Hispanic or Latinx,The Funeral of Atala,2001,209.8675,12.065,14.9225,14.605,8.89,180.0399625,129.83845,309.8784125,640.2,0.484033759,janson,,,,,,,,,,,82.625,,4.75,5.875,5.75,3.5
Anne Louis Girodet Trioson,7,,17,French,Male,White,Not Hispanic or Latinx,The Sleep of Endymion,2007,62.23,9.525,12.7,23.495,8.89,120.9675,208.87055,329.83805,623.5,0.5290105052,janson,,,,,,,,,,,24.5,,3.75,5,9.25,3.5
Anne Louis Girodet Trioson,8,,17,French,Male,White,Not Hispanic or Latinx,The Sleep of Endymion,2011,259.08,10.795,14.2875,23.495,8.89,154.2335625,208.87055,363.1041125,616.59,0.5888906932,janson,,,,,,,,,,,102,,4.25,5.625,9.25,3.5
Annette Lemieux,4,,18,American,Female,White,Not Hispanic or Latinx,Truth,1991,337.82,7.9375,12.7,12.7,8.89,100.80625,112.903,213.70925,592.8,0.3605081815,janson,,,,,,,,,,,133,,3.125,5,5,3.5
Annette Lemieux,5,,18,American,Female,White,Not Hispanic or Latinx,Truth,1995,337.82,7.62,12.3825,13.6525,8.89,94.35465,121.370725,215.725375,618.45,0.3488161937,janson,,,,,,,,,,,133,,3,4.875,5.375,3.5
Ansel Adams,3,,19,American,Male,White,Not Hispanic or Latinx,"Moonrise, Hernandez, New Mexico",1986,,13.97,17.145,7.62,8.89,239.51565,67.7418,307.25745,599.96,0.512129892,janson,,,,,,,,,,,,,5.5,6.75,3,3.5
Ansel Adams,4,,19,American,Male,White,Not Hispanic or Latinx,"Moonrise, Hernandez, New Mexico",1991,46.99,13.97,17.145,7.62,8.89,239.51565,67.7418,307.25745,592.8,0.5183155364,janson,,,,,,,,,,,18.5,,5.5,6.75,3,3.5
Ansel Adams,5,,19,American,Male,White,Not Hispanic or Latinx,"Moonrise, Hernandez, New Mexico",1995,46.99,13.6525,17.145,7.62,8.89,234.0721125,67.7418,301.8139125,618.45,0.4880166748,janson,,,,,,,,,,,18.5,,5.375,6.75,3,3.5
Ansel Adams,6,,19,American,Male,White,Not Hispanic or Latinx,"Moonrise, Hernandez, New Mexico",2001,46.99,13.6525,16.8275,7.62,8.89,229.7374438,67.7418,297.4792438,640.2,0.4646661102,janson,,,,,,,,,,,18.5,,5.375,6.625,3,3.5
Anselm Kiefer,3,,20,German,Male,White,Not Hispanic or Latinx,To the Unknown Painter,1986,218.44,8.89,8.89,10.795,8.89,79.0321,95.96755,174.99965,599.96,0.291685529,janson,,,,,,,,,,,86,,3.5,3.5,4.25,3.5
Anselm Kiefer,4,,20,German,Male,White,Not Hispanic or Latinx,To the Unknown Painter,1991,279.4,11.1125,11.1125,10.795,8.89,123.4876563,95.96755,219.4552063,592.8,0.3702010902,janson,,,,,,,,,,,110,,4.375,4.375,4.25,3.5
Anselm Kiefer,5,,20,German,Male,White,Not Hispanic or Latinx,To the Unknown Painter,1995,279.4,15.24,15.24,10.795,8.89,232.2576,95.96755,328.22515,618.45,0.5307222087,janson,,,,,,,,,,,110,,6,6,4.25,3.5
Anselm Kiefer,6,,20,German,Male,White,Not Hispanic or Latinx,To the Unknown Painter,2001,279.4,8.89,8.89,10.795,8.89,79.0321,95.96755,174.99965,640.2,0.2733515308,janson,,,,,,,,,,,110,,3.5,3.5,4.25,3.5
Anselm Kiefer,7,,20,German,Male,White,Not Hispanic or Latinx,To the Unknown Painter,2007,274.32,11.43,11.1125,17.78,8.89,127.015875,158.0642,285.080075,623.5,0.4572254611,janson,,,,,,,,,,,108,,4.5,4.375,7,3.5
Anselm Kiefer,8,,20,German,Male,White,Not Hispanic or Latinx,To the Unknown Painter,2011,274.32,12.065,12.065,17.145,8.89,145.564225,152.41905,297.983275,616.59,0.4832762046,janson,,,,,,,,,,,108,,4.75,4.75,6.75,3.5
Antoine Jean Gros,1,,21,French,Male,White,Not Hispanic or Latinx,Napoleon at Arcole,1963,58.42,10.16,7.62,8.89,8.255,77.4192,73.38695,150.80615,631.47,0.2388176002,janson,,,,,,,,,,,23,,4,3,3.5,3.25
Antoine Jean Gros,1.1,,21,French,Male,White,Not Hispanic or Latinx,Napoleon at Arcole,1969,58.42,10.16,7.62,8.89,8.255,77.4192,73.38695,150.80615,635.1,0.2374526059,janson,,,,,,,,,,,23,,4,3,3.5,3.25
Antoine Jean Gros,2,,21,French,Male,White,Not Hispanic or Latinx,Napoleon at Arcole,1977,58.42,10.4775,8.255,8.89,8.255,86.4917625,73.38695,159.8787125,611.1,0.2616244682,janson,,,,,,,,,,,23,,4.125,3.25,3.5,3.25
Antoine Jean Gros,3,,21,French,Male,White,Not Hispanic or Latinx,Napoleon at Arcole,1986,58.42,11.1125,8.89,8.89,8.89,98.790125,79.0321,177.822225,599.96,0.2963901343,janson,,,,,,,,,,,23,,4.375,3.5,3.5,3.5
Antoine Jean Gros,4,,21,French,Male,White,Not Hispanic or Latinx,Napoleon at Arcole,1991,58.42,11.1125,8.89,11.43,8.89,98.790125,101.6127,200.402825,592.8,0.3380614457,janson,,,,,,,,,,,23,,4.375,3.5,4.5,3.5
Antoine Jean Gros,5,,21,French,Male,White,Not Hispanic or Latinx,Napoleon at Arcole,1995,58.42,10.795,8.5725,11.43,8.89,92.5401375,101.6127,194.1528375,618.45,0.3139345743,janson,,,,,,,,,,,23,,4.25,3.375,4.5,3.5
Antoine Jean Gros,6,,21,French,Male,White,Not Hispanic or Latinx,"Napoleon in the Pesthouse at Jaffa, 11 March 1799",2001,720.09,13.0175,18.0975,20.32,8.89,235.5842063,180.6448,416.2290063,640.2,0.6501546489,janson,,,,,,,,,,,283.5,,5.125,7.125,8,3.5
Antoine Jean Gros,7,,21,French,Male,White,Not Hispanic or Latinx,"Napoleon in the Pesthouse at Jaffa, 11 March 1799",2007,720.09,13.0175,18.0975,25.4,8.89,235.5842063,225.806,461.3902063,623.5,0.7400003308,janson,,,,,,,,,,,283.5,,5.125,7.125,10,3.5
Antoine Jean Gros,8,,21,French,Male,White,Not Hispanic or Latinx,"Napoleon in the Pesthouse at Jaffa, 11 March 1799",2011,720.09,13.0175,18.0975,24.765,8.89,235.5842063,220.16085,455.7450563,616.59,0.73913793,janson,,,,,,,,,,,283.5,,5.125,7.125,9.75,3.5
Anton Raphael Mengs,7,,22,German,Male,White,Not Hispanic or Latinx,Parnassus,2007,,9.2075,16.51,12.065,8.89,152.015825,107.25785,259.273675,623.5,0.4158358861,janson,,,,,,,,,,,,,3.625,6.5,4.75,3.5
Anton Raphael Mengs,8,,22,German,Male,White,Not Hispanic or Latinx,Parnassus,2011,,13.0175,19.3675,12.7,8.89,252.1164313,112.903,365.0194313,616.59,0.5919970017,janson,,,,,,,,,,,,,5.125,7.625,5,3.5
Antonio Sant'Elia,7,,23,Italian,Male,White,Not Hispanic or Latinx,The New City,2007,51.435,12.065,8.255,5.08,8.89,99.596575,45.1612,144.757775,623.5,0.2321696472,janson,,,,,,,,,,,20.25,,4.75,3.25,2,3.5
Arshile Gorky,2,,24,Armenian-American,Male,White,Not Hispanic or Latinx,The Liver Is the Cock's Comb,1977,248.92,18.415,24.4475,8.255,8.255,450.2007125,68.145025,518.3457375,611.1,0.848217538,janson,,,,,,,,,,,98,,7.25,9.625,3.25,3.25
Arshile Gorky,3,,24,Armenian-American,Male,White,Not Hispanic or Latinx,The Liver Is the Cock's Comb,1986,248.92,18.415,24.4475,7.62,8.89,450.2007125,67.7418,517.9425125,599.96,0.8632950738,janson,,,,,,,,,,,98,,7.25,9.625,3,3.5
Arshile Gorky,4,,24,Armenian-American,Male,White,Not Hispanic or Latinx,The Liver Is the Cock's Comb,1991,248.92,10.795,14.605,7.62,8.89,157.660975,67.7418,225.402775,592.8,0.3802341009,janson,,,,,,,,,,,98,,4.25,5.75,3,3.5
Arshile Gorky,5,,24,Armenian-American,Male,White,Not Hispanic or Latinx,The Liver Is the Cock's Comb,1995,248.92,10.795,14.2875,8.255,8.89,154.2335625,73.38695,227.6205125,618.45,0.3680499838,janson,,,,,,,,,,,98,,4.25,5.625,3.25,3.5
Arshile Gorky,6,,24,Armenian-American,Male,White,Not Hispanic or Latinx,The Liver Is the Cock's Comb,2001,248.92,10.795,14.605,7.62,8.89,157.660975,67.7418,225.402775,640.2,0.3520818104,janson,,,,,,,,,,,98,,4.25,5.75,3,3.5
Arshile Gorky,7,,24,Armenian-American,Male,White,Not Hispanic or Latinx,The Liver Is the Cock's Comb,2007,248.92,10.795,14.2875,21.59,8.89,154.2335625,191.9351,346.1686625,623.5,0.5552023456,janson,,,,,,,,,,,98,,4.25,5.625,8.5,3.5
Arshile Gorky,8,,24,Armenian-American,Male,White,Not Hispanic or Latinx,The Liver Is the Cock's Comb,2011,248.92,12.3825,16.51,23.495,8.89,204.435075,208.87055,413.305625,616.59,0.6703086735,janson,,,,,,,,,,,98,,4.875,6.5,9.25,3.5
Arthur Dove,4,,25,American,Male,White,Not Hispanic or Latinx,Foghorns,1991,66.04,6.0325,8.5725,6.35,8.89,51.71360625,56.4515,108.1651063,592.8,0.1824647541,janson,,,,,,,,,,,26,,2.375,3.375,2.5,3.5
Arthur Dove,5,,25,American,Male,White,Not Hispanic or Latinx,Foghorns,1995,66.04,6.0325,8.5725,6.0325,8.89,51.71360625,53.628925,105.3425313,618.45,0.1703331413,janson,,,,,,,,,,,26,,2.375,3.375,2.375,3.5
Arthur Dove,6,,25,American,Male,White,Not Hispanic or Latinx,Foghorns,2001,66.04,6.0325,8.5725,6.35,8.89,51.71360625,56.4515,108.1651063,640.2,0.16895518,janson,,,,,,,,,,,26,,2.375,3.375,2.5,3.5
Arthur Dove,7,,25,American,Male,White,Not Hispanic or Latinx,Plant Forms,2007,60.6425,9.2075,12.3825,11.43,8.89,114.0118688,101.6127,215.6245688,623.5,0.3458293003,janson,,,,,,,,,,,23.875,,3.625,4.875,4.5,3.5
Arthur Dove,8,,25,American,Male,White,Not Hispanic or Latinx,Plant Forms,2011,60.6425,12.065,15.875,15.24,8.89,191.531875,135.4836,327.015475,616.59,0.5303613017,janson,,,,,,,,,,,23.875,,4.75,6.25,6,3.5
Aubrey Beardsley,1.1,,26,British,Male,White,Not Hispanic or Latinx,Salomé,1969,,15.875,8.255,8.255,8.255,131.048125,68.145025,199.19315,635.1,0.3136406078,janson,,,,,,,,,,,,,6.25,3.25,3.25,3.25
Aubrey Beardsley,2,,26,British,Male,White,Not Hispanic or Latinx,Salomé,1977,,15.875,8.255,8.255,8.255,131.048125,68.145025,199.19315,611.1,0.3259583538,janson,,,,,,,,,,,,,6.25,3.25,3.25,3.25
Aubrey Beardsley,3,,26,British,Male,White,Not Hispanic or Latinx,Salomé,1986,,14.9225,7.9375,8.255,8.89,118.4473438,73.38695,191.8342938,599.96,0.3197451393,janson,,,,,,,,,,,,,5.875,3.125,3.25,3.5
Aubrey Beardsley,4,,26,British,Male,White,Not Hispanic or Latinx,Salomé,1991,,14.9225,7.77875,7.62,8.89,116.0783969,67.7418,183.8201969,592.8,0.3100880514,janson,,,,,,,,,,,,,5.875,3.0625,3,3.5
Aubrey Beardsley,5,,26,British,Male,White,Not Hispanic or Latinx,Salomé,1995,,15.24,7.62,6.985,8.89,116.1288,62.09665,178.22545,618.45,0.2881808554,janson,,,,,,,,,,,,,6,3,2.75,3.5
Aubrey Beardsley,6,,26,British,Male,White,Not Hispanic or Latinx,Salomé,2001,14.76375,14.9225,7.9375,8.255,8.89,118.4473438,73.38695,191.8342938,640.2,0.2996474442,janson,,,,,,,,,,,5.8125,,5.875,3.125,3.25,3.5
Aubrey Beardsley,7,,26,British,Male,White,Not Hispanic or Latinx,Salomé,2007,15.24,12.3825,6.985,9.525,8.89,86.4917625,84.67725,171.1690125,623.5,0.2745292903,janson,,,,,,,,,,,6,,4.875,2.75,3.75,3.5
