Yearof Publication,Artist,CountToDate,TotalAreaText(cm^2)
,Robert H. Bergman,1,
,Robert Grosvenor,1,
,Robert Gordy,1,
,Robert Goodnough,1,
,Robert Goodman,1,
,Robert Gober,1,
,Robert Geddes,1,
2020,Robert Frank,2,115.32
1991,Robert Frank,1,87.36
,Robert Flynt,1,
,Robert Filliou,1,
,Robert Falcucci,1,
,Robert Ellsworth,1,
,Robert Edmond Jones,1,
,Robert Doisneau,1,
,Robert Delford Brown,1,
2020,Robert Delaunay,7,228.75
2016,Robert Delaunay,6,234.21
2013,Robert Delaunay,5,173.16
2009,Robert Delaunay,4,132.06
2005,Robert Delaunay,3,169.1
2001,Robert Delaunay,2,166.5
1996,Robert Delaunay,1,67.5
,Robert Dangel,1,
,Robert Cumming,1,
,Robert Creeley,1,
,Robert Colquhoun,1,
,Robert Coggeshall,1,
,Robert Cauchon,1,
,Robert Carson,1,
,Robert Capa,1,
,Robert Cahen,1,
,Robert Brownjohn,1,
,Robert Broner,1,
,Robert Breer,1,
,Robert Boyd,1,
,Robert Blanchon,1,
,Robert Birmelin,1,
,Robert Beck,1,
,Robert Bechtle,1,
,Robert Beauchamp,1,
,Robert Bart,1,
,Robert Barry,1,
,Robert Barnes,1,
,Robert Barker,1,
,Robert Bach,1,
,Robert Atkins,1,
,Robert Ashley,1,
,Robert Arnold,1,
,Robert Arneson,1,
,Robert Archer,1,
,Robert Anderson,1,
,Robert Adrian,1,
,Robert Adamson,1,
,Robert Adams,1,
,Robert Abel,1,
,Robert A. M. Stern,1,
,Rob Wynne,1,
,Rob Pruitt,1,
,Riva Helfond,1,
,Ritsaert ten Cate,1,
,Rita Barros,1,
,Rita Albers,1,
,Rita Ackermann,1,
,Rini Hurkmans,1,
,Ringl + Pit,1,
,Rineke Dijkstra,1,
,Riko Debenjak,1,
,Rii Kanzaki,1,
,Rico Lebrun,1,
,Ricky Swallow,1,
,Ricky Sears,1,
,Rick Dingus,1,
,Richard W. Landis,1,
,Richard Van Buren,1,
,Richard Tyler,1,
,Richard Tuttle,1,
,Richard Smith,1,
,Richard Serra,1,
,Richard Sapper,1,
,Richard Prince,1,
,Richard Parkes Bonington,1,
,Richard Nonas,1,
,Richard Neutra,1,
,Richard M. Bennett,1,
,Richard Long,1,
,Richard Lindner,1,
,Richard Kriesche,1,
,Richard Joseph Sigmund,1,
,Richard Jackson,1,
,Richard Hunt,1,
,Richard Hennessy,1,
2020,Richard Hamilton,11,204.78
2016,Richard Hamilton,10,185.66
2013,Richard Hamilton,9,194.54
2009,Richard Hamilton,8,123.69
2005,Richard Hamilton,7,129.05
2001,Richard Hamilton,6,148.5
1996,Richard Hamilton,5,135
1991,Richard Hamilton,4,136.92
1986,Richard Hamilton,3,46.2
1980,Richard Hamilton,2,57.12
1975,Richard Hamilton,1,96.6
,Richard Garet,1,
,Richard Gardner,1,
,Richard Foreman,1,
1991,Richard Diebenkorn,1,144.48
,Richard Deacon,1,
,Richard Copans,1,
,Richard C. Wood,1,
,Richard Butler,1,
,Richard Bosman,1,
,Richard Boix,1,
,Richard Bloes,1,
,Richard Billingham,1,
,Richard Benson,1,
,Richard Beckett,1,
,Richard Bampi,1,
,Richard Baim,1,
,Richard Avedon,1,
,Richard Artschwager,1,
,Richard Anuszkiewicz,1,
,Richard Alexander,1,
,Richard Aldrich,1,
,Richard Ackerman,1,
,"Richard ""Dickie"" Landry",1,
,Ricci Albenda,1,
,Riccardo Dalisi,1,
,Ricardo Scofidio,1,
,Ricardo Ribenboim,1,
,Ricardo Bofill,1,
,Rhys Chatham,1,
,Rhys Caparn,1,
,Rhonda Abrams,1,
,Reza Abdoh,1,
,Rey Akdogan,1,
,Reuben Nakian,1,
,Renée Green,1,
,René Robert Bouché,1,
,Rene Pierre Allain,1,
2020,René Magritte,7,89.05
2016,René Magritte,6,71.76
2013,René Magritte,5,93
2009,René Magritte,4,53.94
2005,René Magritte,3,53.4
2001,René Magritte,2,60.3
1996,René Magritte,1,70.2
,Rene Lalique,1,
,René Clair,1,
,René Chapallaz,1,
,René Burri,1,
,René Bertholo,1,
,René Beeh,1,
,Remy Charlip,1,
,Remy Blanchard,1,
,Rem Koolhaas,1,
,Reiko Sudo,1,
,Reginald R. Isaacs,1,
,Reginald Dwayne Betts,1,
,Regina Vater,1,
,Regina Kravitz,1,
,Reg Butler,1,
,Reeva Potoff,1,
,Ree Morton,1,
,Red Grooms,1,
,Rebecca Moore,1,
,Rebecca Howland,1,
,Rebecca Horn,1,
,Rebecca Hill Sangster,1,
,Rebecca Garrett,1,
,Rebecca Belmore,1,
,Rebecca Allen,1,
,Reagan Louie,1,
,Raymond Savignac,1,
,Raymond Parker,1,
,Raymond Loewy,1,
,Raymond Hains,1,
,Raymond F. Allen,1,
,Raymond Duchamp-Villon,1,
,Raymond Cajuste,1,
,Raymond Breinin,1,
,Raymond August Mintz,1,
,Ray Kelly,1,
,Ray K. Metzker,1,
,Ray Harryhausen,1,
,Ray Eames,1,
,Ray Bethers,1,
,Raul Ferrera,1,
,Raul Bopp,1,
,Raúl Anguiano,1,
,Rashaad Newsome,1,
,Raoul Ubac,1,
,Raoul Pène Du Bois,1,
,Raoul Hague,1,
,Raoul François Larche,1,
,Raoul Dufy,1,
,Rania Stephan,1,
,Randy Gledhill,1,
,Randy Berrett,1,
,Ralston Farina,1,
,Ralston Crawford,1,
,Ralph Thomas Ward (Corkie),1,
,Ralph Steiner,1,
,Ralph Rapson,1,
,Ralph Humphrey,1,
,Ralph Hocking,1,
,Ralph Crane,1,
,Ralph Baer,1,
,Ralph Ammirati,1,
,Ralph Alberto,1,
,Ralph Albert Blakelock,1,
,Ralf Johannes,1,
,Rainey Bennett,1,
,Rainer Werner Fassbinder,1,
,Raimund Abraham,1,
,Rafael Viñoly,1,
,Rafael Ortega,1,
,Rafael Lozano-Hemmer,1,
,Rafael Ferrer,1,
,Rafael Canogar,1,
,Rafael Barradas,1,
,Rae Langston,1,
,Rae Berolzheimer,1,
,Radcliffe Bailey,1,
,Rackstraw Downes,1,
,Rachel Wood,1,
,Rachel Harrison,1,
,Rachel bas-Cohain,1,
,Rä di Martino,1,
,R.L. Aeck,1,
,R.E. Christie,1,
,R. Wayne Anderson,1,
,R. Maxil Ballinger,1,
,R. M. Fischer,1,
,R. J. Bump,1,
,R. Buckminster Fuller,1,
,R. B. Kitaj,1,
,Queens Symphony Orchestra,1,
,Quay Brothers,1,
,Pulsa,1,
,Preston Scott Cohen,1,
,Preston Dickinson,1,
,Power Boothe,1,
,Porfirio DiDonna,1,
,Pops Cooper,1,
,Poppy Johnson,1,
,Pope.L,1,
,Pompeo Borra,1,
,Polly Apfelbaum,1,
,Pol Bury,1,
,Pipilotti Rist,1,
,Pip Chodorov,1,
,"Pininfarina (Battista ""Pinin"" Farina)",1,
,Pinchas Cohen Gan,1,
,Pilar Conde,1,
,Pilar Albarracín,1,
,Pietro Derossi,1,
,Pieter Laurens Mol,1,
,Pieter Holstein,1,
,Pieter Bruegel I,1,
,Pieter Brattinga,1,
2020,Piet Mondrian,14,228.78
2016,Piet Mondrian,13,230
2013,Piet Mondrian,12,211.11
2009,Piet Mondrian,11,215.76
2005,Piet Mondrian,10,222.5
2001,Piet Mondrian,9,316.8
1996,Piet Mondrian,8,265.5
1991,Piet Mondrian,7,306.6
1986,Piet Mondrian,6,193.2
1980,Piet Mondrian,5,180.6
1975,Piet Mondrian,4,171.5
1970,Piet Mondrian,3,144.9
1959,Piet Mondrian,2,244
1948,Piet Mondrian,1,79.65
,Pierre-Auguste Renoir,1,
,Pierre Missey,1,
,Pierre Mendell,1,
,Pierre Louaver,1,
,Pierre Jeanneret,1,
,Pierre Huyghe,1,
,Pierre Haubensak,1,
,Pierre Giner,1,
,Pierre Falardeau,1,
,Pierre Cordier,1,
,Pierre Clerk,1,
,Pierre Bonnard,1,
,Pierre Bezy,1,
,Pierre Ayot,1,
,Pierre Antoniucci,1,
,Pierre André Benoit,1,
,Pierre Alechinsky,1,
,Pierre Adam,1,
,Pier Paolo Pasolini,1,
,Pier Paolo Calzolari,1,
,Pier Martin,1,
,Pier Giacomo Castiglioni,1,
,Pia Lindman,1,
,Phyllis Bilick,1,
,Phu-Nam Thuc Ha,1,
,Phoebe Washburn,1,
,Phillip Pisciotta,1,
,Phillip King,1,
,Phillip Buehler,1,
,Phillip Allen,1,
,Philippe Starck,1,
,Philippe Halsman,1,
,Philippe Cognée,1,
,Philipp Gasser,1,
,Philip-Lorca diCorcia,1,
,Philip Napier,1,
,Philip L. Goodwin,1,
,Philip Johnson,1,
,Philip Hipwell,1,
,Philip Guston,1,
,Philip Greene,1,
,Philip Glass,1,
,Philip Elliott,1,
,Philadelphia College of Art,1,
,Phil Stone,1,
,Phil Collins,1,
,Petra Lindholm,1,
,Peter Zummo,1,
,Peter Young,1,
,Peter Voulkos,1,
,Peter Van Riper,1,
,Peter Taylor Barton,1,
,Peter Smithson,1,
,Peter Scupelli,1,
,Peter Schlumbohm,1,
,Peter Schlesinger,1,
,Peter Schjeldahl,1,
,Peter Saul,1,
,Peter Piller,1,
,Peter Pfau,1,
,Peter Moore,1,
,Peter Mönnig,1,
,Peter Kotik,1,
,Peter Kolb,1,
,Peter Kearney,1,
,Peter Hutchinson,1,
,Peter Hujar,1,
1991,Peter Henry Emerson,2,147
1959,Peter Henry Emerson,1,47.58
,Peter Halley,1,
,Peter Greenaway,1,
,Peter Grass,1,
,Peter Gourfain,1,
,Peter Frank,1,
,Péter Forgács,1,
,Peter Fischli,1,
,Peter Fend,1,
,Peter Emanuel Goldman,1,
,Peter Eisenman,1,
,Peter Downsbrough,1,
,Peter D'Agostino,1,
,Peter Cook,1,
,Peter Coffin,1,
,Peter Coan,1,
,Peter Campus,1,
,Peter Callas,1,
,Peter Caine,1,
,Peter Butler,1,
,Peter Brüning,1,
,Peter Bode,1,
,Peter Blume,1,
,Peter Blake,1,
,Peter Birkhauser,1,
,Peter Bellamy,1,
,Peter Behrens,1,
,Peter Alexander,1,
,Peter Agostini,1,
,Peter Acheson,1,
,Petah Coyne,1,
,Perry Bard,1,
,Performa 09,1,
,Pere Formiguera,1,
,Percy Byron,1,
,Percival Goodman,1,
,Per Barclay,1,
,Pene Bonita,1,
,Pekka Jylhä,1,
,Peggy Cyphers,1,
,Peggy Bacon,1,
,Peggy Ahwesh,1,
,Peer Bode,1,
,Pedro Lujan,1,
1948,Pedro Figari,1,47.2
,Pedro Cervantez,1,
,Pedro Bojorquez,1,
,Pedro Americo de Figueiredo,1,
,Pearl Blauvelt,1,
,Pawel Althamer,1,
,Pavel Tchelitchew,1,
,Pavao Stalter,1,
,Paulina Olowska,1,
,Paula Kellinger,1,
,Paula Hayes,1,
,Paul-Émile Borduas,1,
,Paul Wong,1,
,Paul Weidlinger,1,
,Paul Thek,1,
,Paul Strand,1,
,Paul Sharits,1,
,Paul Rudolph,1,
,Paul Ramirez Jonas,1,
,Paul R. Ellsworth,1,
,Paul Pfeiffer,1,
,Paul Panhuysen,1,
,Paul P. Cret,1,
,Paul Outerbridge,1,
,Paul Nougé,1,
,Paul Nelson,1,
,Paul Nash,1,
,Paul Lester Wiener,1,
,Paul L. Anderson,1,
,Paul Kos,1,
2020,Paul Klee,13,144.26
2016,Paul Klee,12,136.16
2013,Paul Klee,11,176.7
2009,Paul Klee,10,144.15
2005,Paul Klee,9,178.89
2001,Paul Klee,8,315
1996,Paul Klee,7,287.1
1991,Paul Klee,6,291.48
1986,Paul Klee,5,243.6
1980,Paul Klee,4,190.68
1975,Paul Klee,3,225.4
1970,Paul Klee,2,217.35
1959,Paul Klee,1,97.6
,Paul Jenkins,1,
,Paul Henri Ramirez,1,
,Paul H-O (Paul Hasegawa-Overacker),1,
,Paul Graham,1,
,Paul Gotwald,1,
,Paul Georges,1,
2020,Paul Gauguin,16,474.92
2016,Paul Gauguin,15,471.84
2013,Paul Gauguin,14,439.91
2009,Paul Gauguin,13,329.31
2005,Paul Gauguin,12,333.75
2001,Paul Gauguin,11,411.3
1996,Paul Gauguin,10,461.7
1991,Paul Gauguin,9,298.2
1986,Paul Gauguin,8,306.6
1980,Paul Gauguin,7,268.8
1975,Paul Gauguin,6,266
1970,Paul Gauguin,5,338.1
1959,Paul Gauguin,4,237.9
1948,Paul Gauguin,3,138.65
1936,Paul Gauguin,2,141.78
1926,Paul Gauguin,1,78.8
,Paul Garrin,1,
,Paul Feeley,1,
,Paul Éluard,1,
,Paul Edmunds,1,
,Paul Dougherty,1,
,Paul Devautour,1,
,Paul Delvaux,1,
,Paul D'Amato,1,
,Paul Colin,1,
,Paul Chan,1,
2020,Paul Cézanne,16,404.26
2016,Paul Cézanne,15,425.64
2013,Paul Cézanne,14,378.51
2009,Paul Cézanne,13,354.78
2005,Paul Cézanne,12,371.13
2001,Paul Cézanne,11,399.6
1996,Paul Cézanne,10,465.3
1991,Paul Cézanne,9,504.84
1986,Paul Cézanne,8,588.84
1980,Paul Cézanne,7,529.2
1975,Paul Cézanne,6,480.2
1970,Paul Cézanne,5,524.4
1959,Paul Cézanne,4,240.95
1948,Paul Cézanne,3,410.05
1936,Paul Cézanne,2,328.65
1926,Paul Cézanne,1,103.425
,Paul Caponigro,1,
,Paul Cadmus,1,
,Paul Burlin,1,
,Paul Brach,1,
,Paul Bony,1,
,Paul Bob,1,
,Paul Berthon,1,
,Paul Berger,1,
,Paul Berg,1,
,Paul Benney,1,
,Paul Arlt,1,
,Patty Chang,1,
,Patti Emler,1,
,Patrociño Barela,1,
,Patrick Poirier,1,
,Patrick O'Hare,1,
,Patrick Ireland,1,
,Patrick Henry Bruce,1,
,Patrick Faigenbaum,1,
,Patricio Bisso,1,
,Patricia Thornley,1,
,Patricia Patterson,1,
,Patricia Passlof,1,
,Patricia Jones,1,
,Patricia Jon Carroll,1,
,Patricia Caire,1,
,Pat Steir,1,
,Pascal Brunart,1,
,Park McArthur,1,
,Papo Colo,1,
,Paolo Deganello,1,
,Paolo Canevari,1,
2020,Pablo Picasso,16,908.56
2016,Pablo Picasso,15,982.55
2013,Pablo Picasso,14,836.69
2009,Pablo Picasso,13,726.86
2005,Pablo Picasso,12,593.63
2001,Pablo Picasso,11,800.1
1996,Pablo Picasso,10,1017.9
1991,Pablo Picasso,9,736.68
1986,Pablo Picasso,8,655.2
1980,Pablo Picasso,7,525.84
1975,Pablo Picasso,6,476
1970,Pablo Picasso,5,422.97
1959,Pablo Picasso,4,500.2
1948,Pablo Picasso,3,292.05
1936,Pablo Picasso,2,120.75
1926,Pablo Picasso,1,93.575
,Pablo Delano,1,
,Pablo Burchard,1,
,P. Bakharev,1,
,Öyvind Fahlström,1,
,Ove Arup,1,
,Otto Mühl,1,
,Otto Korhonen,1,
2020,Otto Dix,6,171.12
2016,Otto Dix,5,164.68
2013,Otto Dix,4,163.68
2009,Otto Dix,3,160.89
2005,Otto Dix,2,175.33
2001,Otto Dix,1,190.8
,Otto Baum,1,
,Otto Arpke,1,
,Otl Aicher (also known as Otto Aicher),1,
,Othon Coubine (or Otakar Kubin),1,
,Othmar H. Ammann,1,
,Oswaldo Arthur Bratke,1,
1996,Oskar Kokoschka,4,58.5
1986,Oskar Kokoschka,3,121.8
1980,Oskar Kokoschka,2,120.12
1975,Oskar Kokoschka,1,115.5
,Oscar Niemeyer,1,
,Oscar Jespers,1,
,Oscar Domínguez,1,
,Oscar Coreale,1,
,Oscar Bony,1,
,Oscar Bluemner,1,
,Oscar Bailey,1,
,Osawa Chikutai,1,
,Osamu Kanemura,1,
,Oren Bar-Noy,1,
,Onesimo Delgado,1,
,Omer Fast,1,
,Olympe Aguado de las Marismas,1,
,Olle Baertling,1,
,Olivier Debroise,1,
,"Olivetti, Milan",1,
,Oliver Croy,1,
,Oliver Chanarin,1,
,Oliver Andrews,1,
,Olga Adorno,1,
,Olav Westphalen,1,
,Olafur Eliasson,1,
,Olaf Breuning,1,
,Olaf Amdt,1,
,Oladélé Bamgboyé,1,
,Ohad Meromi,1,
,Office for Political Innovation (New York),1,
2020,Odilon Redon,11,78.12
2016,Odilon Redon,10,76.36
2013,Odilon Redon,9,65.1
2009,Odilon Redon,8,61.38
2005,Odilon Redon,7,62.3
2001,Odilon Redon,6,67.5
1996,Odilon Redon,5,99
1991,Odilon Redon,4,104.16
1986,Odilon Redon,3,92.4
1980,Odilon Redon,2,88.2
1936,Odilon Redon,1,35.7
,OBRA Architects,1,
,O.T. Andersen,1,
,O. Louis Guglielmi,1,
,Nyzda Bajandas,1,
,Norman Leon Gold,1,
,Norman Foster,1,
,Norman Colp,1,
,Norman Cohn,1,
,Norman Catherine,1,
,Norman Bluhm,1,
,Norman Bel Geddes,1,
,Norman Ackroyd,1,
,Noriyuki Haraguchi,1,
,Noritoshi Hirakawa,1,
,Noriko Furunishi,1,
,Norie Sato,1,
,Norbert Kricke,1,
,Nora Speyer,1,
,Noel Martin,1,
,Noel Harding,1,
,Nobuyoshi Araki,1,
,Nobuya Abe,1,
,Nobuhiro Kawanaka,1,
,"Nitto Seimo Co. Ltd., company design",1,
,Nina Yankowitz,1,
,Nina Martin,1,
,Nina Bruderman,1,
,Niles Spencer,1,
,Nikolai Buglaj,1,
,Niko Tenten,1,
,Nigel Henderson,1,
,Nigel Hall,1,
,Niels Sylvester Bendtsen,1,
,Nicole Cherubini,1,
,Nicolas Moufarrege,1,
,Nicolas Collins,1,
,Nicolas Carone,1,
,Nicolai Cikovsky,1,
,Nicolai Akimoff,1,
,Nicola López,1,
,Nico Krebs,1,
,Nick Ghiz,1,
,Nicholas Solovioff,1,
,Nicholas Nixon,1,
,Nicholas Legat,1,
,Nicholas Krushenick,1,
,Nicholas Kaufmann,1,
,Nicholas Hondrogen,1,
,Nicholas Grimshaw,1,
,Nicholas Fedorenko,1,
,Nicholas Bentley,1,
,Nicholas Andersen,1,
,Nicholas Africano,1,
,Nic Hess,1,
,Nic Aluf,1,
,Ng Chun Man,1,
,Newton Harrison,1,
,Nemesio Antúnez,1,
,Nembhard N. Culin,1,
,Nelson Bartsch,1,
,Nell Blaine,1,
,Neil Williams,1,
,Neil M. Denari,1,
,Neil Jenney,1,
,Neïl Beloufa,1,
,Neil Anderson,1,
,Neftali Alvarez,1,
,Nedko Solakov,1,
,Navin Rawanchaikul,1,
,Naum Gabo,1,
,National Association of Manufacturers (NAM),1,
,Nathan Slate Joseph,1,
,Nathan Carter,1,
,Natascha Sadr Haghighian,1,
,Natan Al'tman,1,
,Natalie Dymnicki,1,
,Natalie Czech,1,
,Natalia Goncharova,1,
,NASA,1,
,Naomi Dickenson,1,
,Nanu Al-Hamad,1,
,Nancy Topf,1,
,Nancy Spero,1,
,Nancy Lupo,1,
,Nancy Holt,1,
,Nancy Hellebrand,1,
,Nancy Guay Giesberger,1,
,Nancy Grossman,1,
,Nancy Graves,1,
,Nancy Cain,1,
,Nancy Buchanan,1,
,Nancy Barton,1,
,Nancy Azara,1,
,Nancy Arlen,1,
,Nan Hoover,1,
,Nan Goldin,1,
,Nam June Paik,1,
,Nader Ahriman,1,
,Nachume Miller,1,
,N.W. del Gaudio,1,
,N. Chimes,1,
,N. Aprile,1,
,n ARCHITECTS,1,
,Myrel Chernick,1,
,Murray Alcosser,1,
,Munio Gitai Weinraub,1,
,Muirhead Bone,1,
,Muhal Abrams,1,
,Moyra Davey,1,
,Mowry Thatcher Baden,1,
,Moshe Safdie,1,
,Moshe Elazar Castel,1,
,MOS Architects,1,
2020,Morris Louis,7,44.64
2016,Morris Louis,6,44.16
2013,Morris Louis,5,44.64
2009,Morris Louis,4,40.32
2005,Morris Louis,3,40.94
2001,Morris Louis,2,108
1996,Morris Louis,1,85.5
,Morris Kantor,1,
,Morris Hirshfield,1,
,Morris Graves,1,
,Morgan Russell,1,
,Morgan Fisher,1,
,Mordecai Ardon,1,
,Monty Cantsin,1,
,Monika Sosnowska,1,
,Monika Larsen Dennis,1,
,Monika Goetz,1,
,Monika Baumgartl,1,
,Monica Bonvicini,1,
,Mona Hatoum,1,
,Mona da Vinci,1,
,Molly Larkey,1,
,Moisés Benacerraf,1,
,Moira Dryer,1,
,Mo Bahc,1,
,Miyake Design Studio,1,
,Mitch Epstein,1,
,Mistress Sonja Blaze,1,
,Misaki Kawai,1,
,Mirta Gómez,1,
,Miroslaw Balka,1,
2020,Miriam Schapiro,8,69.75
2016,Miriam Schapiro,7,64.4
2013,Miriam Schapiro,6,61.38
2009,Miriam Schapiro,5,46.5
2005,Miriam Schapiro,4,73.87
2001,Miriam Schapiro,3,72
1996,Miriam Schapiro,2,117
1991,Miriam Schapiro,1,117.6
,Miriam Cahn,1,
,Miri Segal,1,
,Mira Schendel,1,
,Minus Space,1,
2020,Minor White,3,72.54
2016,Minor White,2,78.17
2013,Minor White,1,72.54
,Minna R. Harkavy,1,
,Minna Citron,1,
,Min Tanaka,1,
,Mimi Hoang,1,
,Mimi Gross,1,
,Milton Glaser,1,
,Milton Esterow,1,
,Milton Elting Hebald,1,
,Milton Babbitt,1,
,Milton Avery,1,
,Milton Ackoff,1,
,Milovan Markovic,1,
,Milet Andrejevic,1,
,Mikhail Barkhin,1,
,Mikhael Subotzky,1,
,Mike Kelley Foundation for the Arts / Kelley Studio Inc.,1,
,Mike Kelley,1,
,Mike Glier,1,
,Mike Cloud,1,
,Mike Bidlo,1,
,Mike and Doug Starn,1,
,Mika Rottenberg,1,
,Mika Funaki,1,
,Mihály Biró,1,
,Mihajlo Arsovski,1,
,Miguel-Ángel Cárdenas,1,
,Miguel Covarrubias,1,
,Miguel Calderon,1,
,Miguel Angel Ríos,1,
,Mierle Laderman Ukeles,1,
,Midori Araki,1,
,Mickalene Thomas,1,
,Mick O'Shea,1,
,Michelle Stuart,1,
,Michele Oka Doner,1,
,Michele Lamy,1,
,Michele Kong,1,
,Michele de Rivaz,1,
,Michele Abeles,1,
,Michelangelo Pistoletto,1,
,Michelangelo Frammartino,1,
,Michel Majerus,1,
,Michel Gottlieb Bindesboll,1,
,Michel Auder,1,
,Michaela Eichwald,1,
,Michael Young,1,
,Michael Wesely,1,
,Michael Vessa,1,
,Michael van den Abeele,1,
,Michael Tracy,1,
,Michael Tilson Thomas,1,
,Michael Spano,1,
,Michael Snow,1,
,Michael Schmidt,1,
,Michael Robbins,1,
,Michael Rakowitz,1,
,Michael P. Bosniak,1,
,Michael McClard,1,
,Michael Marton,1,
,Michael Mandel,1,
,Michael Luchs,1,
,Michael Lin,1,
,Michael Joo,1,
,Michael Joaquin Grey,1,
,Michael Hurson,1,
,Michael Harvey,1,
,Michael Hardesty,1,
,Michael Graves,1,
,Michael Goldberg,1,
,Michael Galasso,1,
,Michael Economy,1,
,Michael E. Smith,1,
,Michael Davis,1,
,Michael Clegg,1,
,Michael Ciavolino,1,
,Michael C. Cunningham,1,
,Michael Byron,1,
,Michael Brownstein,1,
,Michael Brown,1,
,Michael Brewster,1,
,Michael Bramwell,1,
,Michaël Borremans,1,
,Michael Bolus,1,
,Michael Bell,1,
,Michael Balog,1,
,Michael Backus,1,
,Michael Asher,1,
,Michael Armitage,1,
,Michael Anastassiades,1,
,Michael Amzalag,1,
,Meschac Gaba,1,
,Mervin Jules,1,
,Merry Alpern,1,
,Merrill Wagner,1,
,Meriem Bennani,1,
,Meredith Danluck,1,
,Meredith Allen,1,
,Mercedes Álvarez,1,
,Merce Cunningham,1,
,Melvin Edwards,1,
,Melvin Charney,1,
,Melissa L. Chaney,1,
,Melissa Gurdus,1,
,Melendreras,1,
,Melchior DiGiacomo,1,
,Melanie Gilligan,1,
,Mel Ziegler,1,
,Mel Kendrick,1,
,Mel Chin,1,
,Mel Bochner,1,
,Meiro Koizumi,1,
,Mehemed Fehmy Agha,1,
,Meg Webster,1,
,Meg Eginton,1,
,Medardo Rosso,1,
,McKendree Key,1,
,Maz Brook,1,
,Maya Deren,1,
,May Stevens,1,
,Maxine Emile Louis Maufra,1,
,Maxine Albro,1,
,Maxi Cohen,1,
,Max Weber,1,
,Max Waldman,1,
,Max Neuhaus,1,
,Max Ludwig Cetto,1,
2020,Max Ernst,11,173.97
2016,Max Ernst,10,218.02
2013,Max Ernst,9,210.43
2009,Max Ernst,8,220.41
2005,Max Ernst,7,210.93
2001,Max Ernst,6,231.3
1996,Max Ernst,5,197.1
1991,Max Ernst,4,264.6
1986,Max Ernst,3,71.4
1980,Max Ernst,2,72.24
1975,Max Ernst,1,79.1
,Max Dupain,1,
,Max Desfor,1,
,Max Burchartz,1,
,Max Brand,1,
,Max Boehme,1,
,Max Blagg,1,
,Max Bill,1,
,Max Beerbohm,1,
2020,Max Beckmann,13,100.04
2016,Max Beckmann,12,100.42
2013,Max Beckmann,11,94.86
2009,Max Beckmann,10,95.26
2005,Max Beckmann,9,97.9
2001,Max Beckmann,8,113.4
1996,Max Beckmann,7,234.9
1991,Max Beckmann,6,239.4
1986,Max Beckmann,5,94.08
1980,Max Beckmann,4,84.84
1975,Max Beckmann,3,82.6
1970,Max Beckmann,2,100.05
1948,Max Beckmann,1,26.55
,Max Arthur Cohn,1,
,Max Almy,1,
,Max Abramovitz,1,
,Mauricio Amster Cats,1,
,Maurice Utrillo,1,
,Maurice Sterne,1,
,Maurice Denis,1,
,Maurice de Vlaminck,1,
,Maurice Becker,1,
,Maureen Owen,1,
,Maureen Lambray,1,
,Maureen Gallace,1,
,Maureen Connor,1,
,Maura Sheehan,1,
,Maude Boltz,1,
,Maud Cotter,1,
,Matthew Rackham Barnes,1,
,Matthew Nowicki,1,
,Matthew McCaslin,1,
,Matthew Geller,1,
,Matthew Connors,1,
,Matthew Carter,1,
,Matthew Buckingham,1,
,Matthew Braun,1,
,Matthew Brannon,1,
,Matthew Barney,1,
,Matt Mullican,1,
,Matt Connors,1,
,Mathias Bengtsson,1,
,Mathew B. Brady (studio of),1,
,Math Bass,1,
,Masuo Ikeda,1,
,Massimo Campigli,1,
,Massimo Bartolini,1,
,"Massachusetts Institute of Technology, Cambridge, MA",1,
,Massachusetts Institute of Technology,1,
,Masaki Fujihata,1,
,Masahisa Fukase,1,
,"MAS Urban Design, ETH Zurich",1,
,Marylin Gottlieb-Roberts,1,
,Maryanne Breen,1,
,Maryanne Amacher,1,
,Mary Miss,1,
,Mary Jane Leach,1,
,Mary Heilmann,1,
,Mary Harding,1,
,Mary Ellen Bute,1,
,Mary E. Frey,1,
,Mary Dovens,1,
,Mary de Blassio,1,
,Mary Corse,1,
2020,Mary Cassatt,10,130.2
2016,Mary Cassatt,9,115
2013,Mary Cassatt,8,64.17
2009,Mary Cassatt,7,65.1
2005,Mary Cassatt,6,69.42
2001,Mary Cassatt,5,75.6
1996,Mary Cassatt,4,87.3
1991,Mary Cassatt,3,94.92
1986,Mary Cassatt,2,58.8
1980,Mary Cassatt,1,58.8
,Mary Callery,1,
,Mary Buchen,1,
,Mary Brogger,1,
,Mary Boochever,1,
,Mary Beth Edelson,1,
,Mary Bauermeister,1,
,Mary Ann Dorr,1,
,Mary Abbott,1,
,Martine Syms,1,
,Martine Barrat,1,
,Martine Aballea,1,
,Martin von Haselberg,1,
,Martin Scorsese,1,
,Martin Rosz,1,
,Martin Puryear,1,
,Martin Kippenberger,1,
,Martin Disler,1,
,Martin Dammann,1,
,Martin Creed,1,
,Martin Craig,1,
,Martin Chirino,1,
,Martín Chambi,1,
,Martin Beck,1,
,Martin Baer,1,
,Martin Arnold,1,
2020,Martha Rosler,2,97.61
2016,Martha Rosler,1,107.64
,Martha Edelheit,1,
,Martha Colburn,1,
,Martha Burgess,1,
,Marta Chilindron,1,
,Marshall Barer,1,
2020,Marsden Hartley,5,105.09
2016,Marsden Hartley,4,99.36
2013,Marsden Hartley,3,102.3
2009,Marsden Hartley,2,100.44
2005,Marsden Hartley,1,115.7
,Marlon Riggs,1,
,Marlene Scott V,1,
