Yearof Publication,Artist,CountToDate,TotalAreaText(cm^2)
,Jeroen Kooijmans,1,
,Jeremy Shaw,1,
,Jeremy Blake,1,
,Jeremy Anderson,1,
,Jêrême Basserode,1,
,Jere Abbott,1,
,Jeppe Hein,1,
,Jeorgia Anderson,1,
,Jenny Vogel,1,
,Jenny Sabin Studio,1,
,Jenny Holzer,1,
,Jenny Gage,1,
,Jennifer Smith,1,
,Jennifer Cecere,1,
,Jennifer Bolande,1,
,Jennifer Blowdryer,1,
,Jennifer Bartlett,1,
,Jennifer Allora,1,
,Jene Highstein,1,
,Jem Cohen,1,
,Jeffrey Beebe,1,
,Jeff Wall,1,
,Jeff Koons,1,
,Jeff Hudson,1,
,Jeff Foxx,1,
,Jeff Elrod,1,
,Jef Cornelius,1,
,Jeanne Gang,1,
,Jeanne Dunning,1,
,Jeanne C. Finley,1,
,Jeanette Reinhardt,1,
,Jeanette Christensen,1,
,Jean-Pierre Sudre,1,
,Jean-Michel Othoniel,1,
2020,Jean-Michel Basquiat,3,108.81
2016,Jean-Michel Basquiat,2,119.08
2013,Jean-Michel Basquiat,1,99.51
,Jean-Michel Atlan,1,
,Jean-Marie Drot,1,
1996,Jean-Léon Gérôme,6,184.5
1991,Jean-Léon Gérôme,5,165.48
1986,Jean-Léon Gérôme,4,199.92
1980,Jean-Léon Gérôme,3,172.2
1975,Jean-Léon Gérôme,2,112
1970,Jean-Léon Gérôme,1,110.4
,Jean-Joseph-Xavier Bidauld,1,
,Jean-Baptiste-Camille Corot,1,
,Jean-Antoine-Theodore Baron,1,
,Jean Victor Adam,1,
,Jean Tinguely,1,
,Jean Shin,1,
,Jean Pougny (Ivan Puni),1,
,Jean Pierre Raynaud,1,
,Jean Otth,1,
,Jean Mauboules,1,
,Jean Lurçat,1,
,Jean Le Gac,1,
,Jean Hélion,1,
,Jean Gallagher,1,
,Jean Epstein,1,
,Jean Dupuy,1,
2020,Jean Dubuffet,10,144.15
2016,Jean Dubuffet,9,142.6
2013,Jean Dubuffet,8,53.94
2009,Jean Dubuffet,7,55.89
2005,Jean Dubuffet,6,62.3
2001,Jean Dubuffet,5,67.5
1996,Jean Dubuffet,4,99
1980,Jean Dubuffet,3,113.4
1975,Jean Dubuffet,2,121.1
1970,Jean Dubuffet,1,77.97
,Jean Crawford Adams,1,
,Jean Cocteau,1,
,Jean Clareboudt,1,
,Jean Charlot,1,
,Jean Charles Blanc,1,
,Jean Carlu,1,
,Jean Bazaine,1,
,Jean Adnet,1,
2020,Jean (Hans) Arp,7,70.68
2016,Jean (Hans) Arp,6,79.12
2013,Jean (Hans) Arp,5,83.7
2009,Jean (Hans) Arp,4,76.26
2005,Jean (Hans) Arp,3,80.1
2001,Jean (Hans) Arp,2,85.5
1991,Jean (Hans) Arp,1,106.68
,Jay Leyda,1,
,Jay Heikes,1,
,Jay DeFeo,1,
,Jay Capela,1,
,Javier Cuesta Rodríguez-Torices,1,
,Javier Cambre,1,
2020,Jasper Johns,6,159.95
2016,Jasper Johns,5,146.94
2013,Jasper Johns,4,127.56
2009,Jasper Johns,3,83.7
2005,Jasper Johns,2,51.62
2001,Jasper Johns,1,54
,Jasper Halfmann,1,
,Jason Rosenberg,1,
,Jason Crum,1,
,Jarg Geismar,1,
,Jared Bark,1,
,Jannis Kounellis,1,
,Jankel Adler,1,
,Janine Antoni,1,
,Janice Biala,1,
,Janice Becker,1,
,Janez Bernik,1,
,Janet Stein,1,
,Janet Densmore,1,
,Janet Cooper,1,
,Janet Cardiff,1,
,Janet Bogardus,1,
,Jane Kaufman,1,
,Jane Kaplowitz,1,
,Jane Hudson,1,
,Jane Dickson,1,
,Jane Couch,1,
,Jane Comfort,1,
,Jane Carr,1,
,Jane Brettschneider,1,
,Jane Berlandina,1,
,Jane Alexander,1,
,Jananne Al-Ani,1,
,Jan Yoors,1,
,Jan van den Dobbelsteen,1,
,Jan Sanders,1,
,Jan Lewitt,1,
,Jan Lenica,1,
,Jan Groover,1,
,Jan Dibbets,1,
,Jan De Cock,1,
,Jan Brzękowski,1,
,Jan Bons,1,
,Jan Baracz,1,
,Jan Arlt,1,
,James Wallace Black,1,
,James Turrell,1,
,James Stirling,1,
,James Sherry,1,
2020,James Rosenquist,2,226.92
2016,James Rosenquist,1,221.68
,James Nares,1,
,James Monte,1,
,James McNeill Whistler,1,
,James Lee Byars,1,
,James Klosty,1,
,James Jarvaise,1,
,James Ingo Freed,1,
,James Henderson Boyd,1,
,James G. Benton,1,
,James Fitton,1,
,James Ferraro,1,
,James F. Bly,1,
2020,James Ensor,9,122.76
2016,James Ensor,8,119.6
2013,James Ensor,7,115.32
1996,James Ensor,6,59.4
1991,James Ensor,5,69.72
1986,James Ensor,4,84
1980,James Ensor,3,88.2
1975,James Ensor,2,57.4
1970,James Ensor,1,57.96
,James E. Allen,1,
,James Dow,1,
,James Craig Annan,1,
,"James Corner, Field Operations, New York",1,
,James Collins,1,
,James Coleman,1,
,James Christoffer Holl,1,
,James Carpenter,1,
,James Cameron,1,
,James Byrne,1,
,James Brown,1,
,James Brooks,1,
,James Boynton,1,
,James Bishop,1,
,James Biederman,1,
,James Bettison,1,
,James Benning,1,
,James Auger,1,
,James Anderson,1,
,James Abbe,1,
,Jamaa Al-Yad,1,
,Jakica Accetto,1,
,Jake Chapman,1,
,Jake Bertold,1,
,Jake Berthot,1,
,Jaishri Abichandani,1,
,Jaime Davidovich,1,
,Jaime Ardila,1,
,Jacques-Olivier Andre,1,
,Jacques-Henri Lartigue,1,
,Jacques-Felix Duban,1,
,Jacques Villon,1,
,Jacques Nathan-Garamond,1,
,Jacques Lipchitz,1,
,Jacques Callot,1,
,Jacques Beckwith,1,
,Jacques Adnet,1,
,Jacqueline Dauriac,1,
,Jacqueline Burckhardt,1,
2020,Jacob Lawrence,8,287.25
2016,Jacob Lawrence,7,280.6
2013,Jacob Lawrence,6,199.95
2009,Jacob Lawrence,5,199.95
2005,Jacob Lawrence,4,202.92
2001,Jacob Lawrence,3,218.7
1996,Jacob Lawrence,2,171
1991,Jacob Lawrence,1,176.4
,Jacob Kirkegaard,1,
,Jacob Jensen,1,
,Jacob Epstein,1,
,Jacob Dahlgren,1,
2020,Jackson Pollock,13,231.96
2016,Jackson Pollock,12,207.48
2013,Jackson Pollock,11,136.23
2009,Jackson Pollock,10,116.25
2005,Jackson Pollock,9,151.3
2001,Jackson Pollock,8,164.7
1996,Jackson Pollock,7,187.2
1991,Jackson Pollock,6,197.4
1986,Jackson Pollock,5,259.56
1980,Jackson Pollock,4,235.2
1975,Jackson Pollock,3,241.5
1970,Jackson Pollock,2,209.07
1959,Jackson Pollock,1,74.42
,Jackson Mac Low,1,
,Jackson Davis,1,
,Jackie Winsor,1,
,Jackie Ferrara,1,
,Jacki Apple,1,
,Jack Whitten,1,
,Jack Tworkov,1,
,Jack Smith,1,
,Jack Roth,1,
,Jack Goldstein,1,
,Jack Delano,1,
,Jack Dale,1,
,Jack Bush,1,
,Jack Buchans,1,
,Jack Beal,1,
,J.M. Andersen,1,
,J. S. Anderson,1,
,J. P. Kayser Sohn,1,
,J. J. Christian Lebeau,1,
,J. H. Adams,1,
,J. Charters,1,
,"J. & L. Lobmeyr, Vienna",1,
,Izzy Abrahami,1,
,Izis,1,
,Izhar Patkin,1,
,Iwan Baan,1,
,Ivor Abrahams,1,
,Ivo Andric,1,
,Ivar Ballangrud,1,
,Ivana Franke,1,
,Ivan LeLorraine Albright,1,
,Ivan Ladislav Galeta,1,
,Ivan Kliun,1,
,Ivan Kafka,1,
,Ivan Chermayeff,1,
,Ivan Antić,1,
,Iurii Annenkov,1,
,Italo Scanga,1,
,Issey Miyake,1,
,Isidoro Blasco,1,
,Ishmael Houston-Jones,1,
,Isca Greenfield-Sanders,1,
,Isang Yun,1,
,Isamu Noguchi,1,
,Isaac Julien,1,
,Isa Genzken,1,
,IRWIN,1,
,Irving Penn,1,
,Irving Kriesberg,1,
,Irving Gill,1,
,Irving Amen,1,
,Irene Sosa,1,
,Irene Bayer-Hecht,1,
,Irene Aronson,1,
,Ira Schwartz,1,
,Ira Schneider,1,
,Ira Hill,1,
,Ira Abramowiz,1,
,Ion Grigorescu,1,
,Ion Bitzan,1,
,Interboro Partners,1,
,Inka Essenhigh,1,
,Ingrid Roscheck,1,
,Ingrid Dinter,1,
,Ingo Maurer,1,
,Ingo Günther,1,
,Iñaki Ábalos,1,
,Imre Kocsis,1,
,Imogen Cunningham,1,
,IMEC,1,
,Imants Tillers,1,
,Imants Abolins,1,
,IM Heung-soon,1,
,Ilya Kabakov,1,
,Ilkka Halso,1,
,Ilja Karilampi,1,
,Ilit Azoulay,1,
,Ilene Segalove,1,
,Ilan Avervuch,1,
,Il'ia Chashnik,1,
,Ikko (Ikko Narahara),1,
,Ignatz Wiemeler,1,
,Ignacio Aguirre,1,
,Ida Applebroog,1,
,Ida Abelman,1,
,Ibon Aranberri,1,
,"IBM, East Fishkill, NY",1,
,Ian Haddow,1,
,Ian Crofts,1,
,Ian Cheng,1,
,Iakov Chernikhov,1,
,Iain Baxter&,1,
,Hyman Bloom,1,
,Hyman Ashman,1,
,HWKN Hollwich Kushner,1,
,Hüseyin Bahri Alptekin,1,
,Humberto Campana,1,
,Humberto Alonso,1,
,Huma Bhabha,1,
,Hugo Leven,1,
,Hugo Erfurth,1,
,Hugo Ball,1,
,Hugh Townley,1,
,Hugh Ferriss,1,
,Hubert Duprat,1,
,Hubert C. Bebb,1,
,Hrvoje Horvati'c,1,
,Hrafnhildur Arnardóttir aka Shoplifter,1,
,Howie Statland,1,
,Howie Burr,1,
,Howardena Pindell,1,
,Howard T. Fisher,1,
,Howard Lester,1,
,Howard Fried,1,
,Howard Dearstyne,1,
,Howard Cook,1,
,Howard Better,1,
,Howard A. Chua-Eoan,1,
,Houston Conwill,1,
,Horst Antes,1,
,Horacio Coppola,1,
,Horacio A. Butler,1,
,Horace Pierce,1,
,Horace Brodzky,1,
,Horace Armistead,1,
,Hope Ginsburg,1,
2020,Honoré Daumier,16,297.11
2016,Honoré Daumier,15,292.63
2013,Honoré Daumier,14,349.68
2009,Honoré Daumier,13,666
2005,Honoré Daumier,12,278.57
2001,Honoré Daumier,11,226.8
1996,Honoré Daumier,10,216
1991,Honoré Daumier,9,201.6
1986,Honoré Daumier,8,218.4
1980,Honoré Daumier,7,199.08
1975,Honoré Daumier,6,255.5
1970,Honoré Daumier,5,238.05
1959,Honoré Daumier,4,61
1948,Honoré Daumier,3,76.7
1936,Honoré Daumier,2,73.5
1926,Honoré Daumier,1,59.1
,Hong Hao,1,
,Homi Bhabha,1,
,Homer Page,1,
,Holly Fisher,1,
,Hollis J. Beasley,1,
,Hollis Frampton,1,
,Hock E Aye Vi Edgar Heap of Birds,1,
,Hobie Alter,1,
,Hisao Domoto,1,
,Hirsch Perlman,1,
,Hiroshige Fukuhara,1,
,Hiroshi Sunairi,1,
,Hiroshi Sugimoto,1,
,Hiroshi Akana,1,
,Hironori Murai,1,
,Hiromi Niizeki,1,
,Hippolyte Bayard,1,
,Himat M. Ali,1,
,Hilmar Boehle,1,
,Hilma af Klint,1,
,Hilla Becher,1,
,Hildegarde Duane,1,
,Hilde Angelfoss Øxseth,1,
,Hilaire-Germain-Edgar Degas,1,
,Hilaire Hiler,1,
,Hieronymus Bosch,1,
,"Hewlett-Packard Company, Santa Clara, CA",1,
,Hervey Parke Clark,1,
,Hermine Freed,1,
,Hermann Finsterlin,1,
,Hermann Fauser,1,
,Herman Roth,1,
,Herman Cherry,1,
,Herman Bridges,1,
,Herbert Tomlinson,1,
,Herbert Spencer,1,
,Herbert Matter,1,
,Herbert Ferber,1,
1948,Herbert Bayer,1,20.65
,Herbert Anger,1,
,Herbert Allen,1,
,Henryk Berlewi,1,
,"Henry Wessel, Jr.",1,
,Henry Taylor,1,
,Henry Percy Adams,1,
,Henry Murphy,1,
,Henry Moore,1,
,Henry Howard,1,
,Henry Hobson Richardson,1,
,Henry Hills,1,
,Henry Herschel Hay Cameron,1,
,Henry Hamilton Bennett,1,
,Henry Fortuna,1,
,Henry Elkan,1,
,Henry Dreyfuss,1,
,Henry Di Spirito,1,
,Henry Darger,1,
,Henry Churchill,1,
,Henry Billings,1,
,Henry Bataille,1,
,Henry Alexander,1,
,Henrik Olesen,1,
,Henri-Edmond Cross,1,
2020,Henri Rousseau,15,130.27
2016,Henri Rousseau,14,130.64
2013,Henri Rousseau,13,127.41
2009,Henri Rousseau,12,57.66
2005,Henri Rousseau,11,66.75
2001,Henri Rousseau,10,72
1996,Henri Rousseau,9,90.9
1991,Henri Rousseau,8,98.28
1986,Henri Rousseau,7,88.2
1980,Henri Rousseau,6,79.8
1975,Henri Rousseau,5,80.5
1970,Henri Rousseau,4,79.35
1959,Henri Rousseau,3,57.95
1948,Henri Rousseau,2,33.925
1936,Henri Rousseau,1,38.85
2020,Henri Matisse,15,301.04
2016,Henri Matisse,14,313.3
2013,Henri Matisse,13,295.74
2009,Henri Matisse,12,180.42
2005,Henri Matisse,11,144.18
2001,Henri Matisse,10,153
1996,Henri Matisse,9,211.5
1991,Henri Matisse,8,226.8
1986,Henri Matisse,7,202.44
1980,Henri Matisse,6,239.4
1975,Henri Matisse,5,234.5
1970,Henri Matisse,4,215.97
1959,Henri Matisse,3,122
1948,Henri Matisse,2,100.3
1936,Henri Matisse,1,60.9
,Henri Georges Adam,1,
,Henri Gaudier-Brzeska,1,
,Henri Delavallée,1,
2020,Henri de Toulouse-Lautrec,15,255.69
2016,Henri de Toulouse-Lautrec,14,246.48
2013,Henri de Toulouse-Lautrec,13,130.2
2009,Henri de Toulouse-Lautrec,12,104.43
2005,Henri de Toulouse-Lautrec,11,106.8
2001,Henri de Toulouse-Lautrec,10,120.6
1996,Henri de Toulouse-Lautrec,9,159.3
1991,Henri de Toulouse-Lautrec,8,163.8
1986,Henri de Toulouse-Lautrec,7,173.04
1980,Henri de Toulouse-Lautrec,6,155.4
1975,Henri de Toulouse-Lautrec,5,108.5
1970,Henri de Toulouse-Lautrec,4,144.9
1959,Henri de Toulouse-Lautrec,3,85.4
1948,Henri de Toulouse-Lautrec,2,94.4
1936,Henri de Toulouse-Lautrec,1,94.5
1991,Henri Cartier-Bresson,2,200.76
1959,Henri Cartier-Bresson,1,39.65
,Henning Moldenhawer,1,
,Henk Visch,1,
,"Helmuth, Yamasaki and Leinweber",1,
,Helmut Weber,1,
,Hella Jongerius,1,
,Hélène Diebold,1,
,Hélène Delprat,1,
,Helene Aylon,1,
,Helena Wlodarczyk,1,
,Helena Hernmarck,1,
,Helena Bergengren,1,
,Helen Mayer Harrison,1,
,Helen Marten,1,
,Helen Levitt,1,
2020,Helen Frankenthaler,8,188.79
2016,Helen Frankenthaler,7,181.24
2013,Helen Frankenthaler,6,142.29
2009,Helen Frankenthaler,5,46.5
2005,Helen Frankenthaler,4,42.72
2001,Helen Frankenthaler,3,49.5
1996,Helen Frankenthaler,2,187.2
1991,Helen Frankenthaler,1,180.6
,Helen De Michiel,1,
,Helen Chadwick,1,
,Hela Heyman,1,
,Heinz Schulz-Neudamm,1,
,Heinz Breloh,1,
,Heinz Brand,1,
,Heinrich Campendonk,1,
,Heike Baranowsky,1,
,Hedi Slimane,1,
,Hector Guimard,1,
,Heather Allen,1,
,Hazel Larsen Archer,1,
,Haus-Rucker-Co,1,
,Harwell Hamilton Harris,1,
,Harvey Quaytman,1,
,Harun Farocki,1,
,Harry Watrous,1,
,Harry S. Fairhurst,1,
,Harry G. Aberdeen,1,
,Harry Dance Company,1,
,Harry Callahan,1,
,Harry C. Wolf,1,
,Harry Bowden,1,
,Harry Bertoia,1,
,Harry Bedos,1,
,Harry Anderson,1,
,Harry Allen,1,
,Harris & Ewing/Times World Wide Photos,1,
,Harriet Korman,1,
,Harold S. Bucquet,1,
,Harold Krieger,1,
,Harold J. Brennan,1,
,Harold Eugene Edgerton,1,
,Harold Baumbach,1,
,Harold B. Berg,1,
,Harold Ambellan,1,
,Harold Altman,1,
,Harold Allen,1,
,Haris Epaminonda,1,
,Hardy Holzman Pfeiffer Associates,1,
,Harald Thys,1,
,Harald Klingelhöller,1,
,Hans-Peter Feldmann,1,
,Hans Poelzig,1,
,Hans Peter Kuhn,1,
,Hans Op de Beeck,1,
2020,Hans Namuth,4,144.15
2016,Hans Namuth,3,142.6
2013,Hans Namuth,2,143.22
2009,Hans Namuth,1,111.6
,Hans Hollein,1,
1986,Hans Hofmann,3,115.92
1980,Hans Hofmann,2,136.92
1975,Hans Hofmann,1,101.5
,Hans Hartmann,1,
,Hans Dreir,1,
,Hans Coper,1,
,Hans Breder,1,
,Hans Bellmer,1,
,Hannelore Baron,1,
,Hanne Tierney,1,
,Hanne Darboven,1,
,Hannan Ashrawi,1,
,Hannah Levy,1,
2020,Hannah Höch,7,174.15
2016,Hannah Höch,6,99.84
2013,Hannah Höch,5,201.64
2009,Hannah Höch,4,155.83
2005,Hannah Höch,3,169.1
2001,Hannah Höch,2,184.5
1991,Hannah Höch,1,189
,Hanna Sandin,1,
,Hank Bull,1,
,Hank Beck,1,
,Hananiah Harari,1,
,Hamish Fulton,1,
,Hamilton Beatty,1,
,Haluk Akakçe,1,
,Halina Chrostowska,1,
,Halil Altindere,1,
,Hakudo Kobayashi,1,
,Håkan Bergkvist,1,
,Hajnal Lengyel-Pataky,1,
,Hai Quoc Tran,1,
,Hagbard Elis Bergh,1,
,Haegue Yang,1,
,H.C. Barley,1,
,H.A. Abercromby,1,
,Guy Klucevsek,1,
,Guy de Cointet,1,
,Guy Bourdin,1,
,Guy Augeri,1,
,Gusztáv Hámos,1,
,Gustavo Artigas,1,
2020,Gustave Moreau,10,132.06
2016,Gustave Moreau,9,145.36
2013,Gustave Moreau,8,110.2
2009,Gustave Moreau,7,84.63
2005,Gustave Moreau,6,84.55
2001,Gustave Moreau,5,94.5
1996,Gustave Moreau,4,130.5
1991,Gustave Moreau,3,123.48
1986,Gustave Moreau,2,134.4
1980,Gustave Moreau,1,142.8
,Gustave Cousin,1,
2020,Gustave Courbet,15,577.53
2016,Gustave Courbet,14,538.2
2013,Gustave Courbet,13,491.97
2009,Gustave Courbet,12,439.89
2005,Gustave Courbet,11,186.01
2001,Gustave Courbet,10,209.7
1996,Gustave Courbet,9,549
1991,Gustave Courbet,8,288.12
1986,Gustave Courbet,7,470.4
1980,Gustave Courbet,6,252
1975,Gustave Courbet,5,325.5
1970,Gustave Courbet,4,320.85
1959,Gustave Courbet,3,134.2
1948,Gustave Courbet,2,82.6
1936,Gustave Courbet,1,84
,Gustav Schenk,1,
,Gustav Klutsis,1,
2020,Gustav Klimt,11,112.35
2016,Gustav Klimt,10,61.64
2013,Gustav Klimt,9,58.59
2009,Gustav Klimt,8,45.57
2005,Gustav Klimt,7,48.06
2001,Gustav Klimt,6,60.3
1996,Gustav Klimt,5,135
1991,Gustav Klimt,4,79.8
1986,Gustav Klimt,3,115.08
1980,Gustav Klimt,2,168
1975,Gustav Klimt,1,105
,Gustav Eiffel,1,
,Gustav Bethke,1,
,Günther Förg,1,
,Gunter Thorn,1,
,Günter Haese,1,
,Günter Brus,1,
,Guiseppe Amato,1,
,Guillermo Calzadilla,1,
,Guillaume Gillet,1,
,Guillaume Apollinaire,1,
,Guiliano Fiorenzoli,1,
,Guido Bermudez,1,
2009,Guerrilla Girls,3,65.1
2005,Guerrilla Girls,2,62.3
2001,Guerrilla Girls,1,62.1
,Gruppo Bertone,1,
,Gruppo A12,1,
,Grisha Bruskin,1,
,Grigory Barkhin,1,
,Grete Stern,1,
,Gretchen Bender,1,
,Gregory Bateson,1,
,Gregory Amenoff,1,
,Gregory Ain,1,
,Gregori Alexandrov,1,
,Gregor Curten,1,
,Grégoire Müller,1,
,Gregg Bordowitz,1,
,Greg Allen,1,
,Greer Lankton,1,
,Granular Synthesis,1,
,Gran Fury,1,
,Graciela Carnevale,1,
,Grace Hartigan,1,
,Gottfried Brockmann,1,
,Gorman Powers,1,
,Gorgona artists group,1,
,Gordon Moore,1,
,Gordon Matta-Clark,1,
,Gordon Hart,1,
,Gordon Bunshaft,1,
,Gordon Bennett,1,
,Göran Åslin,1,
,Goodall Fabrics,1,
,Gonzalo Ariza,1,
,Glenn O. Coleman,1,
,Glenn Ligon,1,
,Glenn Chamberlain,1,
,Glenn Branca,1,
,Glenn Andreiev,1,
,Glenda Hydler,1,
,Glen Seator,1,
,Glen Foss,1,
,Gjon Mili,1,
,Giuseppe Penone,1,
,Giuseppe Chiari,1,
,Giulio Paolini,1,
,Giovanni Pintori,1,
,Giovanni Indelicato,1,
,Giovanni Bellini,1,
,Giovanni Anselmo,1,
,Giorgio Morandi,1,
2020,Giorgio de Chirico,13,260.4
2016,Giorgio de Chirico,12,226.64
2013,Giorgio de Chirico,11,122.76
2009,Giorgio de Chirico,10,114.39
2005,Giorgio de Chirico,9,113.03
2001,Giorgio de Chirico,8,128.7
1996,Giorgio de Chirico,7,168.3
1991,Giorgio de Chirico,6,176.4
1986,Giorgio de Chirico,5,147
1980,Giorgio de Chirico,4,130.2
1975,Giorgio de Chirico,3,119
1970,Giorgio de Chirico,2,113.85
1959,Giorgio de Chirico,1,85.4
,Giorgio Ceretti,1,
,Giorgio Cavallon,1,
2020,Gino Severini,7,85.56
2016,Gino Severini,6,84.64
2013,Gino Severini,5,85.56
2009,Gino Severini,4,88.35
2005,Gino Severini,3,89.89
2001,Gino Severini,2,78.3
1996,Gino Severini,1,90
,Gino De Dominicis,1,
,Gina Wendkos,1,
,Gina Beavers,1,
,Gilles Peress,1,
,Gilles Le Breton,1,
,Gilberto Zorio,1,
,Gilbert Proesch,1,
,Gilbert & George,1,
,Gifford Beal,1,
,Gianni Braghieri,1,
,Gianni Berengo Gardin,1,
,Gianfranco Gorgoni,1,
,Gianfranco Giagni,1,
,Gianfranco Baruchello,1,
,Giancarlo Neri,1,
,Gian Piero Frassinelli,1,
,Giacomo Manzù,1,
2020,Giacomo Balla,7,125.55
2016,Giacomo Balla,6,110.4
2013,Giacomo Balla,5,174.84
2009,Giacomo Balla,4,31.62
2005,Giacomo Balla,3,28.48
2001,Giacomo Balla,2,34.2
1996,Giacomo Balla,1,42.3
,Giacomo Anelli,1,
,Ghaith Abdulahad,1,
,Ghada Amer,1,
,Getulio Alviani,1,
,Gertrudes Altschul,1,
2020,Gertrude Käsebier,8,57.66
2016,Gertrude Käsebier,7,97.52
2013,Gertrude Käsebier,6,97.34
2009,Gertrude Käsebier,5,99.51
2005,Gertrude Käsebier,4,133.5
2001,Gertrude Käsebier,3,162
1996,Gertrude Käsebier,2,108
1991,Gertrude Käsebier,1,117.6
,Gertrude Abercrombie,1,
,Gertrud Arndt,1,
,Gert Tobias,1,
,Gerry Schum,1,
,Gerry Morehead,1,
,Gerrit Rietveld,1,
,Gerrit Henry,1,
,Gerhard Richter,1,
,Gerhard H. Bakker,1,
,Gerhard Altenbourg,1,
,Gerd Arntz,1,
,Gerard Malanga,1,
,Gerard Byrne,1,
,Geraldo de Barros,1,
,Gerald Nichols,1,
,Gerald Murphy,1,
,Gerald Horn,1,
,Gerald Abramovitz,1,
,Ger van Elk,1,
,Georgina Beier,1,
,Georgii Stenberg,1,
,Georgii Kizevalter,1,
2020,Georgia O'Keeffe,12,139.5
2016,Georgia O'Keeffe,11,151.8
2013,Georgia O'Keeffe,10,151.59
2009,Georgia O'Keeffe,9,145.08
2005,Georgia O'Keeffe,8,80.1
2001,Georgia O'Keeffe,7,92.7
1996,Georgia O'Keeffe,6,135
1991,Georgia O'Keeffe,5,105
1986,Georgia O'Keeffe,4,63
1980,Georgia O'Keeffe,3,63
1948,Georgia O'Keeffe,2,47.2
1936,Georgia O'Keeffe,1,15.75
,Georgia F. Wise,1,
,Georgi Daskaloff,1,
,Georges-Pierre Seurat,1,
2001,Georges Rouault,8,124.2
1996,Georges Rouault,7,72
1991,Georges Rouault,6,105
1986,Georges Rouault,5,67.2
1980,Georges Rouault,4,67.2
1975,Georges Rouault,3,63
1970,Georges Rouault,2,62.1
1959,Georges Rouault,1,67.1
,Georges Méliès,1,
,Georges Franju,1,
,Georges de Feure,1,
2020,Georges Braque,13,467.45
2016,Georges Braque,12,449.42
2013,Georges Braque,11,441.75
2009,Georges Braque,10,488.34
2005,Georges Braque,9,335.53
2001,Georges Braque,8,324
1996,Georges Braque,7,346.5
1991,Georges Braque,6,278.04
1986,Georges Braque,5,75.6
1980,Georges Braque,4,67.2
1975,Georges Braque,3,63
1970,Georges Braque,2,62.79
1959,Georges Braque,1,118.95
,Georges Bataille,1,
,Georges Adéagbo,1,
,George W.W. Brewster,1,
,George Passmore,1,
,"George Overbury (""Pop"") Hart",1,
,George Lois,1,
,George Kuchar,1,
,George Krikorian,1,
,George Krause,1,
,George Kousoulides,1,
,George Kostritsky,1,
,George Howe,1,
,George Him,1,
,George Hendrik Breitner,1,
,George Hadjimichalis,1,
2020,George Grosz,10,145.08
2016,George Grosz,9,138.52
2013,George Grosz,8,139.91
2009,George Grosz,7,113.46
2005,George Grosz,6,117.48
2001,George Grosz,5,108
1986,George Grosz,4,58.8
1980,George Grosz,3,56.28
1975,George Grosz,2,53.9
1970,George Grosz,1,36.57
,George Griffin,1,
,George Grantham Bain,1,
,George Geyer,1,
,George Georgiou,1,
,George Fred Keck,1,
,George Dudley,1,
,George Cohen,1,
,George Clack,1,
1980,George Caleb Bingham,1,121.8
,George Brecht,1,
,George Biddle,1,
,George Beyer,1,
,George Bennet,1,
1948,George Bellows,2,51.92
1936,George Bellows,1,55.65
,George Baus,1,
,George Barrows,1,
,George Barnard,1,
,George Barker,1,
,George Baker,1,
,George Ault,1,
,George Ashley,1,
,George Archainbaud,1,
,George Alexanderson,1,
,George Agule,1,
,George Aarons,1,
,Georg Kolbe,1,
,Georg Bernhard,1,
,Georg Baselitz,1,
,Geoffrey Leather,1,
,Geoffrey Hendricks,1,
,Genpei Akasegawa,1,
,Genie Sherman,1,
,Genevieve Naylor,1,
,Genesis P-Orridge,1,
,General Idea,1,
,Gene Tyranny,1,
,Gene Hedge,1,
,Gene Frances,1,
,Gene B. Beery,1,
,Gelatin,1,
,Gego (Gertrud Goldschmidt),1,
,"Gebrüder Thonet, company design",1,
,Gavin Kenyon,1,
,Gauri Gill,1,
,Gastone Novelli,1,
,Gaston Velle,1,
,Gaston Lachaise,1,
,Gary Rough,1,
,Gary Perkins,1,
,Gary Hume,1,
,Gary Hill,1,
,Gary Dodson,1,
,Gary Cathey,1,
,Gary Bower,1,
,Gary Anderson,1,
,Garry Winogrand,1,
,Garrett List,1,
,Garo Antreasian,1,
,Gandy Brodie,1,
,Gandalf Gavan,1,
,Gamal El-Zoghby,1,
,Gale McCall,1,
,Gal Costa,1,
,Gail Bates,1,
,Gaetano Pesce,1,
,Gabriele Basilico,1,
,Gabriel-Auguste Ancelet,1,
,Gabriel Orozco,1,
,Gabriel Kohn,1,
,Gabriel Alix,1,
,Gabor Body,1,
,G.H. Hovagimyan,1,
,G. Harmon Gurney,1,
,G. E. Kidder Smith,1,
,G. A. Berg,1,
,Future Tents,1,
,Fumimasa Hosokawa,1,
,Fulvio Bianconi,1,
,Fujiwara Dai,1,
,Fritz Glarner,1,
,Fritz Foord,1,
,Friesenwall,1,
,Friedrich Knufer,1,
,Friederike Pezold,1,
,Frieder Schlaich,1,
,Friday Architects,1,
,Frida Baranek,1,
,Freya Hansell,1,
,Frei Otto,1,
,Fredrik Nilsen,1,
,Frederick Warren Allen,1,
,Frederick Spratt,1,
,Frederick Sommer,1,
,Frederick Kiesler,1,
,Frederick J. Bandholtz,1,
,Frederick H. K. Henrion,1,
,Frederick H. Evans,1,
,Frederick Carder,1,
,Frederick Ackerman,1,
,Frédéric Rossif,1,
,Frédéric Bazille,1,
,Fred Williams,1,
