"artist_name"	"edition_number"	"year"	"artist_nationality"	"artist_nationality_other"	"artist_gender"	"artist_race"	"artist_ethnicity"	"book"	"space_ratio_per_page_total"	"artist_unique_id"	"moma_count"	"count_to_year"	"whitney_count"	"whitney_count_to_date"
"1"	"Aaron Douglas"	9	1991	"American"	"American"	"Male"	"Black or African American"	"Not Hispanic or Latinx"	"gardner"	0.3533657745	2	0	0	0	0
"2"	"Aaron Douglas"	10	1996	"American"	"American"	"Male"	"Black or African American"	"Not Hispanic or Latinx"	"gardner"	0.3739470004	2	0	0	0	0
"3"	"Aaron Douglas"	11	2001	"American"	"American"	"Male"	"Black or African American"	"Not Hispanic or Latinx"	"gardner"	0.3032593292	2	0	0	0	0
"4"	"Aaron Douglas"	12	2005	"American"	"American"	"Male"	"Black or African American"	"Not Hispanic or Latinx"	"gardner"	0.3770489311	2	0	0	0	0
"5"	"Aaron Douglas"	13	2009	"American"	"American"	"Male"	"Black or African American"	"Not Hispanic or Latinx"	"gardner"	0.3984096898	2	0	0	0	0
"6"	"Aaron Douglas"	14	2013	"American"	"American"	"Male"	"Black or African American"	"Not Hispanic or Latinx"	"gardner"	0.4528685683	2	0	0	0	0
"7"	"Aaron Douglas"	15	2016	"American"	"American"	"Male"	"Black or African American"	"Not Hispanic or Latinx"	"gardner"	0.4822638008	2	0	0	0	0
"8"	"Aaron Douglas"	16	2020	"American"	"American"	"Male"	"Black or African American"	"Not Hispanic or Latinx"	"gardner"	0.543737727	2	0	0	0	0
"9"	"Adélaïde Labille-Guiard"	14	2013	"French"	"French"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4093045475	4	0	0	0	0
"10"	"Adélaïde Labille-Guiard"	15	2016	"French"	"French"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4125560538	4	0	0	0	0
"11"	"Adélaïde Labille-Guiard"	16	2020	"French"	"French"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5344869907	4	0	0	0	0
"12"	"Adolphe William Bouguereau"	5	1970	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2957539022	6	0	0	0	0
"13"	"Adolphe William Bouguereau"	6	1975	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2980450807	6	0	0	0	0
"14"	"Adolphe William Bouguereau"	7	1980	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4005417957	6	0	0	0	0
"15"	"Adolphe William Bouguereau"	8	1986	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5319994471	6	0	0	0	0
"16"	"Adolphe William Bouguereau"	9	1991	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3523114355	6	0	0	0	0
"17"	"Adolphe William Bouguereau"	10	1996	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3898229938	6	0	0	0	0
"18"	"Adolphe William Bouguereau"	11	2001	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2182185876	6	0	0	0	0
"19"	"Adolphe William Bouguereau"	12	2005	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2714168415	6	0	0	0	0
"20"	"Adolphe William Bouguereau"	13	2009	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.293791318	6	0	0	0	0
"21"	"Albert Bierstadt"	11	2001	"German-American"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4561289561	7	0	2	0	0
"22"	"Albert Bierstadt"	12	2005	"German-American"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4572575495	7	0	2	0	0
"23"	"Albert Bierstadt"	13	2009	"German-American"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3675280847	7	0	2	0	0
"24"	"Albert Bierstadt"	14	2013	"German-American"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3738461776	7	0	2	0	0
"25"	"Albert Bierstadt"	15	2016	"German-American"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5057677439	7	0	2	0	0
"26"	"Albert Bierstadt"	16	2020	"German-American"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4063573883	7	0	2	0	0
"27"	"Albert Pinkham Ryder"	2	1936	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3518634513	8	0	1	0	0
"28"	"Albert Pinkham Ryder"	3	1948	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4685067233	8	0	1	0	0
"29"	"Albert Pinkham Ryder"	4	1959	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3145704282	8	0	1	0	0
"30"	"Albert Pinkham Ryder"	7	1980	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4652054602	8	0	1	0	0
"31"	"Albert Pinkham Ryder"	8	1986	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4762250328	8	0	1	0	0
"32"	"Albert Pinkham Ryder"	9	1991	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3695052717	8	0	1	0	0
"33"	"Albert Pinkham Ryder"	10	1996	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4611882269	8	0	1	0	0
"34"	"Alexander Gardner"	10	1996	"Scottish"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.347907643	12	0	0	0	0
"35"	"Alexandre Cabanel"	4	1959	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.501885268	14	0	0	0	0
"36"	"Alfred Stieglitz"	4	1959	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4146781578	15	0	2	0	0
"37"	"Alfred Stieglitz"	9	1991	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.1829396392	15	0	3	0	0
"38"	"Alfred Stieglitz"	10	1996	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5506292418	15	1	4	0	0
"39"	"Alfred Stieglitz"	11	2001	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.2950819313	15	0	4	0	0
"40"	"Alfred Stieglitz"	12	2005	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5085150382	15	0	4	0	0
"41"	"Alfred Stieglitz"	13	2009	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5021342826	15	0	4	0	1
"42"	"Alfred Stieglitz"	14	2013	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4901299062	15	0	4	0	1
"43"	"Alfred Stieglitz"	15	2016	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4993350858	15	0	4	0	1
"44"	"Alfred Stieglitz"	16	2020	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4872974963	15	0	4	0	2
"45"	"Alfredo Guido"	3	1948	"Argentine"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.305623605	16	0	0	0	0
"46"	"Alvin Langdon Coburn"	9	1991	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3215571776	17	0	3	0	0
"47"	"Ana Mendieta"	11	2001	"Cuban-American"	"Other"	"Female"	"White"	"Hispanic or Latinx"	"gardner"	0.3799598488	18	0	1	0	0
"48"	"Ana Mendieta"	13	2009	"Cuban-American"	"Other"	"Female"	"White"	"Hispanic or Latinx"	"gardner"	0.3898109195	18	0	1	0	2
"49"	"Ana Mendieta"	14	2013	"Cuban-American"	"Other"	"Female"	"White"	"Hispanic or Latinx"	"gardner"	0.3826452776	18	0	1	0	2
"50"	"Ana Mendieta"	15	2016	"Cuban-American"	"Other"	"Female"	"White"	"Hispanic or Latinx"	"gardner"	0.4267821246	18	0	1	0	2
"51"	"Ana Mendieta"	16	2020	"Cuban-American"	"Other"	"Female"	"White"	"Hispanic or Latinx"	"gardner"	0.4244753314	18	0	1	0	3
"52"	"Ando Hiroshige"	14	2013	"Japanese"	"Other"	"Male"	"Asian"	"Not Hispanic or Latinx"	"gardner"	0.5907570924	19	0	0	0	0
"53"	"Ando Hiroshige"	15	2016	"Japanese"	"Other"	"Male"	"Asian"	"Not Hispanic or Latinx"	"gardner"	0.8525127571	19	0	0	0	0
"54"	"Ando Hiroshige"	16	2020	"Japanese"	"Other"	"Male"	"Asian"	"Not Hispanic or Latinx"	"gardner"	0.5706308297	19	0	0	0	0
"55"	"André Derain"	4	1959	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.581335847	20	0	8	0	0
"56"	"André Derain"	5	1970	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.7780945014	20	0	11	0	0
"57"	"André Derain"	6	1975	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.7423138554	20	0	12	0	0
"58"	"André Derain"	7	1980	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6526175063	20	0	13	0	0
"59"	"André Derain"	8	1986	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6331121708	20	0	14	0	0
"60"	"André Derain"	9	1991	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3290510949	20	0	14	0	0
"61"	"André Derain"	10	1996	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4928208451	20	0	14	0	0
"62"	"André Derain"	11	2001	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3383473075	20	1	15	0	0
"63"	"André Derain"	12	2005	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2403977739	20	1	16	0	0
"64"	"André Derain"	13	2009	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2875040451	20	0	16	0	0
"65"	"André Derain"	14	2013	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3046553557	20	0	16	0	0
"66"	"André Derain"	15	2016	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5660275244	20	0	16	0	0
"67"	"André Derain"	16	2020	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5391353706	20	0	16	0	0
"68"	"André-Adolphe-Eugène Disdéri"	9	1991	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4132197891	23	0	0	0	0
"69"	"Andreas Gursky"	14	2013	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5056169387	24	0	2	0	0
"70"	"Andreas Gursky"	15	2016	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4027215092	24	0	2	0	0
"71"	"Andreas Gursky"	16	2020	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3781449435	24	0	2	0	0
"72"	"Andrew Wyeth"	5	1970	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4397630578	25	0	0	0	19
"73"	"Andrew Wyeth"	6	1975	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4310436919	25	0	0	0	19
"74"	"Andrew Wyeth"	7	1980	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3420524909	25	0	0	0	19
"75"	"Andrew Wyeth"	8	1986	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4847605225	25	0	0	0	19
"76"	"Andy Warhol"	9	1991	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.9422259035	26	0	2	0	2
"77"	"Andy Warhol"	10	1996	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6503188841	26	1	4	0	2
"78"	"Andy Warhol"	11	2001	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.1580821123	26	0	5	0	2
"79"	"Andy Warhol"	12	2005	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6681111821	26	0	6	1	6
"80"	"Andy Warhol"	13	2009	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6576364168	26	0	6	1	9
"81"	"Andy Warhol"	14	2013	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4098747168	26	0	7	1	12
"82"	"Andy Warhol"	15	2016	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4175661048	26	0	8	0	13
"83"	"Andy Warhol"	16	2020	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4174030437	26	0	8	0	15
"84"	"Angelica Kauffmann"	8	1986	"Swiss"	"Other"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4794906352	27	0	0	0	0
"85"	"Angelica Kauffmann"	9	1991	"Swiss"	"Other"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.708324225	27	0	0	0	0
"86"	"Angelica Kauffmann"	10	1996	"Swiss"	"Other"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4581187545	27	0	0	0	0
"87"	"Angelica Kauffmann"	11	2001	"Swiss"	"Other"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6228029613	27	0	0	0	0
"88"	"Angelica Kauffmann"	12	2005	"Swiss"	"Other"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3555180488	27	0	0	0	0
"89"	"Angelica Kauffmann"	13	2009	"Swiss"	"Other"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3847718552	27	0	0	0	0
"90"	"Angelica Kauffmann"	14	2013	"Swiss"	"Other"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3644769081	27	0	0	0	0
"91"	"Angelica Kauffmann"	15	2016	"Swiss"	"Other"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5678985619	27	0	0	0	0
"92"	"Angelica Kauffmann"	16	2020	"Swiss"	"Other"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.764037187	27	0	0	0	0
"93"	"Anne Louis Girodet Trioson"	5	1970	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4133984677	28	0	0	0	0
"94"	"Anne Louis Girodet Trioson"	6	1975	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4473453691	28	0	0	0	0
"95"	"Anne Louis Girodet Trioson"	7	1980	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3798198705	28	0	0	0	0
"96"	"Anne Louis Girodet Trioson"	8	1986	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3837860253	28	0	0	0	0
"97"	"Anne Louis Girodet Trioson"	9	1991	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2537064071	28	0	0	0	0
"98"	"Anne Louis Girodet Trioson"	10	1996	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2673851506	28	0	0	0	0
"99"	"Anne Louis Girodet Trioson"	11	2001	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.751363707	28	0	0	0	0
"100"	"Anne Louis Girodet Trioson"	12	2005	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2682541131	28	0	0	0	0
"101"	"Anne Louis Girodet Trioson"	13	2009	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3885627109	28	0	0	0	0
"102"	"Anne Louis Girodet Trioson"	14	2013	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.445101937	28	0	0	0	0
"103"	"Anne Louis Girodet Trioson"	15	2016	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3796196072	28	0	0	0	0
"104"	"Anne Louis Girodet Trioson"	16	2020	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3771170839	28	0	0	0	0
"105"	"Ansel Adams"	9	1991	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.9924761199	30	1	28	0	0
"106"	"Anselm Feuerbach"	7	1980	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3272586547	31	0	0	0	0
"107"	"Anselm Feuerbach"	8	1986	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2857488424	31	0	0	0	0
"108"	"Anselm Feuerbach"	10	1996	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3115514478	31	0	0	0	0
"109"	"Anselm Kiefer"	9	1991	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.8007607007	32	0	2	0	0
"110"	"Anselm Kiefer"	10	1996	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4505473892	32	0	2	0	0
"111"	"Anselm Kiefer"	11	2001	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.7879358484	32	0	2	0	0
"112"	"Anselm Kiefer"	12	2005	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3830854849	32	0	2	0	0
"113"	"Anselm Kiefer"	13	2009	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.400859877	32	0	2	0	0
"114"	"Anselm Kiefer"	14	2013	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4172252785	32	0	2	0	0
"115"	"Anselm Kiefer"	15	2016	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3650688109	32	0	2	0	0
"116"	"Anselm Kiefer"	16	2020	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3582934462	32	0	2	0	0
"117"	"Antoine Jean Gros"	5	1970	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.7380389747	33	0	0	0	0
"118"	"Antoine Jean Gros"	6	1975	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.7498771499	33	0	0	0	0
"119"	"Antoine Jean Gros"	7	1980	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6194940895	33	0	0	0	0
"120"	"Antoine Jean Gros"	8	1986	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.9403185326	33	0	0	0	0
"121"	"Antoine Jean Gros"	9	1991	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.7055878045	33	0	0	0	0
"122"	"Antoine Jean Gros"	10	1996	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4130998261	33	0	0	0	0
"123"	"Antoine Jean Gros"	11	2001	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.1201593727	33	0	0	0	0
"124"	"Antoine Jean Gros"	12	2005	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4456406046	33	0	0	0	0
"125"	"Antoine Jean Gros"	13	2009	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5067110474	33	0	0	0	0
"126"	"Antoine Jean Gros"	14	2013	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.7292620159	33	0	0	0	0
"127"	"Antoine Jean Gros"	15	2016	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6728003711	33	0	0	0	0
"128"	"Antoine Jean Gros"	16	2020	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5395342415	33	0	0	0	0
"129"	"Arnold Böcklin"	7	1980	"Swiss"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4235857022	36	0	0	0	0
"130"	"Arshile Gorky"	14	2013	"Armenian-American"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.36287427	37	0	9	0	13
"131"	"Arshile Gorky"	15	2016	"Armenian-American"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4458945415	37	0	9	1	14
"132"	"Arshile Gorky"	16	2020	"Armenian-American"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4347385862	37	0	9	0	16
"133"	"Arthur B. Davies"	1	1926	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3973601261	38	0	0	0	0
"134"	"Arthur Dove"	14	2013	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4379825251	39	0	3	0	9
"135"	"Arthur Dove"	15	2016	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3123550332	39	0	3	1	11
"136"	"Arthur Dove"	16	2020	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3796944035	39	0	3	0	11
"137"	"Aubrey Beardsley"	8	1986	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.746174056	40	0	2	0	0
"138"	"Aubrey Beardsley"	10	1996	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3182019713	40	0	2	0	0
"139"	"Aubrey Beardsley"	11	2001	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5154008687	40	0	2	0	0
"140"	"Aubrey Beardsley"	12	2005	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2144117021	40	0	2	0	0
"141"	"Aubrey Beardsley"	13	2009	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.264589401	40	0	2	0	0
"142"	"Audrey Flack"	11	2001	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.788567687	41	0	0	0	1
"143"	"Audrey Flack"	12	2005	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3611440562	41	0	0	0	1
"144"	"Audrey Flack"	13	2009	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2694281355	41	0	0	0	1
"145"	"Audrey Flack"	14	2013	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3978241105	41	0	0	0	1
"146"	"Audrey Flack"	15	2016	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2930570589	41	0	0	0	1
"147"	"Audrey Flack"	16	2020	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2939218213	41	0	0	0	2
"148"	"August Sander"	9	1991	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6876470559	42	0	3	0	0
"149"	"Auguste Renoir"	1	1926	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5436613475	43	0	0	0	0
"150"	"Auguste Renoir"	2	1936	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.7485123708	43	0	0	0	0
"151"	"Auguste Renoir"	3	1948	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.670695193	43	0	0	0	0
"152"	"Auguste Renoir"	4	1959	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6456773499	43	0	1	0	0
"153"	"Auguste Renoir"	5	1970	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.8916911274	43	0	1	0	0
"154"	"Auguste Renoir"	6	1975	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.8879179575	43	0	1	0	0
"155"	"Auguste Renoir"	7	1980	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5754995778	43	0	1	0	0
"156"	"Auguste Renoir"	8	1986	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.062581316	43	0	1	0	0
"157"	"Auguste Renoir"	9	1991	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6885835366	43	0	1	0	0
"158"	"Auguste Renoir"	10	1996	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6021281675	43	0	1	0	0
"159"	"Auguste Renoir"	11	2001	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.9855946462	43	0	1	0	0
"160"	"Auguste Renoir"	12	2005	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4755496761	43	0	1	0	0
"161"	"Auguste Renoir"	13	2009	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4148059113	43	0	1	0	0
"162"	"Auguste Renoir"	14	2013	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5415067881	43	0	1	0	0
"163"	"Auguste Renoir"	15	2016	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.7689036648	43	0	1	0	0
"164"	"Auguste Renoir"	16	2020	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5856498527	43	0	1	0	0
"165"	"Barbara Kruger"	9	1991	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4041849148	45	0	2	0	4
"166"	"Barbara Kruger"	10	1996	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3616520583	45	0	2	0	4
"167"	"Barbara Kruger"	11	2001	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5738740469	45	0	2	0	5
"168"	"Barbara Kruger"	12	2005	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.28262324	45	0	2	0	6
"169"	"Barbara Kruger"	13	2009	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3224538856	45	0	2	1	8
"170"	"Barbara Kruger"	14	2013	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3984096898	45	0	2	1	11
"171"	"Barbara Kruger"	15	2016	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.432472553	45	0	2	0	11
"172"	"Barbara Kruger"	16	2020	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4360272459	45	0	2	0	12
"173"	"Barnett Newman"	7	1980	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5289895863	46	0	2	0	7
"174"	"Barnett Newman"	8	1986	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4267572051	46	0	2	0	7
"175"	"Barnett Newman"	9	1991	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3642822384	46	0	2	0	7
"176"	"Barnett Newman"	10	1996	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3999693053	46	0	2	0	7
"177"	"Barnett Newman"	11	2001	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3553229806	46	0	2	0	7
"178"	"Barnett Newman"	12	2005	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2499771919	46	0	2	1	10
"179"	"Barnett Newman"	13	2009	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3947883439	46	0	2	1	13
"180"	"Barnett Newman"	14	2013	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3962214723	46	0	2	0	15
