"artist_name"	"edition_number"	"year"	"artist_nationality"	"artist_nationality_other"	"artist_gender"	"artist_race"	"artist_ethnicity"	"book"	"space_ratio_per_page_total"	"artist_unique_id"	"moma_count"	"count_to_year"	"whitney_count"	"whitney_count_to_date"
"505"	"Fernand Léger"	5	1970	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3743178374	115	1	9	0	0
"506"	"Fernand Léger"	6	1975	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3761350283	115	0	9	0	0
"507"	"Fernand Léger"	7	1980	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3481740782	115	0	9	0	0
"508"	"Fernand Léger"	8	1986	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.1430968353	115	0	9	0	0
"509"	"Fernand Léger"	10	1996	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6601241431	115	0	10	0	0
"510"	"Fernand Léger"	11	2001	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.7584587816	115	0	11	0	0
"511"	"Fernand Léger"	12	2005	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5114496852	115	0	11	0	0
"512"	"Fernand Léger"	13	2009	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.408811428	115	0	11	0	0
"513"	"Fernand Léger"	14	2013	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4662598431	115	0	11	0	0
"514"	"Fernand Léger"	15	2016	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3525900727	115	0	11	0	0
"515"	"Fernand Léger"	16	2020	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3845268778	115	0	11	0	0
"516"	"Fernando Botero"	15	2016	"Columbian"	"Other"	"Male"	"White"	"Hispanic or Latinx"	"gardner"	0.3464202876	116	0	3	0	0
"517"	"Fernando Botero"	16	2020	"Columbian"	"Other"	"Male"	"White"	"Hispanic or Latinx"	"gardner"	0.2826613893	116	0	3	0	0
"518"	"Franc Johnson Newcomb"	11	2001	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3488722248	118	0	0	0	0
"519"	"Francis Bacon"	5	1970	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2873189289	120	0	12	0	0
"520"	"Francis Bacon"	6	1975	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.326888153	120	0	12	0	0
"521"	"Francis Bacon"	7	1980	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2640374332	120	0	13	0	0
"522"	"Francis Bacon"	8	1986	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.964534964	120	0	13	0	0
"523"	"Francis Bacon"	9	1991	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6379916324	120	1	15	0	0
"524"	"Francis Bacon"	10	1996	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2778213567	120	0	17	0	0
"525"	"Francis Bacon"	11	2001	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5920663755	120	0	18	0	0
"526"	"Francis Bacon"	12	2005	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5041510811	120	0	19	0	0
"527"	"Francis Bacon"	13	2009	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3023900883	120	0	20	0	0
"528"	"Francis Bacon"	14	2013	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.322114866	120	0	20	0	0
"529"	"Francis Bacon"	15	2016	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3428483068	120	1	21	0	0
"530"	"Francis Bacon"	16	2020	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3502700049	120	0	21	0	0
"531"	"Francisco Goya"	2	1936	"Spanish"	"Spanish"	"Male"	"White"	"Hispanic or Latinx"	"gardner"	0.9700262293	121	0	1	0	0
"532"	"Francisco Goya"	3	1948	"Spanish"	"Spanish"	"Male"	"White"	"Hispanic or Latinx"	"gardner"	1.4325766238	121	0	1	0	0
"533"	"Francisco Goya"	5	1970	"Spanish"	"Spanish"	"Male"	"White"	"Hispanic or Latinx"	"gardner"	2.5234346025	121	0	1	0	0
"534"	"Francisco Goya"	6	1975	"Spanish"	"Spanish"	"Male"	"White"	"Hispanic or Latinx"	"gardner"	2.3923512445	121	0	1	0	0
"535"	"Francisco Goya"	7	1980	"Spanish"	"Spanish"	"Male"	"White"	"Hispanic or Latinx"	"gardner"	1.7412573881	121	0	1	0	0
"536"	"Francisco Goya"	8	1986	"Spanish"	"Spanish"	"Male"	"White"	"Hispanic or Latinx"	"gardner"	3.3922913251	121	0	1	0	0
"537"	"Francisco Goya"	9	1991	"Spanish"	"Spanish"	"Male"	"White"	"Hispanic or Latinx"	"gardner"	2.5754303115	121	0	1	0	0
"538"	"Francisco Goya"	10	1996	"Spanish"	"Spanish"	"Male"	"White"	"Hispanic or Latinx"	"gardner"	1.3613110058	121	1	2	0	0
"539"	"Francisco Goya"	11	2001	"Spanish"	"Spanish"	"Male"	"White"	"Hispanic or Latinx"	"gardner"	3.0215449362	121	1	3	0	0
"540"	"Francisco Goya"	12	2005	"Spanish"	"Spanish"	"Male"	"White"	"Hispanic or Latinx"	"gardner"	1.388346562	121	0	3	0	0
"541"	"Francisco Goya"	13	2009	"Spanish"	"Spanish"	"Male"	"White"	"Hispanic or Latinx"	"gardner"	1.5550367527	121	0	3	0	0
"542"	"Francisco Goya"	14	2013	"Spanish"	"Spanish"	"Male"	"White"	"Hispanic or Latinx"	"gardner"	1.0648760267	121	0	3	0	0
"543"	"Francisco Goya"	15	2016	"Spanish"	"Spanish"	"Male"	"White"	"Hispanic or Latinx"	"gardner"	1.212447812	121	0	3	0	0
"544"	"Francisco Goya"	16	2020	"Spanish"	"Spanish"	"Male"	"White"	"Hispanic or Latinx"	"gardner"	1.1729565537	121	0	3	0	0
"545"	"François Boucher"	5	1970	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.454492471	122	0	1	0	0
"546"	"François Boucher"	6	1975	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4640102553	122	0	1	0	0
"547"	"François Boucher"	7	1980	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.370971714	122	0	1	0	0
"548"	"François Boucher"	8	1986	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.388969521	122	0	1	0	0
"549"	"François Boucher"	9	1991	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3515328467	122	0	1	0	0
"550"	"François Boucher"	10	1996	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4204154019	122	0	1	0	0
"551"	"François Boucher"	11	2001	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3652279169	122	0	1	0	0
"552"	"François Boucher"	12	2005	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5943344585	122	0	1	0	0
"553"	"François Boucher"	13	2009	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.365447737	122	0	1	0	0
"554"	"François Boucher"	14	2013	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4259473287	122	0	1	0	0
"555"	"François Boucher"	15	2016	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4412556054	122	0	1	0	0
"556"	"François Boucher"	16	2020	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.359582106	122	0	1	0	0
"557"	"Frank Gelett Burgess"	13	2009	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5130599602	124	0	0	0	0
"558"	"Frank Gelett Burgess"	14	2013	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5550829828	124	0	0	0	0
"559"	"Frank Gelett Burgess"	15	2016	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4896706355	124	0	0	0	0
"560"	"Frank Gelett Burgess"	16	2020	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5698024055	124	0	0	0	0
"561"	"Frank Stella"	10	1996	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2939360868	125	0	5	0	9
"562"	"Frank Stella"	11	2001	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5185004569	125	0	5	0	9
"563"	"Frank Stella"	12	2005	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.1896572697	125	0	5	0	10
"564"	"Frank Stella"	13	2009	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2910021112	125	0	5	1	12
"565"	"Frank Stella"	14	2013	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2214414498	125	0	5	0	12
"566"	"Frank Stella"	15	2016	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3464512139	125	0	5	1	13
"567"	"Frank Stella"	16	2020	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3709499264	125	0	5	0	14
"568"	"Franz Kline"	5	1970	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2275323464	127	0	1	0	9
"569"	"Franz Kline"	6	1975	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2383292383	127	0	1	0	9
"570"	"Franz Kline"	7	1980	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.1965240642	127	0	1	0	9
"571"	"Franz Kline"	8	1986	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2002902758	127	0	1	0	9
"572"	"Franz Kline"	9	1991	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2098296837	127	0	1	0	9
"573"	"Franz Kline"	10	1996	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2259813785	127	0	1	0	9
"574"	"Franz Marc"	10	1996	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3433545923	128	0	2	0	0
"575"	"Franz Marc"	11	2001	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.7879199817	128	0	2	0	0
"576"	"Franz Marc"	12	2005	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3871149226	128	0	2	0	0
"577"	"Franz Marc"	13	2009	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4360100473	128	0	2	0	0
"578"	"Franz Marc"	14	2013	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4231735318	128	0	2	0	0
"579"	"Franz Marc"	15	2016	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3862068966	128	0	2	0	0
"580"	"Franz Marc"	16	2020	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3537217722	128	0	2	0	0
"581"	"Frederic Edwin Church"	11	2001	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2975023618	129	0	0	0	0
"582"	"Frederic Edwin Church"	12	2005	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3415898793	129	0	0	0	0
"583"	"Frederic Edwin Church"	13	2009	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.376065215	129	0	0	0	0
"584"	"Frederic Edwin Church"	14	2013	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3758494753	129	0	0	0	0
"585"	"Frederic Edwin Church"	15	2016	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4575537343	129	0	0	0	0
"586"	"Frederic Edwin Church"	16	2020	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.36324865	129	0	0	0	0
"587"	"Frida Kahlo"	9	1991	"Mexican"	"Other"	"Female"	"White"	"Hispanic or Latinx"	"gardner"	0.2520681265	130	0	0	0	0
"588"	"Frida Kahlo"	10	1996	"Mexican"	"Other"	"Female"	"White"	"Hispanic or Latinx"	"gardner"	0.2793560929	130	0	0	0	0
"589"	"Frida Kahlo"	11	2001	"Mexican"	"Other"	"Female"	"White"	"Hispanic or Latinx"	"gardner"	0.7454525925	130	0	0	0	0
"590"	"Frida Kahlo"	12	2005	"Mexican"	"Other"	"Female"	"White"	"Hispanic or Latinx"	"gardner"	0.4869385397	130	0	0	0	0
"591"	"Frida Kahlo"	13	2009	"Mexican"	"Other"	"Female"	"White"	"Hispanic or Latinx"	"gardner"	0.4381212149	130	0	0	0	0
"592"	"Frida Kahlo"	14	2013	"Mexican"	"Other"	"Female"	"White"	"Hispanic or Latinx"	"gardner"	0.5506449078	130	0	0	0	0
"593"	"Frida Kahlo"	15	2016	"Mexican"	"Other"	"Female"	"White"	"Hispanic or Latinx"	"gardner"	0.6555280656	130	0	0	0	0
"594"	"Frida Kahlo"	16	2020	"Mexican"	"Other"	"Female"	"White"	"Hispanic or Latinx"	"gardner"	0.5433541973	130	0	0	0	0
"595"	"Friedrich von Martens"	9	1991	"Swiss"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3099270073	132	0	0	0	0
"596"	"George Bellows"	2	1936	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3587926715	134	0	2	0	0
"597"	"George Bellows"	3	1948	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4526920355	134	1	5	0	0
"598"	"George Caleb Bingham"	7	1980	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4105685336	135	0	4	0	0
"599"	"George French Angas"	11	2001	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4828767123	136	0	0	0	0
"600"	"George Grosz"	5	1970	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2900740709	137	0	3	0	17
"601"	"George Grosz"	6	1975	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3356479009	137	0	3	0	17
"602"	"George Grosz"	7	1980	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.315613566	137	0	3	0	17
"603"	"George Grosz"	8	1986	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5505500674	137	0	3	0	17
"604"	"George Grosz"	11	2001	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6050609628	137	0	6	0	17
"605"	"George Grosz"	12	2005	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3623756956	137	0	6	0	17
"606"	"George Grosz"	13	2009	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3181545005	137	0	6	0	18
"607"	"George Grosz"	14	2013	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5143698088	137	0	6	0	19
"608"	"George Grosz"	15	2016	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4842740065	137	0	6	0	19
"609"	"George Grosz"	16	2020	"German"	"German"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4945999018	137	0	6	0	20
"610"	"George Inness"	1	1926	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.3392927502	138	0	0	0	0
"611"	"George Inness"	2	1936	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3843955528	138	0	0	0	0
"612"	"George Inness"	3	1948	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3684740596	138	0	0	0	0
"613"	"George Inness"	4	1959	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4057904659	138	0	0	0	0
"614"	"George N. Barnard"	4	1959	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.418798815	139	0	2	0	0
"615"	"George Stubbs"	9	1991	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.9471455901	141	0	0	0	0
"616"	"George Stubbs"	10	1996	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6433614133	141	0	0	0	0
"617"	"Georges Braque"	4	1959	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5087799623	142	0	15	0	0
"618"	"Georges Braque"	5	1970	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5689368331	142	1	22	0	0
"619"	"Georges Braque"	6	1975	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5778869779	142	0	25	0	0
"620"	"Georges Braque"	7	1980	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4831832254	142	1	29	0	0
"621"	"Georges Braque"	8	1986	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.8450923349	142	0	31	0	0
"622"	"Georges Braque"	9	1991	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.1934213003	142	0	34	0	0
"623"	"Georges Braque"	10	1996	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.2920944033	142	0	37	0	0
"624"	"Georges Braque"	11	2001	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.1877090169	142	0	40	0	0
"625"	"Georges Braque"	12	2005	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.8738405863	142	1	43	0	0
"626"	"Georges Braque"	13	2009	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.1409705207	142	0	44	0	0
"627"	"Georges Braque"	14	2013	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.099055368	142	0	44	0	0
"628"	"Georges Braque"	15	2016	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.1066955311	142	0	44	0	0
"629"	"Georges Braque"	16	2020	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.0616102111	142	0	44	0	0
"630"	"Georges Rouault"	4	1959	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3424723943	143	0	4	0	0
"631"	"Georges Rouault"	5	1970	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.7428286831	143	0	5	0	0
"632"	"Georges Rouault"	6	1975	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4486700139	143	1	7	0	0
"633"	"Georges Rouault"	7	1980	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.619458908	143	0	7	0	0
"634"	"Georges Rouault"	8	1986	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.631189997	143	0	7	0	0
"635"	"Georges Rouault"	9	1991	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6904212042	143	0	7	0	0
"636"	"Georges Rouault"	10	1996	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3170423928	143	0	7	0	0
"637"	"Georges Rouault"	11	2001	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6631142716	143	0	7	0	0
"638"	"Georges Seurat"	2	1936	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6886157219	144	0	1	0	0
"639"	"Georges Seurat"	3	1948	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6196581197	144	1	2	0	0
"640"	"Georges Seurat"	4	1959	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6685160248	144	0	4	0	0
"641"	"Georges Seurat"	5	1970	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.049136899	144	0	4	0	0
"642"	"Georges Seurat"	6	1975	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.253925863	144	0	4	0	0
"643"	"Georges Seurat"	7	1980	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.9214396285	144	0	4	0	0
"644"	"Georges Seurat"	8	1986	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	2.1581771347	144	0	4	0	0
"645"	"Georges Seurat"	9	1991	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.5997459864	144	0	4	0	0
"646"	"Georges Seurat"	10	1996	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6315439446	144	0	4	0	0
"647"	"Georges Seurat"	11	2001	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.6065002443	144	0	4	0	0
"648"	"Georges Seurat"	12	2005	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5316576955	144	0	4	0	0
"649"	"Georges Seurat"	13	2009	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6554944293	144	0	5	0	0
"650"	"Georges Seurat"	14	2013	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	1.001895428	144	0	5	0	0
"651"	"Georges Seurat"	15	2016	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.8631359208	144	0	5	0	0
"652"	"Georges Seurat"	16	2020	"French"	"French"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.817884757	144	0	5	0	0
"653"	"Georgia O'Keeffe"	2	1936	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.1931960539	145	0	0	0	2
"654"	"Georgia O'Keeffe"	3	1948	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4119984757	145	0	1	0	6
"655"	"Georgia O'Keeffe"	7	1980	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5997044751	145	1	2	0	20
"656"	"Georgia O'Keeffe"	8	1986	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.824282722	145	0	2	0	20
"657"	"Georgia O'Keeffe"	9	1991	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5746930852	145	0	2	0	20
"658"	"Georgia O'Keeffe"	10	1996	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6522969885	145	0	2	0	20
"659"	"Georgia O'Keeffe"	11	2001	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6433421645	145	0	2	0	20
"660"	"Georgia O'Keeffe"	12	2005	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3720159353	145	0	2	0	20
"661"	"Georgia O'Keeffe"	13	2009	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.50446119	145	0	2	0	22
"662"	"Georgia O'Keeffe"	14	2013	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5160649068	145	0	2	0	24
"663"	"Georgia O'Keeffe"	15	2016	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.5122777176	145	0	2	1	26
"664"	"Georgia O'Keeffe"	16	2020	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4834468581	145	0	2	0	28
"665"	"Gertrude Käsebier"	9	1991	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.6304653442	146	0	1	0	0
"666"	"Gertrude Käsebier"	10	1996	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4092629856	146	0	1	0	0
"667"	"Gertrude Käsebier"	11	2001	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.7249738867	146	0	1	0	0
"668"	"Gertrude Käsebier"	12	2005	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4059848554	146	0	1	0	0
"669"	"Gertrude Käsebier"	13	2009	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3783458925	146	0	1	0	0
"670"	"Gertrude Käsebier"	14	2013	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.372582559	146	0	1	0	0
"671"	"Gertrude Käsebier"	15	2016	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3727230555	146	0	1	0	0
"672"	"Gertrude Käsebier"	16	2020	"American"	"American"	"Female"	"White"	"Not Hispanic or Latinx"	"gardner"	0.1857817869	146	0	1	0	0
"673"	"Giacomo Balla"	10	1996	"Italian"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.1857030797	147	0	20	0	0
"674"	"Giacomo Balla"	11	2001	"Italian"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.1784659896	147	0	20	0	0
"675"	"Giacomo Balla"	12	2005	"Italian"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.1423227808	147	0	20	0	0
"676"	"Giacomo Balla"	13	2009	"Italian"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.1602638189	147	0	20	0	0
"677"	"Giacomo Balla"	14	2013	"Italian"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3809655895	147	1	22	0	0
"678"	"Giacomo Balla"	15	2016	"Italian"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2776557909	147	0	22	0	0
"679"	"Giacomo Balla"	16	2020	"Italian"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.298708272	147	0	22	0	0
"680"	"Gilbert Prousch"	9	1991	"Italian"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3445579886	148	0	0	0	0
"681"	"George Passmore"	9	1991	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3445579886	140	0	2	0	0
"682"	"Gilbert Prousch"	10	1996	"Italian"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3038777668	148	0	0	0	0
"683"	"George Passmore"	10	1996	"British"	"British"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.3038777668	140	0	2	0	0
"684"	"Gilbert Stuart"	2	1936	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.303906984	149	0	0	0	0
"685"	"Gilbert Stuart"	3	1948	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2087756546	149	0	0	0	0
"686"	"Gilbert Stuart"	4	1959	"American"	"American"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2522488554	149	0	0	0	0
"687"	"Gino Severini"	10	1996	"Italian"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.4371781317	150	0	1	0	0
"688"	"Gino Severini"	11	2001	"Italian"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2688651393	150	0	1	0	0
"689"	"Gino Severini"	12	2005	"Italian"	"Other"	"Male"	"White"	"Not Hispanic or Latinx"	"gardner"	0.2932366268	150	0	1	0	0
